objectid,area_name,designation,authority,owner,status,hectares,designation_year,record_rank
206,Port Joli Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,20.56,,589
1082,Black Brook Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,20.54,,590
580,Lime Hill Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,20.49,,591
156,Blandford Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,20.40,,592
219,Musquodoboit River Valley Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,20.35,,593
593,Little Narrows Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,20.33,,594
151,Bonnet Lake Barrens Wilderness Area,Wilderness Area,NS Environment and Climate Change,NS Environment and Climate Change,Designated,20.30,,595
336,Chignecto Isthmus Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,20.22,,596
526,Selig Island Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,20.22,,597
705,Mabou Highlands Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,20.20,,598
1011,Argyle Head Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,20.18,,599
459,MacFarlane Woods Nature Reserve,"Nature Reserve, Land Trust","NS Environment and Climate Change, Nature Conservancy of Canada",Nature Conservancy of Canada,Designated,20.15,,600
278,Round Bay Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,20.10,,601
1123,Old Annapolis Road Nature Reserve,"Nature Reserve, Wilderness Area",NS Environment and Climate Change,NS Environment and Climate Change,Designated,20.08,,602
187,MacKay Brook Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,20.06,,603
226,Port Joli Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,19.83,,604
572,Upper Ohio Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,19.81,,605
1089,Partridge Island Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Acadia University,Considered protected,19.80,,606
211,Musquodoboit Harbour Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,19.79,,607
345,Round Bay Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,19.69,,608
787,Black River Bog Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,19.67,,609
405,MacKenzie Cove Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,19.56,,610
358,Mitchells Pool Consevation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,19.54,,611
944,Port Joli Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,19.36,,612
234,Musquodoboit River Valley Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,19.26,,613
237,Musquodoboit River Valley Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,19.26,,614
241,Sight Point Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,19.15,,615
563,The Bend Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,19.12,,616
901,Brier Island Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,19.04,,617
605,Upper Ohio Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,19.03,,618
564,McDonald Mill Brook Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,18.76,,619
225,Port Joli Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,18.74,,620
988,Barronsfield Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,18.72,,621
245,North Mountain Woodlands Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,18.58,,622
737,McGowan Lake Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,18.56,,623
695,Lake Annis Nature Reserve,Nature Reserve,"NS Environment and Climate Change, private owner(s)",Private owner(s),Designated,18.55,,624
287,Gerard Island Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,18.51,,625
1016,Centreville Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,18.51,,626
291,Shelter Cove Wilderness Sanctuary,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,18.48,,627
771,Black River Bog Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,18.01,,628
643,Plaister Cliffs Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,18.00,,629
799,Salmon Lake Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,17.77,,630
543,River Denys Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,17.71,,631
730,Boot Island National Wildlife Area,National Wildlife Area,Canadian Wildlife Service. Environment and Climate Change Canada,Canadian Wildlife Service. Environment and Climate Change Canada,Designated,17.70,,632
913,North Harbour Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust and private owner(s),Private owner(s),Considered protected,17.69,,633
574,Upper Ohio Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,17.67,,634
428,Port Joli Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,17.56,,635
479,Lobster Bay Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,17.43,,636
848,Lobster Bay Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,17.42,,637
656,St. Mary Bay Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,17.37,,638
849,Johnstons Pond Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,17.31,,639
642,Plaister Cliffs Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,17.30,,640
700,Musquodoboit River Valley Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,17.29,,641
763,McKinnons Harbour Conservation Lands,Land Trust or Conservation Easement,Bras d'Or Preservation Nature Trust,Bras d'Or Preservation Nature Trust,Considered protected,17.09,,642
691,Catalone Lake Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,16.98,,643
693,Belliveau Lake - La Grande Ile Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,16.97,,644
432,Chignecto Isthmus Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,16.95,,645
310,Gerard Island Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,16.94,,646
412,Minas Basin Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,16.93,,647
979,A.M. Sandy Cameron Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,16.91,,648
290,Gerard Island Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,16.90,,649
1145,Toymakers Marsh Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,16.84,,650
823,Farley's Ark Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,16.83,,651
1106,Fourchu Coast Wilderness Area,Wilderness Area,NS Environment and Climate Change,NS Environment and Climate Change,Designation decision made,16.80,,652
1126,Dunns Beach Provincial Park,Provincial Park,NS Department of Natural Resources and Renewables,NS Department of Natural Resources and Renewables,Designated,16.80,,653
339,Monks Head Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,16.78,,654
1139,St. Marys River East Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,16.71,,655
1052,Acaciaville Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,16.66,,656
1027,Stillwater Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,16.50,,657
293,Round Bay Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,16.48,,658
800,Salmon Lake Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,16.48,,659
984,Upper Granville Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,16.47,,660
1056,Deep Brook Bog Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,16.24,,661
926,Little Annapolis Lake Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust and private owner(s),Private owner(s),Considered protected,16.23,,662
454,Musquodoboit Harbour Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,16.22,,663
512,Pugwash River Estuary Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,16.21,,664
133,Tusket River Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,16.15,,665
769,Baddeck Bay Consevation Lands,Land Trust or Conservation Easement,Bras d'Or Preservation Nature Trust and private owner(s),Private owner(s),Considered protected,16.12,,666
578,Lime Hill Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,16.05,,667
820,Farley's Ark Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,15.99,,668
567,Indian Island Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,15.93,,669
863,Bull Moose Meadow Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,15.89,,670
419,Wentworth Conservation Lands (2),Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,15.87,,671
236,Ship Harbour Long Lake Wilderness Area,"Wilderness Area, Land Trust","NS Environment and Climate Change, Nature Conservancy of Canada",Nature Conservancy of Canada,Designated,15.39,,672
1098,Fourchu Coast Wilderness Area,Wilderness Area,NS Environment and Climate Change,NS Environment and Climate Change,Designation decision made,15.39,,673
719,Middle Island Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,15.25,,674
123,Blomidon Provincial Park,Provincial Park,NS Department of Natural Resources and Renewables,NS Department of Natural Resources and Renewables,Designated,15.20,,675
645,South River Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,15.17,,676
240,Mabou Highlands Conservation Lands (4),Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,15.14,,677
801,Salmon Lake Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,15.14,,678
747,Mahone Bay Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,15.10,,679
1119,Fourchu Coast Wilderness Area,Wilderness Area,NS Environment and Climate Change,NS Environment and Climate Change,Designation decision made,15.06,,680
252,Ship Harbour Long Lake Wilderness Area,"Wilderness Area, Land Trust","NS Environment and Climate Change, Nature Conservancy of Canada",Nature Conservancy of Canada,Designated,14.92,,681
443,Port Joli Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,14.70,,682
1050,Spectacle Islands Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,14.68,,683
407,Port Joli Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,14.64,,684
445,Port Joli Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,14.60,,685
997,Athol Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,14.60,,686
441,Little Narrows Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,14.54,,687
776,River Inhabitants Nature Reserve,Nature Reserve,"NS Environment and Climate Change, private owner(s)",Private owner(s),Designated,14.49,,688
61,John Lusby Marsh National Wildlife Area,National Wildlife Area,Canadian Wildlife Service. Environment and Climate Change Canada,Canadian Wildlife Service. Environment and Climate Change Canada,Designated,14.44,,689
711,Hectanooga Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,14.43,,690
814,Blanche Island Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,14.43,,691
1029,Summerville Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,14.43,,692
631,Marble Mountain Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,14.37,,693
469,Molega Lake Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,14.31,,694
714,Upper Pleasant River Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,14.31,,695
332,Round Bay Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,14.26,,696
461,Lake Annis Nature Reserve,Nature Reserve,"NS Environment and Climate Change, private owner(s)",Private owner(s),Designated,14.24,,697
807,Port Joli Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,14.24,,698
877,Waternish Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust and private owner(s),Private owner(s),Considered protected,14.24,,699
625,Lobster Bay Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,13.99,,700
505,Barren Meadow 1 Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,13.92,,701
450,Chignecto Isthmus Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,13.89,,702
777,River Inhabitants Nature Reserve,Nature Reserve,"NS Environment and Climate Change, private owner(s)",Private owner(s),Designated,13.85,,703
562,Upper Ohio Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,13.83,,704
396,Minas Basin Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,13.79,,705
1007,Argyle Head Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,13.78,,706
841,Port Joli Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,13.71,,707
883,Medway River Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,13.65,,708
275,Round Bay Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,13.64,,709
983,Athol Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,13.57,,710
1020,Fort Lawrence Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,13.47,,711
1009,Argyle Head Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,13.35,,712
1012,Argyle Head Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,13.35,,713
286,Chignecto Isthmus Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,13.27,,714
742,Dr. Bill Freedman Nature Reserve,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,13.15,,715
1014,Argyle Head Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,13.11,,716
429,Port Joli Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,13.10,,717
770,Black River Bog Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,13.10,,718
692,Blue Mountain Wilderness Connector,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,13.04,,719
388,St. Marys River - Harrisons Pool Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,13.01,,720
457,Little Narrows Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,12.96,,721
985,Upper Granville Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,12.92,,722
380,Johnstons Pond Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,12.91,,723
128,MacFarlane Woods Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,12.90,,724
430,Chignecto Isthmus Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,12.83,,725
782,Pugwash Victoria Island Easement,Land Trust or Conservation Easement,Nature Conservancy of Canada and Seagull Foundation,Seagull Foundation,Considered protected,12.77,,726
386,Pugwash River Estuary Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,12.71,,727
994,Morrison Lake Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,12.64,,728
790,River Inhabitants Nature Reserve,Nature Reserve,"NS Environment and Climate Change, private owner(s)",Private owner(s),Designated,12.57,,729
915,North Harbour Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust and private owner(s),Private owner(s),Considered protected,12.57,,730
356,Pugwash River Estuary Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,12.50,,731
472,Blue Mountain Wilderness Connector,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,12.20,,732
927,Little Annapolis Lake Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust and private owner(s),Private owner(s),Considered protected,12.17,,733
1042,North Highlands Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,12.15,,734
127,MacFarlane Woods Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,12.13,,735
306,Chignecto Isthmus Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,12.11,,736
289,Gerard Island Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,12.03,,737
47,Dochertys Brook Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,12.01,,738
387,Pugwash River Estuary Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,11.95,,739
393,Port Joli Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,11.88,,740
951,CRK Allen Conservation Lands,Land Trust or Conservation Easement,Tusket River Environmental Protection Association,Tusket River Environmental Protection Association,Considered protected,11.79,,741
663,Rogues Roost Wilderness Area,"Wilderness Area, Conservation Easement",NS Environment and Climate Change,NS Environment and Climate Change,Designated,11.76,,742
364,Round Bay Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,11.69,,743
344,Round Bay Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,11.67,,744
381,Purcells Cove Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,11.67,,745
610,Little Narrows Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,11.63,,746
242,Port Joli Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,11.31,,747
502,Pomquet Island Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,11.31,,748
394,Captain Arnell Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,11.25,,749
614,Green Island Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,11.24,,750
589,Upper Ohio Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,11.22,,751
739,John Forbes Thompson Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,11.19,,752
829,Gold River Lake Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust and private owner(s),Private owner(s),Considered protected,11.15,,753
698,Purcells Cove Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,11.11,,754
623,Port LaTour Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,11.06,,755
591,Little Narrows Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,11.03,,756
249,Wolfville Ridge Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,11.01,,757
993,Morrison Lake Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,10.97,,758
1049,Peases Island Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,10.90,,759
335,Dr. Bill Freedman Nature Reserve,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,10.80,,760
817,Gold River Lake Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust and private owner(s),Private owner(s),Considered protected,10.80,,761
982,Summerville Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,10.80,,762
1094,Fourchu Coast Wilderness Area,Wilderness Area,NS Environment and Climate Change,NS Environment and Climate Change,Designation decision made,10.67,,763
460,MacFarlane Woods Nature Reserve,"Nature Reserve, Land Trust","NS Environment and Climate Change, Nature Conservancy of Canada",Nature Conservancy of Canada,Designated,10.66,,764
554,Voglers Cove Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,10.63,,765
743,Brier Island Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,10.63,,766
385,Pugwash River Estuary Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,10.59,,767
796,MacFarlane Woods Nature Reserve,Nature Reserve,"NS Environment and Climate Change, private owner(s)",Private owner(s),Designated,10.54,,768
819,Gold River Lake Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust and private owner(s),Private owner(s),Considered protected,10.47,,769
818,Gold River Lake Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust and private owner(s),Private owner(s),Considered protected,10.43,,770
243,Port Joli Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,10.02,,771
1022,Fort Lawrence Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,9.98,,772
1048,Spectacle Islands Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,9.95,,773
600,Harbour Island Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,9.87,,774
648,Port La Tour Bogs Wilderness Area,"Wilderness Area, Conservation Easement",NS Environment and Climate Change,NS Environment and Climate Change,Designated,9.84,,775
391,Port Joli Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,9.83,,776
555,Hertford Island Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,9.77,,777
351,Docherty's Brook Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,9.67,,778
810,Yellow Head Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,9.62,,779
1137,St. Marys River East Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,9.55,,780
706,Middle Islands Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,9.54,,781
828,Port Joli Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,9.49,,782
974,A.M. Sandy Cameron Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,9.47,,783
900,Medway River Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,9.44,,784
1006,Upper Port LaTour Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,9.38,,785
539,Spencer's Island Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,9.36,,786
