busstopid,stopnumber,location,accessible,status,has_shelter,lat,lon
BS369,6187,St Margarets Bay Rd After Ferndale Dr (6187),1,INS,0,44.639657,-63.626867
BS37,7308,Sackville Dr After Hamilton Dr (7308),0,INS,0,44.79564,-63.72817
BS370,6188,St Margarets Bay Rd After Beechville Park Dr (6188),1,INS,0,44.637942,-63.688579
BS371,6189,St Margarets Bay Rd After Sheppards Run (6189),0,INS,0,44.634769,-63.674853
BS375,6193,Bayers Rd Before Coleman Ct (6193),1,INS,0,44.651691,-63.617868
BS376,6194,Bayers Rd At Bayers Rd Centre (6194),1,INS,1,44.653763,-63.626614
BS380,7260,Mt Edward Rd Opposite John Cross Dr (7260),1,INS,0,44.680439,-63.524159
BS382,7237,Millwood Dr After Rafting Dr (7237),1,INS,0,44.791289,-63.708738
BS386,7241,Milsom Ave Before Arlington Ave (7241),0,INS,0,44.643167,-63.638563
BS387,7242,Montague Rd After Main St (7242),1,INS,0,44.698732,-63.493246
BS388,7243,Montague Rd Before Serpentine Ave (7243),1,INS,0,44.705567,-63.499017
BS389,7244,Montague Rd After Lake Loon Cr (7244),1,INS,0,44.699958,-63.494717
BS39,7310,Sackville Dr Opposite Civic 614 (7310),1,INS,0,44.768738,-63.686743
BS390,7245,Montague Rd Before Gander Ave (7245),1,INS,0,44.702525,-63.497761
BS391,7246,Morris St After Birmingham St (7246),1,INS,0,44.640582,-63.575465
BS392,7247,Morris St Before Birmingham St (7247),1,INS,0,44.640671,-63.575447
BS396,7251,Mountain Rd Before Knob Hill Cr (7251),1,INS,0,44.632251,-63.622232
BS397,7252,Mountain Rd Before Sunset Ave (7252),1,INS,0,44.630823,-63.623851
BS3971,2323,Lancaster Dr After Sea King Dr (2323),1,INS,0,44.687287,-63.571631
BS398,7253,Mountain Rd After Civic 17 (7253),0,INS,0,44.631598,-63.623038
BS399,7254,Mountain Rd Before Wildwood Ave (7254),0,INS,0,44.630355,-63.624461
BS40,7311,Sackville Dr Before Sackville Cross Rd (7311),1,INS,0,44.767642,-63.684281
BS400,7255,Mountain Rd After Withrod Dr (7255),1,INS,0,44.629066,-63.625894
BS401,7256,Mt Edward Rd Opposite Belle Vista Dr (7256),1,INS,0,44.683291,-63.518468
BS402,7257,Mt Edward Rd Before Lucien Dr (7257),1,INS,0,44.685225,-63.514086
BS403,7258,Mt Edward Rd After Brigadoon Ave (7258),1,INS,0,44.683784,-63.517362
BS404,7259,Mt Edward Rd After Cranberry Cr (7259),1,INS,1,44.688984,-63.50552
BS405,6774,Gottingen St After Charles St (6774),1,INS,1,44.65555,-63.588667
BS406,6775,Gottingen St After Prince William St (6775),1,INS,1,44.654055,-63.586285
BS407,6776,Gottingen St After Almon St (6776),1,INS,0,44.659786,-63.594794
BS408,6777,Gottingen St Before Black St (6777),1,INS,0,44.658501,-63.592853
BS409,7261,Mt Edward Rd Before John Cross Dr (7261),1,INS,0,44.680736,-63.52382
BS41,7312,Sackville Dr At Civic 475 (7312),1,INS,0,44.765422,-63.679964
BS410,7262,Mt Edward Rd Before Gerald St (7262),1,INS,0,44.688303,-63.507414
BS411,7263,Mt Edward Rd Before Spring Ave (7263),1,INS,0,44.68201,-63.521172
BS412,6753,Glendale Dr Before Metropolitan Ave (6753),0,INS,0,44.777335,-63.679025
BS413,6754,Glendale Dr Before Metropolitan Ave (6754),1,INS,0,44.775955,-63.676962
BS4130,7006,Joseph Howe Dr After Clinton Ave (7006),1,INS,0,44.642924,-63.621901
BS4131,"",2663 Oxford St After North St (Temporary),0,TMP,0,44.650041,-63.603839
BS414,6755,Glendale Dr Before Old Beaver Bank Rd (6755),0,INS,0,44.782157,-63.690836
BS415,6756,Glendale Dr Before Pinehill Dr (6756),1,INS,0,44.77004,-63.671978
BS416,6757,Glendale Dr Before Riverside Dr (6757),1,INS,0,44.778359,-63.680797
BS417,6758,Glendale Dr At Rankin Dr (6758),1,INS,1,44.779578,-63.684135
BS42,7313,Sackville Dr Before Armoyan Dr (7313),1,INS,1,44.76082,-63.672488
BS424,6335,Caldwell Rd Before Lodge Ct (6335),1,INS,0,44.670294,-63.501857
BS425,6336,Caldwell Rd After Sherwood St (6336),1,INS,0,44.648365,-63.482802
BS426,6337,Caldwell Rd After Thorncrest Ct (6337),1,INS,1,44.608665,-63.471137
BS427,6338,Caldwell Rd After Wexford Rd (6338),1,INS,0,44.66742,-63.499412
BS428,6339,Caldwell Rd Before Hillside Ln (6339),1,INS,0,44.604134,-63.467102
BS429,6340,Caldwell Rd Before Seabreeze Dr (6340),1,INS,1,44.607128,-63.46959
BS43,7314,Sackville Dr Before Beaver Bank Cross Rd (7314),1,INS,0,44.781762,-63.704002
BS430,6341,Caldwell Rd After Nova Terr (6341),1,INS,0,44.657604,-63.490266
BS431,6342,Caldwell Rd After Millbrook Ave (6342),1,INS,0,44.650807,-63.484981
BS4317,"",1400 St Margarets Bay Rd (Temporary),1,TMP,0,44.63766,-63.694796
BS432,6343,Caldwell Rd Before Delta Dr (6343),1,INS,0,44.665182,-63.496839
BS4320,"",Windsor St in front ov civic 3481,0,TMP,0,44.660726,-63.615026
BS4323,2342,Cole Harbour Rd opposite to Pacific Ave (2342),0,INS,0,44.679095,-63.460185
BS4324,2343,Cole Harbour Rd Civic 1722 (2343),0,INS,0,44.679528,-63.45905
BS4328,2322,Inglis St Before Robie St (2322),1,INS,1,44.633043,-63.581903
BS433,6344,Caldwell Rd Before Hampton Grn (6344),1,INS,0,44.668456,-63.500547
BS4331,2340,Hwy 7 Before Glasgow Rd (2340),1,INS,0,44.713762,-63.437957
BS4332,2341,Hwy 7 Before Glasgow Rd (2341),1,INS,0,44.713818,-63.438157
BS4334,2339,Hwy 7 After Old Preston Rd (2339),1,INS,0,44.710292,-63.439204
BS4339,2328,St Margarets Bay After Raines Mill Rd (2328),1,INS,0,44.637861,-63.69439
BS434,6345,Caldwell Rd Before Nova Terr (6345),1,INS,0,44.657483,-63.490019
BS4340,2330,St Margarets Bay Rd at civic 1917 (2330),1,INS,0,44.647566,-63.716138
BS4341,2317,Julius Blvd Before Dugger McNeil Dr (2317),1,INS,0,44.650831,-63.680513
BS4342,2315,Julius Blvd Before Dugger McNeil Dr (2315),1,INS,0,44.650803,-63.681189
BS4345,2348,Barrington St Before Cogswell St Bay 2 (2348),1,INS,1,44.651594,-63.576519
BS4349,2333,Barrington St Before Artz St (2333),1,INS,0,44.658277,-63.587344
BS435,6346,Caldwell Rd Before Shore Rd (6346),1,INS,1,44.601136,-63.466373
BS4350,2345,Barrington St Before Roundabout (2345),1,INS,0,44.654198,-63.579923
BS4351,2347,Barrington St After Upper Water St (2347),1,INS,0,44.652892,-63.578163
BS4352,2344,Barrington St After Roundabout (2344),1,INS,0,44.655113,-63.58255
BS4354,"",Herring Cove Rd Before Bronson Ave (6908 TEMP) Civic 666,0,TMP,0,44.591031,-63.595503
BS4359,"",Portland St After Canal St (TEMP),0,TMP,0,44.66776,-63.562716
BS436,6347,Caldwell Rd Before Wexford Rd (6347),1,INS,0,44.667249,-63.499116
BS4363,2350,Barrington St Before Smith St (2350),1,INS,0,44.636995,-63.569711
BS4364,2349,Cobequid Rd After Grove Dr (2349),1,INS,0,44.76551,-63.648615
BS4365,2329,Pinecrest Dr At Civic 112 (2329),1,INS,0,44.685537,-63.58654
BS437,6348,Caldwell Rd At Civic 280 (6348),1,INS,0,44.660453,-63.492538
BS4377,2354,Young St Before Isleville St (2354),1,INS,0,44.661401,-63.599869
BS4378,2353,Prospect Rd Before Carpool Parking Lot (2353),0,INS,0,44.631641,-63.663054
BS4379,2346,Barrington St Before Upper Water St (2346),1,INS,0,44.652787,-63.57848
BS438,6349,Caldwell Rd After Delta Dr (6349),1,INS,0,44.66495,-63.49674
BS439,6350,Caldwell Rd Before Deerbrooke Dr (6350),1,INS,0,44.662675,-63.494487
BS44,7315,Sackville Dr Before Beaver Bank Connector (7315),1,INS,0,44.777208,-63.696936
BS440,6141,Basinview Dr Opposite Granville Rd (6141),0,INS,0,44.724885,-63.682738
BS441,6142,Basinview Dr After Roy Cr (6142),0,INS,0,44.721702,-63.67853
BS442,6143,St Margarets Bay Rd Opposite Civic 1982 (6143),0,INS,0,44.649384,-63.719424
BS4421,2327,Gottingen St Before Charles St (2327),1,INS,0,44.656499,-63.590068
BS443,6144,St Margarets Bay Rd After Beech Tree Run (6144),1,INS,0,44.636418,-63.68055
BS444,6145,St Margarets Bay Rd At Civic 1817 (6145),1,INS,0,44.64537,-63.711845
BS4443,2361,Lacewood Dr Before Braemount Dr (2361),1,INS,0,44.664138,-63.649155
BS4444,2360,Akerley Blvd After Burnside Dr (2360),1,INS,0,44.71514,-63.589073
BS4445,2364,Quinpool Rd After Windsor St (2364),1,INS,0,44.646823,-63.592417
BS4446,2367,Larry Uteck Blvd Before Brookline Dr (2367),1,INS,0,44.708647,-63.709263
BS4447,2368,Larry Uteck Blvd After Broad St (2368),1,INS,0,44.708813,-63.709176
BS4448,2356,Primrose St Before Roberts Bruns Dr (2356),1,INS,0,44.682268,-63.585706
BS4449,2325,Joseph Howe Dr After Scot St (2325),1,INS,0,44.65742,-63.629279
BS4450,2357,Commodore Dr Before John Savage Ave (2357),1,INS,0,44.702864,-63.573996
BS4451,2366,Commodore Dr Before John Savage Ave (2366),1,INS,0,44.702285,-63.575298
BS446,6147,St Margarets Bay Rd Before North Green Rd (6147),1,INS,1,44.637199,-63.70028
BS4468,2351,Astral Dr At Civic 243 (2351),1,INS,0,44.653575,-63.479579
BS4469,2355,Pinecrest Dr After Primrose St (2355),1,INS,0,44.685256,-63.58314
BS447,6148,St Margarets Bay Rd Before Wilbert Devoe Cr (6148),1,INS,0,44.644197,-63.7083
BS4471,2369,Pinecrest Dr After Primrose St (2369),1,INS,0,44.684664,-63.582345
BS4472,2365,Spring Ave Before Dorothea Dr (2365),1,INS,0,44.676017,-63.516905
BS4475,2352,Cobequid Rd Before Hillside Ave (2352),1,INS,0,44.756687,-63.662147
BS4477,2218,Caldwell Rd After Birchill Dr (2218),1,INS,0,44.613506,-63.475097
BS449,6150,St Margarets Bay Rd At Klefenz Ln (6150),1,INS,0,44.653618,-63.728255
BS45,7316,Sackville Dr After Lively Rd (7316),0,INS,0,44.795305,-63.726009
BS450,6151,St Margarets Bay Rd Before Halfmile Ln (6151),0,INS,0,44.658667,-63.738069
BS451,6152,St Margarets Bay Rd After Halfmile Ln (6152),1,INS,0,44.658855,-63.738571
BS4510,8590,Woodlawn Rd After Mt Edward Rd (8590),1,INS,0,44.678395,-63.526421
BS4511,2331,Hillsboro Dr Before Karen Dr (2331),1,INS,0,44.695837,-63.492791
BS4512,2371,Larry Uteck After Brookline Dr (2371),1,INS,0,44.707768,-63.708837
BS4513,2370,Larry Uteck After Abbington Ave (2370),0,INS,0,44.707557,-63.708433
BS4514,2372,Barrington St Before Devonshire Ave (2372),0,INS,0,44.662966,-63.592238
BS4515,2373,First Lake Dr Before Cavendish Dr (2373),1,INS,0,44.774617,-63.661417
BS4516,"",Micmac Blvd After Horizon Ct (7213),0,TMP,0,44.686605,-63.56425
BS452,6153,St Margarets Bay Rd After Beechville Park Dr (6153),1,INS,0,44.638068,-63.689904
BS453,6154,St Margarets Bay Rd Before Beech Tree Run (6154),0,INS,0,44.636407,-63.680962
BS455,6156,St Margarets Bay Rd After Greenhead Rd (6156),0,INS,0,44.637132,-63.700163
BS4556,2389,Connaught Ave Before Bayers Rd (2389),1,TMP,0,44.651684,-63.613914
BS4557,2390,Connaught Ave After Bayers Rd (2390),1,TMP,0,44.651507,-63.614195
BS4558,2394,Almon St Before Oxford St (2394),1,TMP,0,44.65149,-63.606433
BS4559,2391,Almon St After Oxford St (2391),1,TMP,0,44.651321,-63.606888
BS456,6157,St Margarets Bay Rd Before Sheppards Run (6157),1,INS,1,44.635761,-63.6771
BS4560,2392,Almon St After Connolly St (2392),1,TMP,0,44.650162,-63.608504
BS4561,2393,Almon St Before Connolly St (2393),1,TMP,0,44.649979,-63.608572
BS457,6158,St Margarets Bay Rd After Crown Dr (6158),1,INS,0,44.640986,-63.624076
BS458,6159,St Margarets Bay Rd Before Fairmount Rd (6159),1,INS,1,44.640213,-63.624718
BS459,6160,St Margarets Bay Rd After Lakelands Blvd (6160),0,INS,0,44.634643,-63.670244
BS46,7317,Sackville Dr Before Hamilton Dr (7317),0,INS,0,44.795675,-63.728172
BS460,6161,St Margarets Bay Rd At Civic 1820 (6161),0,INS,0,44.645447,-63.712246
BS461,6162,St Margarets Bay Rd Before Beech Tree Run (6162),1,INS,1,44.636232,-63.683253
BS462,6163,St Margarets Bay Rd At Civic 1445 (6163),1,INS,0,44.637866,-63.697126
BS463,6164,St Margarets Bay Rd Opposite Boylan Ln (6164),1,INS,1,44.638079,-63.69312
BS464,6165,St Margarets Bay Rd Before Power Terr (6165),1,INS,0,44.637973,-63.703615
BS465,6166,St Margarets Bay Rd Opposite Power Terr (6166),0,INS,0,44.638154,-63.70397
BS466,6167,St Margarets Bay Rd After Donovon Dr (6167),0,INS,0,44.639549,-63.705405
BS467,6169,St Margarets Bay Rd Before Ferndale Dr (6169),1,INS,0,44.639613,-63.627028
BS468,7091,Lady Hammond Rd After High St (7091),1,INS,0,44.665309,-63.613423
BS47,7318,Sackville Dr At Civic 791 (7318),1,INS,0,44.773887,-63.693081
BS470,7093,Lady Hammond Rd After MacKintosh St (7093),1,INS,0,44.664121,-63.61966
BS472,7095,Lady Hammond Rd Before Basinview Dr (7095),1,INS,0,44.665262,-63.615266
BS474,7096,Duffus St Before Robie St (7096),1,INS,1,44.665375,-63.610182
BS475,7097,Lady Hammond Rd Before Robie St (7097),1,INS,0,44.665231,-63.611629
BS476,7098,Lake Loon Rd At Civic 151 (7098),0,INS,0,44.709746,-63.492442
BS478,7099,Lake Loon Rd After Montague Rd (7099),0,INS,0,44.708765,-63.500014
BS479,7100,Lake Loon Rd Before Maclaughlin Rd (7100),0,INS,0,44.7076,-63.488827
BS48,7319,Sackville Dr Before Lively Rd (7319),0,INS,0,44.795263,-63.725465
BS480,7101,Lake Loon Rd After Sparks Rd (7101),0,INS,0,44.710501,-63.495903
BS481,7102,North Preston Rd Before Upper Governor St (7102),1,INS,1,44.742801,-63.464684
BS482,7103,Lake Major Rd After Chamberlain Dr (7103),0,INS,0,44.705194,-63.467279
BS483,7104,Lake Major Rd At Civic 148 (7104),0,INS,0,44.709862,-63.467854
BS484,7106,Lake Major Rd After Main St (7106),0,INS,0,44.70421,-63.466845
BS485,7107,North Preston Rd After Beals Cr (7107),0,INS,0,44.744887,-63.464365
BS486,7108,Lake Major Rd At Civic 137 (7108),0,INS,0,44.709795,-63.467814
BS487,7109,Lake Major Rd After Old German Rd (7109),0,INS,0,44.711524,-63.467595
BS488,7110,Lake Major Rd After Old German Rd (7110),0,INS,0,44.714398,-63.467231
BS489,7225,Millwood Dr At Civic 65 (7225),1,INS,0,44.787317,-63.709391
BS490,7226,Millwood Dr After Kindling Cr (7226),1,INS,0,44.784418,-63.709374
BS492,7228,Millwood Dr Before Beaver Bank Cross Rd (7228),1,INS,0,44.791364,-63.70303
BS495,7233,Millwood Dr After Sackville Dr (7233),1,INS,0,44.782018,-63.708326
BS497,6724,Gaston Rd After Regency Dr (6724),1,INS,0,44.666428,-63.542154
BS498,6725,Gaston Rd After Lacomb Dr (6725),1,INS,0,44.664429,-63.533611
BS499,6726,Gaston Rd After Dominion Ct (6726),1,INS,0,44.664923,-63.537111
BS500,6727,Gaston Rd After Marilyn Dr (6727),1,INS,0,44.664845,-63.535217
BS501,6728,Gaston Rd Before Dominion Ct (6728),0,INS,0,44.664897,-63.536913
BS502,6729,Gaston Rd Before Galaxy Ave (6729),0,INS,0,44.665808,-63.540024
BS503,6730,Gaston Rd Before Marilyn Dr (6730),0,INS,0,44.664896,-63.535347
BS504,6731,Gaston Rd Opposite Cleary Dr (6731),1,INS,1,44.665526,-63.539222
BS505,6732,Gaston Rd After Portland St (6732),1,INS,0,44.666973,-63.544323
BS506,6733,George St Before Hollis St (6733),1,INS,0,44.648452,-63.573492
BS507,6734,Glebe St After Acadia St (6734),1,INS,0,44.671329,-63.609315
BS508,6735,Glen Manor Dr Before Crichton Ave (6735),1,INS,0,44.683227,-63.560965
BS509,6736,Glen Manor Dr Before Brookdale Cr (6736),0,INS,0,44.683348,-63.560462
BS510,6737,Glendale Dr Opposite Smokey Dr (6737),1,INS,1,44.78126,-63.689251
BS511,6738,Glendale Dr After Chandler Dr (6738),1,INS,0,44.768224,-63.667286
BS512,6739,Glendale Dr After Cobequid Rd (6739),1,INS,0,44.760371,-63.66045
BS513,6740,Glendale Dr After McDougall Ave (6740),1,INS,1,44.772943,-63.675368
BS514,6741,Glendale Dr Before McGee Dr (6741),1,INS,0,44.765006,-63.663508
BS515,6742,Glendale Dr After Metropolitan Ave (6742),1,INS,1,44.77598,-63.677187
BS516,6743,Glendale Dr After Metropolitan Ave (6743),1,INS,0,44.777485,-63.679161
BS517,6744,Glendale Dr After Pinehill Dr (6744),1,INS,1,44.769927,-63.672082
BS518,6745,Glendale Dr After Rankin Dr (6745),1,INS,0,44.779722,-63.684704
BS519,6746,Glendale Dr After Riverside Dr (6746),1,INS,0,44.778558,-63.681377
BS520,6747,Glendale Dr After Smokey Dr (6747),1,INS,1,44.781423,-63.68926
BS521,6748,Glendale Dr Before Beaver Bank Rd (6748),1,INS,0,44.782258,-63.69093
BS522,6749,Glendale Dr Before Chandler Dr (6749),1,INS,1,44.768057,-63.667206
BS523,6750,Glendale Dr Before Cobequid Rd (6750),1,INS,1,44.760145,-63.660403
BS524,6751,Glendale Dr Before McDougall Ave (6751),1,INS,0,44.773094,-63.67555
BS525,6752,Glendale Dr Before McGee Dr (6752),0,INS,1,44.765997,-63.664258
BS526,6351,Caldwell Rd Before Cole Harbour Rd (6351),1,INS,0,44.670344,-63.501715
BS527,6352,Caldwell Rd At Civic 307 (6352),1,INS,0,44.660157,-63.492451
BS528,6353,Caldwell Rd After Hampton Grn (6353),1,INS,0,44.668476,-63.500681
BS53,7324,Sackville Dr Opposite Wilson Lake Dr (7324),0,INS,0,44.794651,-63.721928
BS530,6355,Caledonia Rd After Roleika Dr (6355),1,INS,1,44.687357,-63.530593
BS531,6356,Caledonia Rd Before Stanfield Ave (6356),1,INS,0,44.698345,-63.536512
BS532,6357,Caledonia Rd After Dumbarton Ave (6357),1,INS,0,44.69349,-63.533682
BS533,6358,Caledonia Rd After Gourok Ave (6358),1,INS,0,44.695821,-63.53519
BS534,6359,Caledonia Rd After Main St (6359),1,INS,0,44.685119,-63.529557
BS535,6360,Caledonia Rd Before Westwood Dr (6360),1,INS,0,44.688937,-63.531273
BS536,6361,Caledonia Rd After Montebello Dr (6361),1,INS,1,44.699894,-63.537753
BS537,6362,Caledonia Rd Before Gourok Ave (6362),1,INS,0,44.695957,-63.535377
BS538,6363,Caledonia Rd Before Strath Ln (6363),1,INS,1,44.690708,-63.532366
BS539,6364,Caledonia Rd After Stanfield Ave (6364),1,INS,0,44.69815,-63.536658
BS54,7325,Sackville Dr Before Leaside Dr (7325),1,INS,0,44.766772,-63.682675
BS542,6366,Caledonia Rd Before Roleika Dr (6366),1,INS,0,44.687427,-63.530722
BS543,6367,Caledonia Rd Before Dumbarton Ave (6367),1,INS,0,44.69358,-63.533865
BS544,8187,Robie St After University Ave (8187),1,INS,1,44.638629,-63.585795
BS545,8188,Robie St After University Ave (8188),1,INS,1,44.637781,-63.585558
BS546,8190,Robie St After Welsford St (8190),1,INS,1,44.64857,-63.591286
BS547,8192,Robie St After Young St (8192),1,INS,1,44.66003,-63.602732
BS548,8193,Robie St After Young St (8193),1,INS,1,44.658978,-63.60141
BS549,8194,Robie St Before Bliss St (8194),1,INS,0,44.641568,-63.587579
BS55,7326,Sackville Dr Before Orchard Dr (7326),0,INS,0,44.796472,-63.731637
BS551,8197,Robie St Before Stairs St (8197),1,INS,0,44.661646,-63.605301
BS552,8201,Robie St Before Almon St (8201),1,INS,1,44.657206,-63.598469
BS553,8202,Robie St Before Almon St (8202),1,INS,0,44.657583,-63.599312
BS554,6170,St Margarets Bay Rd At Civic 1922 (6170),1,INS,0,44.64775,-63.716816
BS555,6171,St Margarets Bay Rd Before Alderwood Dr (6171),1,INS,0,44.639047,-63.628491
BS556,6172,St Margarets Bay Rd At Civic 1980 (6172),1,INS,0,44.649367,-63.719476
BS557,6173,St Margarets Bay Rd Opposite Klefenz Ln (6173),0,INS,0,44.653596,-63.728175
BS558,6174,St Margarets Bay Rd After Maplewood Dr (6174),0,INS,0,44.657376,-63.736272
BS559,6175,St Margarets Bay Rd After Clearwater Dr (6175),1,INS,0,44.651248,-63.72332
BS56,8720,Beaver Bank Rd Before Trinity Ln (8720),0,INS,0,44.833345,-63.681312
BS560,6176,St Margarets Bay Rd Before Devonshire Dr (6176),1,INS,1,44.651231,-63.723398
BS561,6177,St Margarets Bay Rd At Donovon Dr (6177),1,INS,0,44.639728,-63.705431
BS562,6178,St Margarets Bay Rd At Civic 1697 (6178),1,INS,0,44.642427,-63.707254
BS563,6179,St Margarets Bay Rd Before Sheppards Run (6179),1,INS,0,44.635545,-63.676216
BS565,6181,St Margarets Bay Rd Before Raines Mill Rd (6181),0,INS,0,44.637743,-63.696882
BS566,6182,St Margarets Bay Rd At Wilbert Devoe Cr (6182),0,INS,0,44.644255,-63.708732
BS567,6183,St Margarets Bay Rd Opposite Bakers Dr (6183),1,INS,0,44.63878,-63.629147
BS568,6213,Beaver Bank Rd After Gloria Ave (6213),1,INS,0,44.780482,-63.692988
BS569,6214,Beaver Bank Rd Before Gloria Ave (6214),0,INS,0,44.780588,-63.69283
BS57,8721,Beaver Bank Rd Before Pinehurst Way (8721),0,INS,0,44.837234,-63.679173
BS570,6215,Beaver Bank Rd After Douglas Ave (6215),0,INS,0,44.777379,-63.695205
BS571,6216,Bedford Hwy At MSVU (6216),1,INS,1,44.672712,-63.644258
BS572,6217,Bedford Hwy After Seton Rd (6217),1,INS,1,44.670222,-63.641429
BS573,6219,Bedford Hwy Opposite MSVU (6219),1,INS,1,44.673199,-63.644624
BS574,7436,Parkland Dr Before Civic 429 (7436),1,INS,0,44.6683,-63.675327
BS575,7437,Parkland Dr Opposite Bethany Way (7437),1,INS,0,44.662805,-63.670727
BS576,7438,Parkland Dr Before Lacewood Dr (7438),1,INS,0,44.660393,-63.670081
BS579,7441,Peddars Way After Civic 29 (7441),1,INS,0,44.670292,-63.544046
BS58,8722,Beaver Bank Rd After Rosley Rd (8722),1,INS,0,44.844791,-63.684846
BS580,7264,Mt Edward Rd Before Cranberry Cr (7264),1,INS,0,44.689046,-63.505158
BS581,7265,Mt Edward Rd Before Stuart Harris Dr (7265),1,INS,0,44.687387,-63.510015
BS582,7266,Mt Edward Rd After Lucien Dr (7266),1,INS,1,44.685361,-63.513922
BS583,6718,Hammonds Plains Rd Before Doyle St (6718),0,INS,0,44.71634,-63.681891
BS584,7171,Main Ave Before Homeward Ave (7171),1,INS,0,44.655899,-63.642764
BS585,7172,Main Ave Before Willett St (7172),1,INS,0,44.654307,-63.646362
BS586,7173,Main St After Gordon Ave (7173),1,INS,0,44.681745,-63.540279
BS588,7175,Main St Before Major St (7175),1,INS,1,44.681908,-63.53997
BS589,7176,Flamingo Dr Before Swallow St (7176),1,INS,0,44.672347,-63.652358
BS590,7177,Manor Dr Before Peddars Way (7177),1,INS,0,44.669474,-63.543805
BS591,7178,Maplewood Dr Before Eisener St (7178),0,INS,0,44.655058,-63.739312
BS592,7179,Maplewood Dr After Eisener St (7179),0,INS,0,44.654989,-63.739303
BS593,7180,Maplewood Dr Before St Margarets Bay Rd (7180),0,INS,0,44.656531,-63.736599
BS594,7181,Maplewood Dr Before Norway Maple Dr (7181),0,INS,0,44.656379,-63.736999
BS595,7182,Margaret Rd Before Mountain Rd (7182),0,INS,0,44.633148,-63.621597
BS596,7183,Margaret Rd Before Civic 43 (7183),0,INS,0,44.633281,-63.619946
BS597,8025,Poplar Dr After Evergreen Dr (8025),1,INS,0,44.674448,-63.497358
BS598,8026,Poplar Dr At Civic 113 (8026),0,INS,0,44.676597,-63.498113
BS599,8027,Poplar Dr Before Evergreen Dr (8027),1,INS,0,44.674522,-63.497272
BS600,8028,Portland St Before Joffre St (8028),1,INS,1,44.668553,-63.54381
BS603,8035,Portland St After Canal St (8035),1,INS,1,44.667737,-63.563006
BS604,8036,Portland St After Chestnut Ln (8036),1,INS,0,44.669436,-63.542698
BS605,6897,Herring Cove Rd Before Greystone Dr (6897),1,INS,1,44.603384,-63.611488
BS606,6898,Herring Cove Rd Before Lynnett Rd (6898),1,INS,0,44.602039,-63.609404
BS607,6899,Herring Cove Rd Before McIntosh St (6899),1,INS,1,44.600832,-63.607751
BS608,6900,Herring Cove Rd Before Melwood Ave (6900),0,INS,1,44.636771,-63.620849
BS609,6901,Herring Cove Rd Before Melwood Ave (6901),1,INS,0,44.637226,-63.620532
BS610,6902,Herring Cove Rd Before Oceanbreeze Ave (6902),0,INS,0,44.570566,-63.568764
BS611,6903,Herring Cove Rd Before Purcells Cove Rd (6903),0,INS,0,44.637973,-63.620002
BS612,6904,Herring Cove Rd Before Sylvia Ave (6904),1,INS,0,44.603426,-63.611269
BS613,6905,Herring Cove Rd After Williams Lake Rd (6905),1,INS,0,44.615649,-63.615018
BS614,6906,Herring Cove Rd At Winchester Ave (6906),1,INS,1,44.632677,-63.618401
BS615,6907,Herring Cove Rd Before Levis St (6907),1,INS,0,44.610081,-63.617104
BS617,6909,Herring Cove Rd After Shoreham Ln (6909),1,INS,1,44.629571,-63.617525
BS618,6910,Herring Cove Rd before Maplewood Dr (6910),1,INS,0,44.634771,-63.620839
BS619,6911,Herring Cove Rd After Woodcrest Ave (6911),0,INS,0,44.592706,-63.597179
BS622,6628,Eisener St After Wedgewood Ave (6628),0,INS,0,44.653648,-63.738161
BS623,6629,Ellenvale Ave Opposite Anderson St (6629),1,INS,0,44.677483,-63.520149
BS626,6962,Inglis St After Robie St (6962),1,INS,1,44.632721,-63.582732
BS627,6963,Inglis St Before Barrington St (6963),1,INS,0,44.635969,-63.569931
BS629,6965,Inglis St At SMU (6965),1,INS,1,44.633154,-63.58092
BS631,6967,Inglis St Before South Bland St (6967),1,INS,0,44.635059,-63.573493
BS632,6968,Inglis St Before South Park St (6968),1,INS,0,44.634578,-63.575533
BS635,7408,Oxford St After Almon St (7408),1,INS,1,44.651471,-63.605956
BS637,7410,Oxford St After Jubilee Rd (7410),1,INS,0,44.641218,-63.598477
BS639,8122,Purcells Cove Rd After Sailboat Ln (8122),1,INS,1,44.633857,-63.615218
BS640,8123,Purcells Cove Rd Opposite Devils Hill Rd (8123),0,INS,0,44.601449,-63.561578
BS641,8124,Purcells Cove Rd Opposite Ferguson Cove Rd (8124),0,INS,0,44.606703,-63.563606
BS642,8125,Purcells Cove Rd Opposite Civic 2372 (8125),1,INS,0,44.620737,-63.582617
BS643,8126,Quarry Rd Before St Margarets Bay Rd (8126),1,INS,1,44.636438,-63.631314
BS647,8133,Quinpool Rd Before Beech St (8133),1,INS,0,44.643885,-63.602539
BS648,8134,Quinpool Rd Before Beech St (8134),1,INS,0,44.644097,-63.601896
BS649,8135,Quinpool Rd After Connaught Ave (8135),1,INS,0,44.64336,-63.604055
BS650,8136,Quinpool Rd After Oxford St (8136),1,INS,0,44.644598,-63.600106
BS651,8137,Quinpool Rd After Oxford St (8137),1,INS,0,44.644415,-63.600835
BS652,8138,Quinpool Rd After Quingate Pl (8138),1,INS,1,44.646213,-63.594638
BS654,7184,Margaret Rd After Knob Hill Cr (7184),0,INS,0,44.633276,-63.621336
BS655,7186,Osborne St After Marriott St (7186),1,INS,0,44.63332,-63.625894
