permit_number,issue_year,issue_month,community,district,work_type,primary_work_scope,project_value,net_new_units,storeys,permit_status,lat,lon
BPRES-2024-07296,2024,6,HALIFAX,District 11,New Building,New Building,400000.0,2,2,Completed,44.586134623797626,-63.58884861371438
BPRES-2024-07314,2024,6,UPPER TANTALLON,District 13,New Building,New Building,1250000.0,4,1,Completed,44.69575999798191,-63.870365212432645
BPRES-2024-07358,2024,7,HALIFAX,District 09,Addition,Addition,51200.0,0,2,Issued,44.643868568904956,-63.611849462563086
BPRES-2024-07377,2024,11,CLAM BAY,District 02,New Building,New Building,80000.0,1,1,Issued,44.73475147978818,-62.95135449045559
BPRES-2024-07412,2024,11,DARTMOUTH,District 06,New Building,New Building,400000.0,2,2,Completed,44.71555276844243,-63.54379344658393
BPRES-2024-07424,2024,7,PROSPECT,District 13,New Building,New Building,500000.0,2,1,Completed,44.481677268990424,-63.78902039474501
BPRES-2024-07442,2024,6,TIMBERLEA,District 12,New Building,New Building,230000.0,1,3,Issued,44.64454432898417,-63.72443733964971
BPRES-2024-07513,2024,6,HARRIGAN COVE,District 02,New Building,New Building,10000.0,1,1,Issued,44.93387105990441,-62.28038868912483
BPRES-2024-07538,2024,6,UPPER TANTALLON,District 13,New Building,New Building,20000.0,0,1,Expired,44.72761932672112,-63.88147566881195
BPRES-2024-07551,2024,7,HALIFAX,District 11,Renovation,Renovation,25000.0,1,2,Completed,44.59504205853093,-63.63502607593298
BPRES-2024-07565,2024,6,TIMBERLEA,District 12,New Building,New Building,230000.0,1,3,Issued,44.64544679299505,-63.725315882664724
BPRES-2024-07619,2024,8,MIDDLE SACKVILLE,District 14,New Building,New Building,67897.0,0,1,Issued,44.79854004187102,-63.725538892955214
BPRES-2024-07648,2024,8,UPPER TANTALLON,District 13,New Building,New Building,30000.0,0,1,Issued,44.72270906316608,-63.87898060790576
BPRES-2024-07672,2024,6,EAST LAWRENCETOWN,District 02,New Building,New Building,240000.0,1,1,Completed,44.66927799418564,-63.31548971953876
BPRES-2024-07730,2024,11,LAWRENCETOWN,District 02,New Building,New Building,200000.0,1,1,Completed,44.65420559518695,-63.360375466296006
BPRES-2024-07747,2024,9,HUBLEY,District 13,Renovation,Renovation,264000.0,0,1,Completed,44.66855099871925,-63.79125906079553
BPRES-2024-07812,,,DARTMOUTH,District 06,New Building,New Building,25000.0,0,1,Application Incomplete,44.69402187490484,-63.54012560601092
BPRES-2024-07873,,,WEST PORTERS LAKE,District 02,Addition,Addition,60000.0,0,1,Applicant Revisions,44.680602708554886,-63.313032392526104
BPRES-2024-07895,2024,7,DARTMOUTH,District 06,Renovation,Renovation,35000.0,1,1,Completed,44.68481276074031,-63.51969902441201
BPRES-2024-07919,2024,6,LOWER SACKVILLE,District 15,New Building,New Building,45000.0,0,1,Issued,44.76677939614973,-63.66732234946645
BPRES-2024-07951,2024,8,HAMMONDS PLAINS,District 14,New Building,New Building,95000.0,0,1,Issued,44.74244736637775,-63.800649885208095
BPRES-2024-07977,,,HALIFAX,District 10,Addition,Addition,230000.0,0,2,Applicant Revisions,44.65129879789237,-63.63390813821581
BPRES-2024-08072,2024,6,BEDFORD,District 16,New Building,New Building,360000.0,1,2,Completed,44.70796011500219,-63.72043374493177
BPRES-2024-08080,2024,6,WESTPHAL,District 04,New Building,New Building,43000.0,0,1,Completed,44.686347785247996,-63.48215381764933
BPRES-2024-08125,2025,5,COLE HARBOUR,District 04,New Building,New Building,50000.0,0,2,Issued,44.67794666450069,-63.4660532601037
BPRES-2024-08139,2024,7,SEABRIGHT,District 13,New Building,New Building,183000.0,1,1,Amendment Application Incomplete,44.60073567144885,-63.92612393444256
BPRES-2024-08198,,,MIDDLE SACKVILLE,District 14,Renovation,Renovation,10000.0,1,2,Withdrawn,44.78089401898709,-63.710989478377726
BPRES-2024-08230,2024,7,HALIFAX,District 09,Addition,Addition,177508.0,0,2,Issued,44.650892708844175,-63.611253076708714
BPRES-2024-08274,2024,7,COLE HARBOUR,District 04,Renovation,Renovation,350000.0,0,1,Completed,44.64872647125107,-63.475622059728565
BPRES-2024-08312,2025,4,WHITES LAKE,District 13,New Building,New Building,55000.0,1,2,Issued,44.54371492641227,-63.737531796105976
BPRES-2024-08335,2024,7,HAMMONDS PLAINS,District 14,Addition,Addition,88000.0,0,1,Issued,44.75927469775715,-63.78693432003908
BPRES-2024-08360,2024,7,HAMMONDS PLAINS,District 14,New Building,New Building,100000.0,1,2,Issued,44.73061296130785,-63.811036715731326
BPRES-2024-08400,,,WINDSOR JUNCTION,District 01,New Building,New Building,400000.0,1,2,Applicant Revisions,44.78454490598295,-63.656323630401715
BPRES-2024-08402,2024,7,HALIFAX,District 11,New Building,New Building,400000.0,4,3,Completed,44.60088869682192,-63.603085810734505
BPRES-2024-08408,2024,7,HALIFAX,District 11,New Building,New Building,,4,3,Completed,44.60061888331862,-63.60337474688588
BPRES-2024-08410,2024,7,HALIFAX,District 11,New Building,New Building,,4,2,Completed,44.60048448812179,-63.60352267903062
BPRES-2024-08412,2024,7,HALIFAX,District 11,New Building,New Building,400000.0,4,3,Completed,44.601949423103704,-63.60359332330784
BPRES-2024-08414,2024,7,HALIFAX,District 11,New Building,New Building,400000.0,4,3,Completed,44.6018528295895,-63.60340999878258
BPRES-2024-08416,2024,7,HALIFAX,District 11,New Building,New Building,400000.0,4,3,Completed,44.60167094152819,-63.60334392308919
BPRES-2024-08417,2024,8,HALIFAX,District 11,New Building,New Building,400000.0,2,3,Completed,44.60151479291745,-63.6033492512754
BPRES-2024-08449,2024,7,BEDFORD,District 16,New Building,New Building,900000.0,1,3,Completed,44.70585050273979,-63.724495724292275
BPRES-2024-08465,2024,8,CHERRY BROOK,District 04,Addition,Addition,217000.0,1,2,Completed,44.705030867285195,-63.47220715947274
BPRES-2024-08509,2024,8,LOWER SACKVILLE,District 15,New Building,New Building,600000.0,2,2,Completed,44.75831300355432,-63.6753319559563
BPRES-2024-08565,2024,7,TIMBERLEA,District 12,New Building,New Building,17000.0,0,1,Completed,44.64283031487356,-63.71033846155224
BPRES-2024-08587,2024,7,HALIFAX,District 08,New Building,New Building,263000.0,1,2,Completed,44.66763128976577,-63.61010187448854
BPRES-2024-08616,2024,7,BEDFORD,District 16,New Building,New Building,450000.0,1,3,Completed,44.708434581970664,-63.720547963637806
BPRES-2024-08643,2024,7,HALIFAX,District 11,New Building,New Building,500000.0,4,2,Issued,44.60103809655689,-63.60292603629012
BPRES-2024-08664,2024,7,DARTMOUTH,District 06,Addition,Addition,120000.0,1,2,Issued,44.6834858363418,-63.54267939137861
BPRES-2024-08716,2024,7,OYSTER POND,District 02,New Building,New Building,192000.0,1,1,Completed,44.75684004636602,-63.00729530156572
BPRES-2024-08749,2024,7,DUTCH SETTLEMENT,District 01,New Building,New Building,150000.0,1,1,Completed,44.982851564126186,-63.459784968489544
BPRES-2024-08786,2024,7,DARTMOUTH,District 05,Addition,Addition,87000.0,0,3,Completed,44.67862263031354,-63.562147828219295
BPRES-2024-08824,2024,8,SEAFORTH,District 02,New Building,New Building,292000.0,1,2,Completed,44.644075112975216,-63.276791858172494
BPRES-2024-08849,,,HALIFAX,District 07,Addition,Addition,110000.0,0,3,Withdrawn,44.64068430822078,-63.59793499240909
BPRES-2024-08921,2025,10,BOUTILIERS POINT,District 13,Addition,Addition,15000.0,0,1,Issued,44.66298470616705,-63.94855882899229
BPRES-2024-08944,2024,9,HALIFAX,District 09,Renovation,Renovation,106000.0,1,2,Completed,44.650150430294424,-63.621301212074634
BPRES-2024-08983,2024,7,PLEASANT HARBOUR,District 02,New Building,New Building,35000.0,0,1,Issued,44.79226719388431,-62.718967193605174
BPRES-2024-09041,2024,7,LOWER SACKVILLE,District 15,Renovation,Renovation,5000.0,0,2,Issued,44.75962142068591,-63.6610945803911
BPRES-2024-09063,2024,7,HALIFAX,District 11,New Building,New Building,500000.0,4,1,Issued,44.60178526340284,-63.60282052064444
BPRES-2024-09064,2024,7,HALIFAX,District 11,New Building,New Building,500000.0,4,1,Issued,44.60123632306348,-63.60290685028238
BPRES-2024-09068,2024,7,HALIFAX,District 11,New Building,New Building,500000.0,4,2,Issued,44.601441037758974,-63.602831897968166
BPRES-2024-09076,2024,8,HALIFAX,District 11,New Building,New Building,500000.0,4,2,Completed,44.60228993117769,-63.603290904600534
BPRES-2024-09084,2024,10,HALIFAX,District 08,New Building,New Building,200000.0,1,2,Issued,44.65477263763909,-63.61139195613683
BPRES-2024-09086,2024,7,HALIFAX,District 11,New Building,New Building,500000.0,4,1,Issued,44.601972479105704,-63.60288297303481
BPRES-2024-09092,2024,11,BEAVER BANK,District 15,New Building,New Building,371677.0,1,1,Completed,44.87931871485403,-63.68464635760308
BPRES-2024-09124,2024,7,FLETCHERS LAKE,District 01,New Building,New Building,525000.0,2,2,Completed,44.85122811212303,-63.59527839003785
BPRES-2024-09209,2024,8,EASTERN PASSAGE,District 03,New Building,New Building,450000.0,3,2,Completed,44.60883560633165,-63.49093274592795
BPRES-2024-09264,2024,7,FALL RIVER,District 01,Addition,Addition,135000.0,0,2,Completed,44.83099624067746,-63.59540427882387
BPRES-2024-09354,2024,7,LOWER SACKVILLE,District 15,Renovation,Renovation,5000.0,1,1,Completed,44.77696664603525,-63.68448527290868
BPRES-2024-09374,2024,10,TIMBERLEA,District 12,New Building,New Building,650000.0,4,3,Completed,44.65393790299461,-63.73753540068983
BPRES-2024-09398,,,EAST CHEZZETCOOK,District 02,New Building,New Building,280000.0,1,2,Withdrawn,44.71445059909518,-63.2336303859233
BPRES-2024-09421,2024,8,WESTPHAL,District 04,New Building,New Building,350000.0,1,2,Completed,44.69458137535023,-63.491366156453864
BPRES-2024-09468,2024,7,DARTMOUTH,District 06,New Building,New Building,550000.0,1,3,Completed,44.713526336051444,-63.54392454735683
BPRES-2024-09484,2024,7,DARTMOUTH,District 06,New Building,New Building,600000.0,1,3,Completed,44.713415987654415,-63.54402077553169
BPRES-2024-09505,2024,7,HUBLEY,District 13,New Building,New Building,425000.0,1,1,Completed,44.65673380442033,-63.78756487260665
BPRES-2024-13893,2024,10,BEDFORD,District 16,New Building,New Building,700000.0,1,2,Completed,44.707821293824,-63.72692235476929
BPRES-2024-13950,,,HALIFAX,District 11,Renovation,Renovation,20000.0,0,1,Cancelled,44.61638294055704,-63.577902129915444
BPRES-2024-13974,2024,9,TIMBERLEA,District 12,Addition,Addition,30000.0,0,1,Issued,44.64896338162705,-63.73891321558349
BPRES-2024-14017,2024,10,DARTMOUTH,District 06,Renovation,Renovation,35000.0,1,2,Completed,44.68703944931905,-63.53781684268317
BPRES-2024-14039,2024,10,HALIFAX,District 11,Renovation,Renovation,20000.0,0,2,Issued,44.61638294055704,-63.577902129915444
BPRES-2024-14070,2024,10,DARTMOUTH,District 06,New Building,New Building,362000.0,1,2,Completed,44.714573719804214,-63.544478307579865
BPRES-2024-14110,2024,10,MIDDLE SACKVILLE,District 14,New Building,New Building,475000.0,1,3,Completed,44.794670174811834,-63.77150539981655
BPRES-2024-14202,2024,9,HAMMONDS PLAINS,District 14,New Building,New Building,425000.0,1,2,Completed,44.71971051834184,-63.836507392902945
BPRES-2024-14272,,,WHITES LAKE,District 13,New Building,New Building,20000.0,0,2,Applicant Revisions,44.546847855484366,-63.7358002651568
BPRES-2024-14377,2024,9,HAMMONDS PLAINS,District 14,New Building,New Building,360000.0,1,2,Completed,44.70162191098871,-63.77242226595308
BPRES-2024-14401,2025,5,DARTMOUTH,District 06,Renovation,Renovation,10000.0,1,3,Completed,44.68062918860892,-63.54697481723865
BPRES-2024-14424,,,DARTMOUTH,District 05,Renovation,Renovation,6500.0,1,2,Applicant Revisions,44.66800795774263,-63.56849707876538
BPRES-2024-14432,2024,10,BEECHVILLE,District 12,New Building,New Building,250000.0,1,3,Completed,44.63673393689384,-63.67619644871313
BPRES-2024-14474,2024,10,TIMBERLEA,District 12,New Building,New Building,250000.0,1,2,Issued,44.64472239168776,-63.72586824770184
BPRES-2024-14492,2024,12,WESTPHAL,District 04,New Building,New Building,500000.0,2,2,Issued,44.70788460270893,-63.46384025483579
BPRES-2024-14572,2025,4,HALIFAX,District 09,Renovation,Renovation,30000.0,1,2,Issued,44.65270608808516,-63.61611985903645
BPRES-2024-14600,,,HALIFAX,District 08,Renovation,Renovation,10000.0,1,2,Application Incomplete,44.652963522221626,-63.59472812194017
BPRES-2024-14668,2024,10,DARTMOUTH,District 06,New Building,New Building,30000.0,1,2,Completed,44.71401120254775,-63.54392288423246
BPRES-2024-14697,2024,10,KETCH HARBOUR,District 11,Addition,Addition,13000.0,0,2,Completed,44.49064335353326,-63.55213460752759
BPRES-2024-14736,2024,11,HALIFAX,District 11,Renovation,Renovation,7500.0,1,2,Completed,44.607717562797326,-63.60490847937322
BPRES-2024-14777,2024,10,TIMBERLEA,District 12,New Building,New Building,201000.0,1,2,Issued,44.645813589793605,-63.72577933498343
BPRES-2024-14834,2024,10,MUSQUODOBOIT HARBOUR,District 02,New Building,New Building,780000.0,2,2,Issued,44.792402981390126,-63.17498575461987
BPRES-2024-14859,2024,10,PORTERS LAKE,District 02,Renovation,Renovation,124000.0,0,1,Issued,44.74092297694039,-63.31361756554894
BPRES-2024-14899,2024,11,HALIFAX,District 11,New Building,New Building,680000.0,4,3,Completed,44.60234429449379,-63.60358974264053
BPRES-2024-14929,2024,10,BEAVER BANK,District 15,New Building,New Building,425000.0,1,2,Completed,44.83848910329841,-63.662670974897104
BPRES-2024-15004,2024,10,DARTMOUTH,District 06,New Building,New Building,1600000.0,4,3,Completed,44.71478237941917,-63.53996404545912
BPRES-2024-15069,2024,11,HAMMONDS PLAINS,District 14,Renovation,Renovation,72000.0,1,1,Completed,44.727627552345595,-63.747278919658534
BPRES-2024-15127,2024,11,HAMMONDS PLAINS,District 14,Renovation,Renovation,30000.0,1,3,Issued,44.779786089423105,-63.76505428771147
BPRES-2024-15150,2024,10,HALIFAX,District 11,Renovation,Renovation,10000.0,1,2,Issued,44.598268752943646,-63.63292370160978
BPRES-2024-15176,2024,11,DARTMOUTH,District 03,New Building,New Building,21000.0,0,1,Issued,44.64630805677228,-63.54252686793432
BPRES-2024-15197,2024,10,COLE HARBOUR,District 04,New Building,New Building,480000.0,4,1,Completed,44.643429566529534,-63.47235883588676
BPRES-2024-15245,2024,11,BROOKSIDE,District 13,New Building,New Building,282000.0,1,1,Completed,44.540343684529404,-63.712177675836
BPRES-2024-15271,2024,11,DARTMOUTH,District 06,Renovation,Renovation,150000.0,1,2,Completed,44.68471281555782,-63.53411265320739
BPRES-2024-15285,2024,10,HUBLEY,District 13,New Building,New Building,1000000.0,1,1,Completed,44.66573235179694,-63.817927424643585
BPRES-2024-15292,2024,11,HALIFAX,District 11,New Building,New Building,680000.0,4,3,Completed,44.602499191206725,-63.603499340959324
BPRES-2024-15334,2024,10,BLACK POINT,District 13,New Building,New Building,800000.0,1,3,Completed,44.65828801454529,-63.98068754969037
BPRES-2024-15356,2025,11,FLETCHERS LAKE,District 01,New Building,New Building,25000.0,0,1,Issued,44.849860130699696,-63.605524578099896
BPRES-2024-15375,2024,10,DARTMOUTH,District 06,New Building,New Building,15000000.0,4,3,Completed,44.71473439837026,-63.540533600730015
BPRES-2024-15375,2024,10,DARTMOUTH,District 06,New Building,New Building,15000000.0,4,3,Completed,44.71473439837026,-63.540533600730015
BPRES-2024-15416,2024,10,LOWER SACKVILLE,District 15,New Building,New Building,40000.0,0,1,Issued,44.767472484531,-63.64707487903724
BPRES-2024-15436,2025,12,HALIFAX,District 11,New Building,New Building,400000.0,4,3,Completed,44.58643526792759,-63.58923889612245
BPRES-2024-15442,2024,10,HALIFAX,District 11,New Building,New Building,400000.0,4,2,Completed,44.58664176698179,-63.58949125462508
BPRES-2024-15456,2024,11,HALIFAX,District 08,Renovation,Renovation,60000.0,1,1,Completed,44.65955326767976,-63.59909770990615
BPRES-2024-15491,2024,10,LAKE ECHO,District 02,Renovation,Renovation,123000.0,0,2,Completed,44.73099314747821,-63.38230690482396
BPRES-2024-15520,2024,11,EAST LAWRENCETOWN,District 02,New Building,New Building,25900.0,0,1,Issued,44.67205488563551,-63.31656585905203
BPRES-2024-15601,2024,11,HALIFAX,District 12,Renovation,Renovation,5000.0,0,1,Completed,44.66182728014549,-63.666442654873904
BPRES-2024-15635,2024,11,HAMMONDS PLAINS,District 14,New Building,New Building,980000.0,1,2,Completed,44.720417593565905,-63.77094278865222
BPRES-2024-15666,2024,10,HALIFAX,District 08,Renovation,Renovation,50000.0,0,1,Completed,44.662161126095526,-63.60374699000001
BPRES-2024-15711,2024,11,BEDFORD,District 16,New Building,New Building,1500000.0,1,2,Completed,44.705477662537014,-63.72355976433442
BPRES-2024-15758,2024,10,HALIFAX,District 09,New Building,New Building,63000.0,0,1,Issued,44.64101866182009,-63.60107614911082
BPRES-2024-15776,2024,11,HAMMONDS PLAINS,District 14,New Building,New Building,190000.0,1,2,Completed,44.76220659438784,-63.78835544378769
BPRES-2024-15808,2025,2,DARTMOUTH,District 06,Renovation,Renovation,73000.0,1,2,Completed,44.69090311808891,-63.50254854073052
BPRES-2024-15838,2024,10,LAWRENCETOWN,District 02,New Building,New Building,425000.0,1,2,Completed,44.67286085514649,-63.391196523474754
BPRES-2024-15905,2024,10,COW BAY,District 03,New Building,New Building,70000.0,0,1,Issued,44.643393725204646,-63.42142256034044
BPRES-2024-15941,2025,1,CHASWOOD,District 01,Addition,Addition,300000.0,0,1,Completed,45.073738839972506,-63.22752760006008
BPRES-2024-15949,2024,11,HALIFAX,District 12,Renovation,Renovation,350000.0,3,2,Completed,44.64762999725523,-63.649903111381825
BPRES-2024-15993,2024,11,HALIFAX,District 11,New Building,New Building,608000.0,4,3,Issued,44.61565387078702,-63.62105397260015
BPRES-2024-16046,2024,12,WILLIAMSWOOD,District 11,New Building,New Building,85000.0,1,1,Completed,44.529631274298126,-63.64147276906075
BPRES-2024-16062,,,MUSQUODOBOIT HARBOUR,District 02,Addition,Addition,200000.0,1,2,Applicant Revisions,44.79035425328045,-63.12087063164818
BPRES-2024-16087,2024,10,PORTERS LAKE,District 02,New Building,New Building,350000.0,1,1,Cancelled,44.758509826536795,-63.28580883901957
BPRES-2024-16113,2024,10,MIDDLE SACKVILLE,District 14,New Building,New Building,30000.0,0,1,Completed,44.806132535322305,-63.76506826024744
BPRES-2024-16146,2024,10,ENFIELD,District 01,New Building,New Building,600000.0,1,3,Completed,44.926748765132196,-63.52799222891441
BPRES-2024-16194,,,DARTMOUTH,District 05,Renovation,Renovation,,2,3,Applicant Revisions,44.67024221625254,-63.56392865304287
BPRES-2024-16214,2024,11,HUBBARDS,District 13,New Building,New Building,15000.0,0,1,Issued,44.636329526426664,-64.04169879083324
BPRES-2024-16249,2024,11,HATCHET LAKE,District 13,New Building,New Building,30000.0,1,1,Cancelled,44.56531171745192,-63.71448457585403
BPRES-2024-16271,2025,10,BEAVER BANK,District 15,New Building,New Building,330000.0,1,2,Completed,44.828416994586064,-63.67554787477822
BPRES-2024-16286,,,LOWER SACKVILLE,District 15,Renovation,Renovation,50000.0,1,2,Withdrawn,44.77740407122331,-63.690685462505286
BPRES-2024-16307,2025,2,WAVERLEY,District 01,Renovation,Renovation,10000.0,1,2,Completed,44.783452016991134,-63.59382749020966
BPRES-2024-16349,2024,11,TIMBERLEA,District 12,New Building,New Building,200000.0,1,2,Issued,44.64496342406885,-63.7251748823092
BPRES-2024-16379,2025,1,LOWER SACKVILLE,District 15,New Building,New Building,150000.0,1,1,Completed,44.78083211143263,-63.68744619583556
BPRES-2024-16391,2025,5,QUEENSLAND,District 13,Addition,Addition,200000.0,1,1,Completed,44.637522716816456,-64.0199628242358
BPRES-2024-16508,2024,11,HALIFAX,District 09,Renovation,Renovation,3588.5,0,2,Issued,44.64832426361662,-63.60045650460599
BPRES-2024-16531,2024,11,PROSPECT BAY,District 13,New Building,New Building,100000.0,1,1,Completed,44.50484453867292,-63.791231069846056
BPRES-2024-16568,2024,12,HALIFAX,District 09,Addition,Addition,80000.0,3,2,Issued,44.64581444977264,-63.610826364808766
BPRES-2024-16623,2024,11,HALIFAX,District 09,Renovation,Renovation,350000.0,0,1,Issued,44.64219236694341,-63.62793487168228
BPRES-2024-16667,2024,11,LAWRENCETOWN,District 02,Renovation,Renovation,150000.0,0,1,Issued,44.69178344087159,-63.43102300967767
BPRES-2024-16680,2024,11,HALIFAX,District 11,New Building,New Building,584000.0,4,2,Issued,44.602559058297146,-63.60403435007527
BPRES-2024-16685,,,HALIFAX,District 11,New Building,New Building,292000.0,4,2,Withdrawn,44.60279724849875,-63.60398037766145
BPRES-2024-16708,2024,11,DARTMOUTH,District 06,Renovation,Renovation,26700.0,0,1,Issued,44.68861065706889,-63.53555900842875
BPRES-2024-16719,2024,11,HALIFAX,District 11,New Building,New Building,292000.0,4,2,Issued,44.602912152526486,-63.60400084444554
BPRES-2024-16723,,,HALIFAX,District 11,New Building,New Building,292000.0,4,2,Withdrawn,44.6029647440814,-63.60401726041232
BPRES-2024-16741,2024,11,BEAVER BANK,District 15,New Building,New Building,351000.0,2,3,Completed,44.827346425720194,-63.67273928900335
BPRES-2024-16746,2024,11,BEAVER BANK,District 15,New Building,New Building,351000.0,2,2,Issued,44.827250769820054,-63.6728126757471
BPRES-2024-16760,2024,12,BEDFORD,District 16,Renovation,Renovation,250000.0,0,1,Issued,44.705401121992935,-63.71208143653312
BPRES-2024-16790,2024,12,HALIFAX,District 11,New Building,New Building,270000.0,1,3,Issued,44.61031042605813,-63.60452132603751
BPRES-2024-16817,2024,11,HAMMONDS PLAINS,District 14,Renovation,Renovation,16000.0,1,1,Completed,44.7275538258887,-63.74751770551086
BPRES-2024-16864,2025,1,WEST PETPESWICK,District 02,New Building,New Building,435000.0,1,1,Completed,44.73754809187991,-63.182370903600095
BPRES-2024-16877,,,ELMSVALE,District 01,New Building,New Building,20000.0,0,1,Withdrawn,45.06691506914399,-63.105022665162174
BPRES-2024-16891,2024,12,HAMMONDS PLAINS,District 14,New Building,New Building,600000.0,4,1,Issued,44.72220547076547,-63.73893743545443
BPRES-2024-16952,2025,1,WESTPHAL,District 04,Renovation,Renovation,20000.0,0,1,Completed,44.691922326847056,-63.456427831668435
BPRES-2024-16976,2024,12,DARTMOUTH,District 03,Renovation,Renovation,36000.0,1,2,Completed,44.66397226538814,-63.54901919708412
BPRES-2024-16985,2024,12,LOWER SACKVILLE,District 15,Renovation,Renovation,65000.0,1,1,Completed,44.76338915792367,-63.668544703018625
BPRES-2024-17011,2024,11,BEDFORD,District 16,New Building,New Building,775000.0,1,3,Completed,44.70762526892583,-63.726548442161814
BPRES-2024-17038,2024,11,BEDFORD,District 16,New Building,New Building,725000.0,1,3,Completed,44.70756123650479,-63.726425049330345
BPRES-2024-17068,2024,11,FLETCHERS LAKE,District 01,New Building,New Building,30000.0,0,1,Completed,44.85048210547468,-63.59876765667088
BPRES-2024-17156,2024,12,BOUTILIERS POINT,District 13,New Building,New Building,650000.0,1,2,Completed,44.66061103233603,-63.95742112402018
BPRES-2024-17194,2024,11,HALIFAX,District 11,New Building,New Building,500000.0,4,2,Issued,44.601612224842455,-63.602813937647525
BPRES-2024-17232,2024,11,DARTMOUTH,District 06,Renovation,Renovation,217684.54,0,2,Completed,44.7095199549176,-63.54287230906232
BPRES-2024-17270,,,TIMBERLEA,District 12,Addition,Addition,13101.0,0,1,Withdrawn,44.68056592346196,-63.7813587615232
BPRES-2024-17319,2025,2,DARTMOUTH,District 05,Renovation,Renovation,800.0,1,1,Issued,44.68674801804574,-63.57980589302854
BPRES-2024-09532,2024,8,HUBBARDS,District 13,New Building,New Building,570000.0,1,1,Issued,44.63536828735761,-64.05749499820212
BPRES-2024-09606,2024,7,LAWRENCETOWN,District 02,New Building,New Building,65000.0,0,1,Issued,44.68749924056724,-63.42832180973416
BPRES-2024-09654,2024,7,HALIFAX,District 12,Renovation,Renovation,26000.0,0,2,Issued,44.6689545757714,-63.670709959644974
BPRES-2024-09694,2024,8,WEST CHEZZETCOOK,District 02,New Building,New Building,79995.0,0,2,Issued,44.707335263250805,-63.267902287105954
BPRES-2024-09744,,,,Unidentified,New Building,New Building,,1,1,Application Incomplete,,
BPRES-2024-09778,2024,9,FALL RIVER,District 01,New Building,New Building,100000.0,0,1,Issued,44.82964644860274,-63.595934393705946
BPRES-2024-09805,2024,7,DARTMOUTH,District 06,Renovation,Renovation,44000.0,0,1,Completed,44.72280674229832,-63.54466425788306
BPRES-2024-09833,,,HAMMONDS PLAINS,District 14,New Building,New Building,100000.0,0,2,Applicant Revisions,44.730734170083274,-63.80868960659995
BPRES-2024-09873,2024,7,BEDFORD,District 16,New Building,New Building,1600000.0,1,2,Issued,44.700956076243955,-63.71388292209402
BPRES-2024-09924,2024,8,FALL RIVER,District 01,New Building,New Building,59995.0,0,2,Issued,44.803519280196376,-63.61968769232218
BPRES-2024-09967,2024,10,HALIFAX,District 07,New Building,New Building,450000.0,6,3,Issued,44.6318875967729,-63.59041456053803
BPRES-2024-09975,2024,9,HALIFAX,District 11,New Building,New Building,500000.0,4,3,Issued,44.62100408081362,-63.61967489440684
BPRES-2024-10004,2024,11,HALIFAX,District 10,Renovation,Renovation,248040.0,2,1,Issued,44.682086139636795,-63.66787885196815
BPRES-2024-10042,2024,7,HALIFAX,District 11,New Building,New Building,400000.0,4,3,Completed,44.60136218540756,-63.6033443352272
BPRES-2024-10044,2024,8,HALIFAX,District 11,New Building,New Building,400000.0,2,3,Completed,44.60119397950372,-63.60342025212347
BPRES-2024-10080,2024,9,BEDFORD,District 16,New Building,New Building,400000.0,1,2,Amendment Requested,44.71974667163083,-63.654264142103344
BPRES-2024-10100,2024,8,BEDFORD,District 16,New Building,New Building,330000.0,1,2,Completed,44.707877711039956,-63.720056217397236
BPRES-2024-10122,,,HALIFAX,District 08,Addition,Addition,120000.0,1,2,Applicant Revisions,44.67158462918583,-63.60303295963429
BPRES-2024-10155,2024,11,TIMBERLEA,District 12,New Building,New Building,209000.0,1,1,Issued,44.64572800037707,-63.725713397412676
BPRES-2024-10202,2024,11,LUCASVILLE,District 14,New Building,New Building,350000.0,1,2,Issued,44.75894897422328,-63.72552065584154
BPRES-2024-10241,2024,8,TIMBERLEA,District 12,New Building,New Building,60000.0,0,1,Issued,44.6594489535955,-63.74092233394605
BPRES-2024-10277,2024,8,FALL RIVER,District 01,New Building,New Building,22000.0,0,1,Completed,44.83025164110126,-63.64076129243156
BPRES-2024-10333,2024,8,EAST PRESTON,District 04,New Building,New Building,30000.0,0,1,Issued,44.70954437359925,-63.439706405883705
BPRES-2024-10361,2024,8,FALL RIVER,District 01,New Building,New Building,171000.0,1,2,Amendment Applicant Revisions,44.83253478598727,-63.582641039499514
BPRES-2024-10372,2024,9,LOWER SACKVILLE,District 15,New Building,New Building,150000.0,1,1,Issued,44.782623977654005,-63.68451890422275
BPRES-2024-10415,2024,8,COW BAY,District 03,New Building,New Building,200000.0,1,2,Completed,44.62425434668643,-63.436535328489235
BPRES-2024-10421,,,EAST PETPESWICK,District 02,New Building,New Building,100000.0,1,2,Applicant Revisions,44.74580216841149,-63.148383399436455
BPRES-2024-10488,,,HERRING COVE,District 11,Renovation,Renovation,100000.0,1,2,Applicant Revisions,44.578544514106134,-63.5759719282618
BPRES-2024-10534,2024,9,BEDFORD,District 16,New Building,New Building,360000.0,1,2,Completed,44.70689594522182,-63.723101650379405
BPRES-2024-10578,2024,8,WHITES LAKE,District 13,New Building,New Building,22000.0,0,1,Completed,44.51567278553851,-63.747390002179415
BPRES-2024-10594,2024,9,HALIFAX,District 11,Renovation,Renovation,25000.0,0,2,Issued,44.61100911888747,-63.60667407397409
BPRES-2024-10643,2024,8,UPPER TANTALLON,District 13,New Building,New Building,320000.0,1,2,Issued,44.70061270106557,-63.88552922629929
