permit_number,issue_year,issue_month,community,district,work_type,primary_work_scope,project_value,net_new_units,storeys,permit_status,lat,lon
BP-2021-06477,2021,5,WELLINGTON,District 01,Addition,Addition,65000.0,0,1,Expired,44.8808676605966,-63.62807683673808
BP-2021-06491,2021,5,BEDFORD,District 16,New Building,New Building,300000.0,2,2,Completed,44.70696348113405,-63.71308646096541
BP-2021-06502,2021,6,HAMMONDS PLAINS,District 14,Renovation,Renovation,69000.0,0,1,Completed,44.73407223496039,-63.78376456984394
BP-2021-06536,2021,5,HALIFAX,District 09,New Building,New Building,5000.0,0,1,Expired,44.643667581690025,-63.61077092326831
BP-2021-06569,2021,7,HALIFAX,District 11,New Building,New Building,300000.0,4,2,Completed,44.59829686753293,-63.6037621576566
BP-2021-06591,2022,1,BEDFORD,District 16,New Building,New Building,17000000.0,72,10,Completed,44.69571681341197,-63.69032888644487
BP-2021-06612,2022,4,HALIFAX,District 08,New Building,New Building,300000.0,2,2,Completed,44.6678871075521,-63.61001285816866
BP-2021-06634,2021,5,TIMBERLEA,District 12,New Building,New Building,450000.0,1,1,Completed,44.640792305109606,-63.724107484035905
BP-2021-06660,2021,6,UPPER SACKVILLE,District 14,New Building,New Building,150000.0,1,1,Completed,44.8340929373298,-63.78319967145483
BP-2021-06690,2021,5,MIDDLE SACKVILLE,District 14,New Building,New Building,400000.0,1,3,Completed,44.79081091395583,-63.76527775198387
BP-2021-06715,2021,6,LOWER SHIP HARBOUR,District 02,New Building,New Building,31000.0,0,1,Amendment Application Incomplete,44.775996776376594,-62.817087314526255
BP-2021-06737,2021,9,DARTMOUTH,District 03,Renovation,Renovation,10000000.0,0,2,Completed,44.65260704346013,-63.53975358300088
BP-2021-06773,2021,6,TIMBERLEA,District 12,New Building,New Building,180000.0,1,3,Completed,44.64076039745502,-63.723515336223876
BP-2021-06793,2021,7,EASTERN PASSAGE,District 03,New Building,New Building,440000.0,4,2,Expired,44.615324191554485,-63.46709315785258
BP-2021-06794,2021,5,TIMBERLEA,District 12,New Building,New Building,170000.0,1,3,Completed,44.6405392104172,-63.72299752041593
BP-2021-06811,2021,5,TIMBERLEA,District 12,New Building,New Building,170000.0,1,3,Completed,44.64064047422123,-63.723285285349206
BP-2021-06835,2021,6,SAMBRO,District 11,New Building,New Building,400000.0,1,2,Completed,44.48464631907267,-63.589603518819516
BP-2021-06856,,,FALL RIVER,District 01,New Building,New Building,5000.0,0,1,Withdrawn,44.818383751207776,-63.61028050309607
BP-2021-06864,,,DARTMOUTH,District 05,New Building,New Building,15000.0,0,1,Withdrawn,44.66440814349242,-63.570051670461794
BP-2021-06884,2021,6,HATCHET LAKE,District 13,New Building,New Building,550000.0,1,2,Completed,44.56802502312679,-63.718378771695214
BP-2021-06897,,,LUCASVILLE,District 14,New Building,New Building,50000.0,0,2,Withdrawn,44.76248603021092,-63.72004984087308
BP-2021-06938,2021,6,HALIFAX,District 08,Renovation,Renovation,20050.0,0,1,Expired (Closed),44.66828099875163,-63.60769808395776
BP-2021-06942,2021,6,HALIFAX,District 10,Renovation,Renovation,10000.0,0,2,Completed,44.65824892754742,-63.632196961031255
BP-2021-06981,2021,5,BROOKSIDE,District 13,New Building,New Building,425000.0,1,1,Completed,44.52820069071411,-63.70038695798733
BP-2021-07002,2021,6,EASTERN PASSAGE,District 03,New Building,New Building,440000.0,4,2,Expired,44.61520419083185,-63.46683688056002
BP-2021-07014,2021,5,BEDFORD,District 16,New Building,New Building,450000.0,1,3,Completed,44.71994993031919,-63.71594280112711
BP-2021-07020,2021,5,OSTREA LAKE,District 02,New Building,New Building,280000.0,1,1,Completed,44.76773745178108,-63.09831141368685
BP-2021-07026,2021,5,WILLIAMSWOOD,District 11,New Building,New Building,275000.0,1,1,Completed,44.511239318491,-63.638722804570996
BP-2021-07040,2021,5,WILLIAMSWOOD,District 11,New Building,New Building,20000.0,0,1,Completed,44.511239318491,-63.638722804570996
BP-2021-07051,2021,7,QUEENSLAND,District 13,Addition,Addition,4000.0,0,1,Completed,44.63296326653467,-64.03233157391001
BP-2021-07076,,,STILLWATER LAKE,District 13,New Building,New Building,25000.0,0,1,Cancelled,44.70918808143791,-63.84555927075673
BP-2021-07094,,,HUBLEY,District 13,New Building,New Building,9000.0,0,1,Applicant Revisions,44.68118226535669,-63.82799800212538
BP-2021-07122,2021,5,MIDDLE SACKVILLE,District 14,New Building,New Building,400000.0,1,2,Completed,44.787815762760864,-63.74328538618169
BP-2021-07147,2021,8,DARTMOUTH,District 05,Renovation,Renovation,250000.0,0,5,Completed,44.66444316190208,-63.56772311538987
BP-2021-07161,2021,12,HALIFAX,District 10,Renovation,Renovation,20000.0,2,2,Completed,44.65108139713849,-63.642787279726974
BP-2021-07212,2021,5,WAVERLEY,District 06,Renovation,Renovation,70000.0,0,2,Completed,44.73768876388531,-63.554208810046084
BP-2021-07223,2021,5,TIMBERLEA,District 12,New Building,New Building,300000.0,1,3,Completed,44.64459687909865,-63.71946128372637
BP-2021-07270,2021,8,HALIFAX,District 08,Addition,Addition,190000.0,0,2,Completed,44.656685280438786,-63.59296618599368
BP-2021-07280,2021,8,DARTMOUTH,District 05,Renovation,Renovation,57000.0,0,1,Completed,44.67942850107609,-63.58349029232841
BP-2021-07295,2021,5,LUCASVILLE,District 14,New Building,New Building,180000.0,1,3,Completed,44.76969794927954,-63.707541966154906
BP-2021-07308,2021,6,DARTMOUTH,District 05,New Building,New Building,23750.0,0,1,Completed,44.685036116204664,-63.5793062839862
BP-2021-07333,2021,6,HALIFAX,District 09,Renovation,Renovation,132000.0,0,4,Expired,44.649368575944415,-63.61874247106554
BP-2021-07364,2021,6,SEABRIGHT,District 13,New Building,New Building,30000.0,0,1,Completed,44.6215365079232,-63.9335089114391
BP-2021-07388,2021,5,UPPER TANTALLON,District 13,New Building,New Building,400000.0,1,1,Completed,44.70343529638233,-63.88465619586844
BP-2021-07397,2021,5,MIDDLE SACKVILLE,District 14,New Building,New Building,425000.0,1,2,Completed,44.776636987496644,-63.73792075725821
BP-2021-07404,2021,8,DARTMOUTH,District 05,Addition,Addition,197999.0,0,2,Completed,44.675338229110395,-63.5578278922278
BP-2021-07416,2021,7,HALIFAX,District 10,New Building,New Building,600000.0,6,2,Completed,44.67706274964578,-63.66120799059346
BP-2021-07437,2021,6,HERRING COVE,District 11,New Building,New Building,250000.0,1,2,Completed,44.56629561951667,-63.56130392159359
BP-2021-07456,2021,5,TIMBERLEA,District 12,New Building,New Building,500000.0,1,2,Completed,44.641337285931534,-63.72273602386323
BP-2021-07503,2021,5,CLAM BAY,District 02,New Building,New Building,280000.0,1,1,Completed,44.72820706074268,-62.941195175491245
BP-2021-07540,2021,6,HALIFAX,District 11,Renovation,Renovation,2000.0,0,3,Completed,44.611429310555124,-63.6117375396277
BP-2021-07560,2021,9,GAETZ BROOK,District 02,New Building,New Building,440703.54,1,1,Completed,44.78537893357992,-63.19443279064944
BP-2021-07601,2022,7,EAST CHEZZETCOOK,District 02,New Building,New Building,35000.0,0,1,Withdrawn,44.746914555238256,-63.22898936883067
BP-2021-07631,2021,5,HAMMONDS PLAINS,District 14,New Building,New Building,390000.0,1,2,Completed,44.712122348212745,-63.772163978892905
BP-2021-07638,2021,7,DARTMOUTH,District 05,Addition,Addition,38500.0,0,1,Completed,44.66947229584055,-63.546996601933685
BP-2021-07682,2021,5,HALIFAX,Unidentified,New Building,New Building,320000.0,2,2,Expired,44.597211907018725,-63.60235724917218
BP-2021-07704,,,HUBLEY,District 13,New Building,New Building,3000.0,0,1,Withdrawn,44.656754974902796,-63.78646644978516
BP-2021-07740,2021,5,PORTERS LAKE,District 02,New Building,New Building,19000.0,0,1,Expired,44.7425873404683,-63.33485178636359
BP-2021-07762,,,MEAGHERS GRANT,District 01,New Building,New Building,194000.0,1,1,Withdrawn,44.93849998769145,-63.230284867619545
BP-2021-07773,2021,6,LAKE ECHO,District 02,New Building,New Building,375000.0,1,1,Completed,44.741975504694786,-63.39757801607298
BP-2021-07792,2021,8,LOWER SACKVILLE,District 15,Renovation,Renovation,400000.0,0,1,Completed,44.76972621415083,-63.68784399630208
BP-2021-07858,2021,6,HALIFAX,District 11,New Building,New Building,240000.0,1,2,Amendment Application Incomplete,44.60648095971613,-63.6010849716276
BP-2021-07877,2021,5,HUBLEY,District 13,New Building,New Building,446000.0,1,1,Completed,44.656754974902796,-63.78646644978516
BP-2021-07905,2021,8,WESTPHAL,District 04,Addition,Addition,50000.0,0,1,Expired (Closed),44.708267671572244,-63.46458656244262
BP-2021-07913,2021,6,HALIFAX,District 11,New Building,New Building,240000.0,1,2,Completed,44.60680202305898,-63.60065546293908
BP-2021-07948,2021,7,DARTMOUTH,District 06,Addition,Addition,30000.0,0,1,Expired,44.721514506775335,-63.54614089997352
BP-2021-07959,2021,6,HALIFAX,District 09,Addition,Addition,125000.0,0,2,Completed,44.646389742159855,-63.60578119823061
BP-2021-07985,2021,6,,District 14,New Building,New Building,63000.0,0,2,Expired (Closed),44.700869561435105,-63.81043932974938
BP-2021-08005,2021,10,MIDDLE SACKVILLE,District 14,Addition,Addition,250000.0,0,1,Expired (Closed),44.795277414440655,-63.72881941639569
BP-2021-08032,2021,6,HALIFAX,District 10,Renovation,Renovation,6000.0,0,2,Completed,44.65608941624634,-63.63375307082033
BP-2021-08052,2021,11,,District 06,New Building,New Building,7260000.0,0,2,Completed,44.72358319503926,-63.573185132529375
BP-2021-08063,2022,1,HALIFAX,District 09,Addition,Addition,31000.0,0,2,Completed,44.64304414581455,-63.595101168069206
BP-2021-08077,2021,6,ENFIELD,District 01,New Building,New Building,375000.0,1,1,Completed,44.93910909688042,-63.52590350188662
BP-2021-08103,2021,6,WEST CHEZZETCOOK,District 02,New Building,New Building,250000.0,1,2,Expired,44.738679640074395,-63.26466917542466
BP-2021-08122,2021,5,HUBLEY,District 13,New Building,New Building,380000.0,1,1,Completed,44.66039790317774,-63.8227015795728
BP-2021-08163,2021,7,HAMMONDS PLAINS,District 14,New Building,New Building,450000.0,1,1,Expired,44.770704758398956,-63.75929942077408
BP-2021-08213,2021,7,BEDFORD,District 16,Renovation,Renovation,18000.0,0,2,Completed,44.70706104901189,-63.70901383719901
BP-2021-08241,2021,6,DARTMOUTH,District 06,New Building,New Building,25500.0,0,1,Completed,44.70380560729793,-63.54503479606216
BP-2021-08257,2021,6,PROSPECT,District 13,New Building,New Building,650000.0,1,2,Completed,44.49712816244695,-63.80686194641602
BP-2021-08296,2021,5,TANTALLON,District 13,New Building,New Building,30000.0,0,1,Expired (Closed),44.65390579057495,-63.89137811424775
BP-2021-08306,2021,7,LAKE ECHO,District 02,New Building,New Building,20000.0,0,1,Expired (Closed),44.72669822148548,-63.386562962047485
BP-2021-08363,2021,8,DARTMOUTH,District 06,Renovation,Renovation,80000.0,0,1,Completed,44.698925225442174,-63.563807738525185
BP-2021-08410,,,HALIFAX,District 08,Renovation,Renovation,1000.0,0,1,Withdrawn,44.656842038796306,-63.595720087311705
BP-2021-08429,2021,6,MIDDLE SACKVILLE,District 14,New Building,New Building,250000.0,1,2,Completed,44.795021676551684,-63.75166715691855
BP-2021-08435,2021,5,MIDDLE SACKVILLE,District 14,New Building,New Building,250000.0,1,2,Completed,44.79614047222441,-63.750213073305076
BP-2021-08454,2021,6,FALL RIVER,District 01,New Building,New Building,215000.0,1,1,Completed,44.80493214280343,-63.637609435854976
BP-2021-08473,2021,6,HAMMONDS PLAINS,District 14,New Building,New Building,15000.0,0,1,Expired (Closed),44.70170599697696,-63.817735036338526
BP-2021-08490,2021,6,HALIFAX,District 09,New Building,New Building,13000.0,0,1,Completed,44.65479980296792,-63.60587767475154
BP-2021-08514,2021,7,HALIFAX,District 09,New Building,New Building,300000.0,1,2,Expired,44.64879600556313,-63.613577848460054
BP-2021-08532,2021,6,HALIFAX,District 11,Addition,Addition,65000.0,0,2,Expired,44.63144828621295,-63.61110861847306
BP-2021-08539,2021,6,WINDSOR JUNCTION,District 01,New Building,New Building,130000.0,1,1,Completed,44.78455928988337,-63.633153509304734
BP-2021-08551,,,HEAD OF ST MARGARETS BAY,District 13,New Building,New Building,78000.0,1,1,Withdrawn,44.67118456788195,-63.92144493540382
BP-2021-08588,2021,5,UPPER TANTALLON,District 13,Renovation,Renovation,37000.0,0,2,Completed,44.71349632959337,-63.87572190235948
BP-2021-08632,2021,6,WELLINGTON,District 01,New Building,New Building,50000.0,0,2,Completed,44.85348251856422,-63.611532098451896
BP-2021-08641,2021,6,FALL RIVER,District 01,New Building,New Building,550000.0,1,2,Completed,44.82413402318906,-63.644777142517775
BP-2021-08672,2021,9,HALIFAX,District 08,Renovation,Renovation,330000.0,0,1,Completed,44.6624245136399,-63.618862336660314
BP-2021-08689,2021,11,HALIFAX,District 08,New Building,New Building,6982409.0,44,5,Completed,44.65521519633795,-63.59076787756724
BP-2021-08744,2021,6,COLE HARBOUR,District 04,New Building,New Building,564000.0,1,2,Completed,44.64709691313961,-63.462896999055054
BP-2021-08764,2021,6,TANTALLON,District 13,New Building,New Building,15000.0,0,1,Expired (Closed),44.651964741282704,-63.9010590216727
BP-2021-08800,2021,5,HAMMONDS PLAINS,District 14,Renovation,Renovation,35000.0,0,1,Expired (Closed),44.708448762801424,-63.75066433610854
BP-2021-08855,2021,5,HAMMONDS PLAINS,District 14,New Building,New Building,23300.0,0,1,Completed,44.7067929793611,-63.74372333701719
BP-2021-08874,2021,8,DARTMOUTH,District 06,New Building,New Building,25000.0,0,1,Completed,44.68231209341869,-63.5314489215132
BP-2021-08909,2021,7,BEECHVILLE,District 12,Renovation,Renovation,600000.0,0,4,Completed,44.640983216888564,-63.674994531951405
BP-2021-08923,,,SHEET HARBOUR PASSAGE,District 02,Addition,Addition,50000.0,1,2,Withdrawn,44.85772306051682,-62.446151538382345
BP-2021-08941,2021,8,HARRIETSFIELD,District 11,New Building,New Building,96000.0,1,2,Completed,44.561624736521004,-63.62243019690198
BP-2021-08962,2021,6,HACKETTS COVE,District 13,New Building,New Building,350000.0,1,2,Completed,44.547518001349864,-63.93925874952581
BP-2021-08986,2021,6,DARTMOUTH,District 06,Addition,Addition,6000.0,0,1,Completed,44.687922363558854,-63.505028338264374
BP-2021-09048,2021,7,EASTERN PASSAGE,District 03,New Building,New Building,10000.0,0,1,Completed,44.624443337107934,-63.50921701989268
BP-2021-09068,2021,6,BEECH HILL,District 02,New Building,New Building,300000.0,1,2,Completed,44.77044520459359,-62.92731860255173
BP-2021-09108,2022,4,HALIFAX,District 08,New Building,New Building,38300000.0,226,26,Issued,44.647294209007,-63.591483163516465
BP-2021-09119,2021,6,MUSQUODOBOIT HARBOUR,District 02,New Building,New Building,328569.59,1,1,Completed,44.790477382011034,-63.15108906047534
BP-2021-09173,2021,6,MIDDLE SACKVILLE,District 14,New Building,New Building,35000.0,0,1,Completed,44.79360429991889,-63.771828965805035
BP-2021-09180,2021,7,EAST PETPESWICK,District 02,Renovation,Renovation,224000.0,0,1,Issued,44.68803533692804,-63.14545739302243
BP-2021-09193,2022,1,BEDFORD,District 16,New Building,New Building,46400000.0,290,15,Completed,44.712017637840084,-63.71444961299417
BP-2021-09202,2021,6,MINEVILLE,District 02,New Building,New Building,380000.0,1,1,Completed,44.69850570686259,-63.37631047952419
BP-2021-09225,2021,10,HALIFAX,District 07,Addition,Addition,2900000.0,4,4,Completed,44.636485912682296,-63.57888700960913
BP-2021-09241,2021,6,HAMMONDS PLAINS,District 14,New Building,New Building,475000.0,1,2,Completed,44.7130841094278,-63.77008636614193
BP-2021-09279,2021,10,HALIFAX,District 11,Renovation,Renovation,62000.0,1,2,Completed,44.61021402480844,-63.60695855575623
BP-2021-09299,,,HALIFAX,District 07,Renovation,Renovation,50000.0,0,22,Withdrawn,44.64930696488166,-63.573363723911974
BP-2021-09321,,,,District 13,New Building,New Building,250000.0,0,1,Withdrawn,,
BP-2021-09329,2021,6,LUCASVILLE,District 14,New Building,New Building,34000.0,0,1,Completed,44.773082364795805,-63.72385404374927
BP-2021-09356,2021,6,TANTALLON,District 13,New Building,New Building,350000.0,1,1,Completed,44.65258734463638,-63.902384810066046
BP-2021-09368,2021,10,BEDFORD,District 16,New Building,New Building,7612770.0,40,4,Completed,44.716262802832865,-63.71217515399933
BP-2021-09383,2021,7,HALIFAX,District 11,New Building,New Building,1200000.0,4,2,Completed,44.62348547132216,-63.62213490705614
BP-2021-09411,2021,7,SHEET HARBOUR,District 02,Renovation,Renovation,70000.0,0,1,Completed,44.92046925391178,-62.53430682416522
BP-2021-09437,2021,6,UPPER SACKVILLE,District 14,New Building,New Building,20000.0,0,1,Completed,44.82929051589716,-63.779011313839064
BP-2021-09445,,,HALIFAX,District 10,Renovation,Renovation,30000.0,1,2,Cancelled,44.65626542913428,-63.64233379696833
BP-2021-09453,2024,7,HALIFAX,District 08,New Building,New Building,23800000.0,142,9,Amendment Applicant Revisions,44.661072867114896,-63.61596741731837
BP-2021-09457,2021,7,HALIFAX,District 11,New Building,New Building,900000.0,3,2,Completed,44.624516768195676,-63.62294933718777
BP-2021-09468,2021,7,HALIFAX,District 07,New Building,New Building,55000.0,0,1,Expired,44.627559413964384,-63.570630070797556
BP-2021-09511,2023,2,TERENCE BAY,District 13,New Building,New Building,50000.0,0,2,Issued,44.48827645596291,-63.72801537027825
BP-2021-09551,2021,7,DARTMOUTH,District 06,Renovation,Renovation,26048.0,0,2,Completed,44.673473195385476,-63.5468396555239
BP-2021-09604,2021,10,BEDFORD,District 16,Renovation,Renovation,405000.0,0,3,Expired,44.72264628438709,-63.65085528634904
BP-2021-09656,,,HALIFAX,District 07,New Building,New Building,750000.0,1,3,Application Incomplete,44.63212634964706,-63.574262066230126
BP-2021-09676,2021,6,LUCASVILLE,District 14,New Building,New Building,20000.0,0,1,Expired,44.7584136125535,-63.7491892124753
BP-2021-09707,2021,9,HALIFAX,District 11,New Building,New Building,165000.0,3,3,Completed,44.602757671317555,-63.61348458564679
BP-2021-09721,,,,District 06,New Building,New Building,23285275.0,183,9,Applicant Revisions,44.68523223640292,-63.53060941679239
BP-2021-09737,2021,8,LOWER SACKVILLE,District 15,New Building,New Building,23500.0,0,1,Completed,44.78438957515915,-63.68110289777087
BP-2021-09765,,,HALIFAX,District 08,Renovation,Renovation,,1,3,Applicant Revisions,44.65251761511954,-63.58542088790003
BP-2021-09785,2021,6,FLETCHERS LAKE,District 01,New Building,New Building,300000.0,1,2,Completed,44.84794359806763,-63.607701562796926
BP-2021-09809,2021,6,BEDFORD,District 16,New Building,New Building,750000.0,1,2,Expired,44.70157661394501,-63.7140437582357
BP-2021-09825,,,WINDSOR JUNCTION,District 01,New Building,New Building,10000.0,0,1,Applicant Revisions,44.78079024526142,-63.63087006755786
BP-2021-09842,2021,6,BEDFORD,District 16,New Building,New Building,525000.0,1,2,Completed,44.70296505336705,-63.7179059311488
BP-2021-09944,2021,7,BEDFORD,District 16,New Building,New Building,525000.0,1,2,Completed,44.70301697975222,-63.718088090947376
BP-2021-09973,2021,11,BEDFORD,District 16,New Building,New Building,800000.0,4,2,Completed,44.74286132293746,-63.65466279437696
BP-2021-09983,2021,12,HALIFAX,District 07,New Building,New Building,13700000.0,0,6,Completed,44.63676281704284,-63.58311256222121
BP-2021-09995,2021,9,BEDFORD,District 16,New Building,New Building,400000.0,2,1,Completed,44.74318795683984,-63.655310906067015
BP-2021-10005,2022,2,BEDFORD,District 16,New Building,New Building,600000.0,3,1,Completed,44.743369147602934,-63.65529563457979
BP-2021-10035,2021,8,PORTERS LAKE,District 02,Addition,Addition,56500.0,1,1,Expired,44.73550327062348,-63.32515972225544
BP-2021-10083,,,HALIFAX,District 09,New Building,New Building,1200000.0,6,3,Applicant Revisions,44.64586608558575,-63.599725504907454
BP-2021-10109,2021,6,MIDDLE SACKVILLE,District 14,New Building,New Building,255500.0,1,1,Completed,44.79698612911819,-63.72665856481609
