period,year,quarter,year_quarter_index,zone,facility,procedure,consult_median,consult_90th,consult_tail_gap,surgery_median,surgery_90th,surgery_tail_gap,surgery_target_days,consult_target_days,surgery_measured,surgery_breach,consult_measured,consult_breach
2024_q2,2024,2,8098,Zone 2,Colchester East Hants Health Centre,Gallbladder Surgery,36,64,28,97,181,84,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 2,Colchester East Hants Health Centre,Gallbladder Surgery,28,141,113,83,156,73,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 2,Colchester East Hants Health Centre,Gallbladder Surgery,37,261,224,59,143,84,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 2,Colchester East Hants Health Centre,Gallbladder Surgery,50,112,62,92,216,124,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 2,Colchester East Hants Health Centre,Gallbladder Surgery,43,190,147,118,282,164,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 2,Colchester East Hants Health Centre,Gastrointestinal Tract Surgery,,,,36,63,27,182,90,1,0,0,0
2023_q3,2023,3,8095,Zone 2,Colchester East Hants Health Centre,Gastrointestinal Tract Surgery,,,,34,119,85,182,90,1,0,0,0
2023_q4,2023,4,8096,Zone 2,Colchester East Hants Health Centre,Gastrointestinal Tract Surgery,,,,51,62,11,182,90,1,0,0,0
2024_q1,2024,1,8097,Zone 2,Colchester East Hants Health Centre,Gastrointestinal Tract Surgery,,,,50,76,26,182,90,1,0,0,0
2024_q2,2024,2,8098,Zone 2,Colchester East Hants Health Centre,Gastrointestinal Tract Surgery,,,,47,112,65,182,90,1,0,0,0
2024_q3,2024,3,8099,Zone 2,Colchester East Hants Health Centre,Gastrointestinal Tract Surgery,,,,38,47,9,182,90,1,0,0,0
2024_q4,2024,4,8100,Zone 2,Colchester East Hants Health Centre,Gastrointestinal Tract Surgery,,,,42,75,33,182,90,1,0,0,0
2025_q1,2025,1,8101,Zone 2,Colchester East Hants Health Centre,Gastrointestinal Tract Surgery,,,,47,61,14,182,90,1,0,0,0
2025_q2,2025,2,8102,Zone 2,Colchester East Hants Health Centre,Gastrointestinal Tract Surgery,,,,49,133,84,182,90,1,0,0,0
2023_q2,2023,2,8094,Zone 2,Colchester East Hants Health Centre,Hernia Repair (Adult),68,214,146,80,531,451,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 2,Colchester East Hants Health Centre,Hernia Repair (Adult),27,88,61,68,173,105,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 2,Colchester East Hants Health Centre,Hernia Repair (Adult),43,144,101,110,304,194,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 2,Colchester East Hants Health Centre,Hernia Repair (Adult),48,142,94,55,227,172,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 2,Colchester East Hants Health Centre,Hernia Repair (Adult),42,123,81,91,222,131,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 2,Colchester East Hants Health Centre,Hernia Repair (Adult),40,204,164,99,222,123,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 2,Colchester East Hants Health Centre,Hernia Repair (Adult),57,91,34,131,270,139,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 2,Colchester East Hants Health Centre,Hernia Repair (Adult),58,130,72,151,312,161,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 2,Colchester East Hants Health Centre,Hernia Repair (Adult),21,404,383,153,345,192,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 2,Colchester East Hants Health Centre,Hernia Repair - Incisional,,,,131,163,32,182,90,1,0,0,0
2023_q4,2023,4,8096,Zone 2,Colchester East Hants Health Centre,Hernia Repair - Incisional,,,,165,232,67,182,90,1,0,0,0
2024_q1,2024,1,8097,Zone 2,Colchester East Hants Health Centre,Hernia Repair - Incisional,,,,97,316,219,182,90,1,0,0,0
2024_q2,2024,2,8098,Zone 2,Colchester East Hants Health Centre,Hernia Repair - Incisional,,,,106,169,63,182,90,1,0,0,0
2024_q3,2024,3,8099,Zone 2,Colchester East Hants Health Centre,Hernia Repair - Incisional,,,,90,183,93,182,90,1,0,0,0
2024_q4,2024,4,8100,Zone 2,Colchester East Hants Health Centre,Hernia Repair - Incisional,,,,128,268,140,182,90,1,0,0,0
2025_q1,2025,1,8101,Zone 2,Colchester East Hants Health Centre,Hernia Repair - Incisional,,,,209,371,162,182,90,1,1,0,0
2025_q2,2025,2,8102,Zone 2,Colchester East Hants Health Centre,Hernia Repair - Incisional,,,,153,223,70,182,90,1,0,0,0
2023_q2,2023,2,8094,Zone 2,Colchester East Hants Health Centre,Hernia Repair - Inguinal/Femoral,68,214,146,71,531,460,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 2,Colchester East Hants Health Centre,Hernia Repair - Inguinal/Femoral,26,88,62,59,141,82,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 2,Colchester East Hants Health Centre,Hernia Repair - Inguinal/Femoral,41,106,65,93,304,211,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 2,Colchester East Hants Health Centre,Hernia Repair - Inguinal/Femoral,44,112,68,55,182,127,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 2,Colchester East Hants Health Centre,Hernia Repair - Inguinal/Femoral,45,123,78,84,181,97,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 2,Colchester East Hants Health Centre,Hernia Repair - Inguinal/Femoral,38,94,56,108,245,137,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 2,Colchester East Hants Health Centre,Hernia Repair - Inguinal/Femoral,56,89,33,118,262,144,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 2,Colchester East Hants Health Centre,Hernia Repair - Inguinal/Femoral,55,98,43,127,195,68,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 2,Colchester East Hants Health Centre,Hernia Repair - Inguinal/Femoral,23,50,27,153,345,192,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 2,Colchester East Hants Health Centre,Hernia Repair - Umbilical,85,202,117,151,297,146,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 2,Colchester East Hants Health Centre,Hernia Repair - Umbilical,27,64,37,47,227,180,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 2,Colchester East Hants Health Centre,Hernia Repair - Umbilical,37,66,29,115,344,229,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 2,Colchester East Hants Health Centre,Hernia Repair - Umbilical,43,87,44,55,284,229,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 2,Colchester East Hants Health Centre,Hernia Repair - Umbilical,48,85,37,69,366,297,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 2,Colchester East Hants Health Centre,Hernia Repair - Umbilical,40,198,158,80,192,112,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 2,Colchester East Hants Health Centre,Hernia Repair - Umbilical,57,89,32,123,216,93,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 2,Colchester East Hants Health Centre,Hernia Repair - Umbilical,62,121,59,151,194,43,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 2,Colchester East Hants Health Centre,Hernia Repair - Umbilical,17,344,327,160,278,118,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 2,Colchester East Hants Health Centre,Hysterectomy (Cancer Not Suspected),228,362,134,201,640,439,182,90,1,1,1,1
2023_q3,2023,3,8095,Zone 2,Colchester East Hants Health Centre,Hysterectomy (Cancer Not Suspected),98,546,448,96,240,144,182,90,1,0,1,1
2023_q4,2023,4,8096,Zone 2,Colchester East Hants Health Centre,Hysterectomy (Cancer Not Suspected),121,266,145,103,191,88,182,90,1,0,1,1
2024_q1,2024,1,8097,Zone 2,Colchester East Hants Health Centre,Hysterectomy (Cancer Not Suspected),65,206,141,95,219,124,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 2,Colchester East Hants Health Centre,Hysterectomy (Cancer Not Suspected),98,353,255,108,358,250,182,90,1,0,1,1
2024_q3,2024,3,8099,Zone 2,Colchester East Hants Health Centre,Hysterectomy (Cancer Not Suspected),156,318,162,110,355,245,182,90,1,0,1,1
2024_q4,2024,4,8100,Zone 2,Colchester East Hants Health Centre,Hysterectomy (Cancer Not Suspected),196,518,322,71,229,158,182,90,1,0,1,1
2025_q1,2025,1,8101,Zone 2,Colchester East Hants Health Centre,Hysterectomy (Cancer Not Suspected),167,583,416,92,369,277,182,90,1,0,1,1
2025_q2,2025,2,8102,Zone 2,Colchester East Hants Health Centre,Hysterectomy (Cancer Not Suspected),67,504,437,56,96,40,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 2,Colchester East Hants Health Centre,Hysteroscopy,44,213,169,58,132,74,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 2,Colchester East Hants Health Centre,Hysteroscopy,63,330,267,65,282,217,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 2,Colchester East Hants Health Centre,Hysteroscopy,58,300,242,49,97,48,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 2,Colchester East Hants Health Centre,Hysteroscopy,52,153,101,47,131,84,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 2,Colchester East Hants Health Centre,Hysteroscopy,62,240,178,50,151,101,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 2,Colchester East Hants Health Centre,Hysteroscopy,72,298,226,58,111,53,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 2,Colchester East Hants Health Centre,Hysteroscopy,64,188,124,37,82,45,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 2,Colchester East Hants Health Centre,Hysteroscopy,62,213,151,64,137,73,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 2,Colchester East Hants Health Centre,Hysteroscopy,64,261,197,54,89,35,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 2,Colchester East Hants Health Centre,Kidney Stone Surgery,17,363,346,26,197,171,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 2,Colchester East Hants Health Centre,Kidney Stone Surgery,23,113,90,94,219,125,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 2,Colchester East Hants Health Centre,Kidney Stone Surgery,22,154,132,87,246,159,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 2,Colchester East Hants Health Centre,Kidney Stone Surgery,20,70,50,82,136,54,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 2,Colchester East Hants Health Centre,Kidney Stone Surgery,17,218,201,69,131,62,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 2,Colchester East Hants Health Centre,Kidney Stone Surgery,18,113,95,75,246,171,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 2,Colchester East Hants Health Centre,Kidney Stone Surgery,12,56,44,70,197,127,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 2,Colchester East Hants Health Centre,Kidney Stone Surgery,15,118,103,55,212,157,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 2,Colchester East Hants Health Centre,Kidney Stone Surgery,28,156,128,75,220,145,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 2,Colchester East Hants Health Centre,Male Circumcision (Adult),106,394,288,,,,182,90,0,0,1,1
2023_q3,2023,3,8095,Zone 2,Colchester East Hants Health Centre,Male Circumcision (Adult),69,520,451,,,,182,90,0,0,1,0
2024_q1,2024,1,8097,Zone 2,Colchester East Hants Health Centre,Male Circumcision (Adult),125,737,612,,,,182,90,0,0,1,1
2024_q2,2024,2,8098,Zone 2,Colchester East Hants Health Centre,Male Circumcision (Adult),261,602,341,,,,182,90,0,0,1,1
2024_q3,2024,3,8099,Zone 2,Colchester East Hants Health Centre,Male Circumcision (Adult),141,316,175,,,,182,90,0,0,1,1
2024_q4,2024,4,8100,Zone 2,Colchester East Hants Health Centre,Male Circumcision (Adult),32,217,185,,,,182,90,0,0,1,0
2025_q1,2025,1,8101,Zone 2,Colchester East Hants Health Centre,Male Circumcision (Adult),179,568,389,,,,182,90,0,0,1,1
2025_q2,2025,2,8102,Zone 2,Colchester East Hants Health Centre,Male Circumcision (Adult),418,523,105,,,,182,90,0,0,1,1
2023_q2,2023,2,8094,Zone 2,Colchester East Hants Health Centre,Male Reproductive System Surgery,109,394,285,76,469,393,182,90,1,0,1,1
2023_q3,2023,3,8095,Zone 2,Colchester East Hants Health Centre,Male Reproductive System Surgery,113,204,91,53,692,639,182,90,1,0,1,1
2023_q4,2023,4,8096,Zone 2,Colchester East Hants Health Centre,Male Reproductive System Surgery,76,540,464,178,415,237,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 2,Colchester East Hants Health Centre,Male Reproductive System Surgery,169,593,424,385,629,244,182,90,1,1,1,1
2024_q2,2024,2,8098,Zone 2,Colchester East Hants Health Centre,Male Reproductive System Surgery,146,602,456,222,358,136,182,90,1,1,1,1
2024_q3,2024,3,8099,Zone 2,Colchester East Hants Health Centre,Male Reproductive System Surgery,134,316,182,329,400,71,182,90,1,1,1,1
2024_q4,2024,4,8100,Zone 2,Colchester East Hants Health Centre,Male Reproductive System Surgery,39,217,178,226,426,200,182,90,1,1,1,0
2025_q1,2025,1,8101,Zone 2,Colchester East Hants Health Centre,Male Reproductive System Surgery,194,568,374,179,362,183,182,90,1,0,1,1
2025_q2,2025,2,8102,Zone 2,Colchester East Hants Health Centre,Male Reproductive System Surgery,223,523,300,186,474,288,182,90,1,1,1,1
2023_q2,2023,2,8094,Zone 2,Colchester East Hants Health Centre,Pelvic Floor Repair,205,361,156,,,,182,90,0,0,1,1
2023_q3,2023,3,8095,Zone 2,Colchester East Hants Health Centre,Pelvic Floor Repair,144,283,139,,,,182,90,0,0,1,1
2023_q4,2023,4,8096,Zone 2,Colchester East Hants Health Centre,Pelvic Floor Repair,169,867,698,,,,182,90,0,0,1,1
2024_q1,2024,1,8097,Zone 2,Colchester East Hants Health Centre,Pelvic Floor Repair,86,234,148,,,,182,90,0,0,1,0
2024_q2,2024,2,8098,Zone 2,Colchester East Hants Health Centre,Pelvic Floor Repair,184,310,126,,,,182,90,0,0,1,1
2024_q3,2024,3,8099,Zone 2,Colchester East Hants Health Centre,Pelvic Floor Repair,257,505,248,,,,182,90,0,0,1,1
2024_q4,2024,4,8100,Zone 2,Colchester East Hants Health Centre,Pelvic Floor Repair,247,445,198,,,,182,90,0,0,1,1
2025_q1,2025,1,8101,Zone 2,Colchester East Hants Health Centre,Pelvic Floor Repair,72,353,281,,,,182,90,0,0,1,0
2025_q2,2025,2,8102,Zone 2,Colchester East Hants Health Centre,Pelvic Floor Repair,95,391,296,,,,182,90,0,0,1,1
2023_q2,2023,2,8094,Zone 2,Colchester East Hants Health Centre,Prostate Surgery,,,,284,617,333,182,90,1,1,0,0
2023_q3,2023,3,8095,Zone 2,Colchester East Hants Health Centre,Prostate Surgery,,,,122,358,236,182,90,1,0,0,0
2023_q4,2023,4,8096,Zone 2,Colchester East Hants Health Centre,Prostate Surgery,,,,190,444,254,182,90,1,1,0,0
2024_q1,2024,1,8097,Zone 2,Colchester East Hants Health Centre,Prostate Surgery,,,,309,573,264,182,90,1,1,0,0
2024_q2,2024,2,8098,Zone 2,Colchester East Hants Health Centre,Prostate Surgery,,,,324,531,207,182,90,1,1,0,0
2024_q3,2024,3,8099,Zone 2,Colchester East Hants Health Centre,Prostate Surgery,,,,111,412,301,182,90,1,0,0,0
2024_q4,2024,4,8100,Zone 2,Colchester East Hants Health Centre,Prostate Surgery,,,,211,253,42,182,90,1,1,0,0
2025_q1,2025,1,8101,Zone 2,Colchester East Hants Health Centre,Prostate Surgery,,,,203,435,232,182,90,1,1,0,0
2025_q2,2025,2,8102,Zone 2,Colchester East Hants Health Centre,Prostate Surgery,,,,155,449,294,182,90,1,0,0,0
2023_q2,2023,2,8094,Zone 2,Cumberland Regional,Cataract Surgery,226,358,132,41,73,32,182,90,1,0,1,1
2023_q3,2023,3,8095,Zone 2,Cumberland Regional,Cataract Surgery,248,269,21,71,147,76,182,90,1,0,1,1
2023_q4,2023,4,8096,Zone 2,Cumberland Regional,Cataract Surgery,232,275,43,56,183,127,182,90,1,0,1,1
2024_q1,2024,1,8097,Zone 2,Cumberland Regional,Cataract Surgery,212,255,43,63,126,63,182,90,1,0,1,1
2024_q2,2024,2,8098,Zone 2,Cumberland Regional,Cataract Surgery,264,297,33,81,147,66,182,90,1,0,1,1
2024_q3,2024,3,8099,Zone 2,Cumberland Regional,Cataract Surgery,288,316,28,99,134,35,182,90,1,0,1,1
2024_q4,2024,4,8100,Zone 2,Cumberland Regional,Cataract Surgery,291,323,32,105,143,38,182,90,1,0,1,1
2025_q1,2025,1,8101,Zone 2,Cumberland Regional,Cataract Surgery,246,282,36,112,133,21,182,90,1,0,1,1
2025_q2,2025,2,8102,Zone 2,Cumberland Regional,Cataract Surgery,185,309,124,109,154,45,182,90,1,0,1,1
2023_q2,2023,2,8094,Zone 2,Cumberland Regional,Dental Extractions and Restorations (Pediatric),36,71,35,34,108,74,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 2,Cumberland Regional,Dental Extractions and Restorations (Pediatric),30,109,79,64,112,48,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 2,Cumberland Regional,Dental Extractions and Restorations (Pediatric),35,86,51,71,120,49,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 2,Cumberland Regional,Dental Extractions and Restorations (Pediatric),26,108,82,61,127,66,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 2,Cumberland Regional,Dental Extractions and Restorations (Pediatric),28,70,42,66,169,103,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 2,Cumberland Regional,Dental Extractions and Restorations (Pediatric),43,127,84,88,136,48,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 2,Cumberland Regional,Dental Extractions and Restorations (Pediatric),42,87,45,82,197,115,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 2,Cumberland Regional,Dental Extractions and Restorations (Pediatric),22,34,12,116,196,80,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 2,Cumberland Regional,Dental Extractions and Restorations (Pediatric),31,81,50,81,152,71,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 2,Cumberland Regional,Gallbladder Surgery,48,114,66,67,200,133,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 2,Cumberland Regional,Gallbladder Surgery,7,56,49,49,101,52,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 2,Cumberland Regional,Gallbladder Surgery,14,43,29,43,150,107,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 2,Cumberland Regional,Gallbladder Surgery,35,91,56,45,105,60,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 2,Cumberland Regional,Gallbladder Surgery,17,65,48,47,103,56,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 2,Cumberland Regional,Gallbladder Surgery,41,110,69,25,41,16,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 2,Cumberland Regional,Gallbladder Surgery,21,76,55,42,76,34,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 2,Cumberland Regional,Gallbladder Surgery,46,118,72,38,89,51,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 2,Cumberland Regional,Gallbladder Surgery,15,51,36,33,118,85,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 2,Cumberland Regional,Gastrointestinal Tract Surgery - Laparoscopic,,,,36,58,22,182,90,1,0,0,0
2023_q4,2023,4,8096,Zone 2,Cumberland Regional,Gastrointestinal Tract Surgery - Laparoscopic,,,,20,34,14,182,90,1,0,0,0
2024_q1,2024,1,8097,Zone 2,Cumberland Regional,Gastrointestinal Tract Surgery - Laparoscopic,,,,43,91,48,182,90,1,0,0,0
2024_q2,2024,2,8098,Zone 2,Cumberland Regional,Gastrointestinal Tract Surgery - Laparoscopic,,,,26,42,16,182,90,1,0,0,0
2024_q3,2024,3,8099,Zone 2,Cumberland Regional,Gastrointestinal Tract Surgery - Laparoscopic,,,,14,18,4,182,90,1,0,0,0
2024_q4,2024,4,8100,Zone 2,Cumberland Regional,Gastrointestinal Tract Surgery - Laparoscopic,,,,29,41,12,182,90,1,0,0,0
2025_q1,2025,1,8101,Zone 2,Cumberland Regional,Gastrointestinal Tract Surgery - Laparoscopic,,,,26,41,15,182,90,1,0,0,0
2025_q2,2025,2,8102,Zone 2,Cumberland Regional,Gastrointestinal Tract Surgery - Laparoscopic,,,,26,36,10,182,90,1,0,0,0
2023_q2,2023,2,8094,Zone 2,Cumberland Regional,Hernia Repair (Adult),36,147,111,73,193,120,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 2,Cumberland Regional,Hernia Repair (Adult),71,112,41,47,140,93,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 2,Cumberland Regional,Hernia Repair (Adult),28,98,70,56,179,123,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 2,Cumberland Regional,Hernia Repair (Adult),38,98,60,50,120,70,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 2,Cumberland Regional,Hernia Repair (Adult),55,106,51,55,133,78,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 2,Cumberland Regional,Hernia Repair (Adult),50,118,68,41,97,56,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 2,Cumberland Regional,Hernia Repair (Adult),52,136,84,61,110,49,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 2,Cumberland Regional,Hernia Repair (Adult),40,205,165,69,111,42,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 2,Cumberland Regional,Hernia Repair (Adult),83,214,131,41,74,33,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 2,Cumberland Regional,Hernia Repair - Inguinal/Femoral,28,63,35,69,208,139,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 2,Cumberland Regional,Hernia Repair - Inguinal/Femoral,55,112,57,37,124,87,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 2,Cumberland Regional,Hernia Repair - Inguinal/Femoral,25,90,65,51,150,99,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 2,Cumberland Regional,Hernia Repair - Inguinal/Femoral,36,80,44,50,120,70,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 2,Cumberland Regional,Hernia Repair - Inguinal/Femoral,55,97,42,52,140,88,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 2,Cumberland Regional,Hernia Repair - Inguinal/Femoral,50,77,27,41,55,14,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 2,Cumberland Regional,Hernia Repair - Inguinal/Femoral,34,118,84,57,98,41,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 2,Cumberland Regional,Hernia Repair - Inguinal/Femoral,47,205,158,69,114,45,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 2,Cumberland Regional,Hernia Repair - Inguinal/Femoral,83,217,134,35,66,31,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 2,Cumberland Regional,Septoplasty,,,,30,397,367,182,90,1,0,0,0
2023_q3,2023,3,8095,Zone 2,Cumberland Regional,Septoplasty,,,,72,236,164,182,90,1,0,0,0
2023_q4,2023,4,8096,Zone 2,Cumberland Regional,Septoplasty,,,,56,120,64,182,90,1,0,0,0
2024_q1,2024,1,8097,Zone 2,Cumberland Regional,Septoplasty,,,,37,48,11,182,90,1,0,0,0
2024_q2,2024,2,8098,Zone 2,Cumberland Regional,Septoplasty,,,,38,57,19,182,90,1,0,0,0
2024_q3,2024,3,8099,Zone 2,Cumberland Regional,Septoplasty,,,,65,96,31,182,90,1,0,0,0
2024_q4,2024,4,8100,Zone 2,Cumberland Regional,Septoplasty,,,,109,222,113,182,90,1,0,0,0
2025_q1,2025,1,8101,Zone 2,Cumberland Regional,Septoplasty,,,,89,158,69,182,90,1,0,0,0
2023_q2,2023,2,8094,Zone 2,Cumberland Regional,Thyroid or Parathyroid Surgery,51,279,228,53,128,75,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 2,Cumberland Regional,Thyroid or Parathyroid Surgery,60,137,77,40,64,24,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 2,Cumberland Regional,Thyroid or Parathyroid Surgery,83,116,33,51,72,21,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 2,Cumberland Regional,Thyroid or Parathyroid Surgery,56,193,137,42,51,9,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 2,Cumberland Regional,Thyroid or Parathyroid Surgery,62,134,72,63,382,319,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 2,Cumberland Regional,Thyroid or Parathyroid Surgery,75,215,140,58,85,27,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 2,Cumberland Regional,Thyroid or Parathyroid Surgery,49,143,94,81,112,31,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 2,Cumberland Regional,Thyroid or Parathyroid Surgery,55,298,243,97,141,44,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 2,Cumberland Regional,Thyroid or Parathyroid Surgery,63,208,145,77,133,56,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 4,Dartmouth General,Bladder Cancer Surgery,,,,179,1174,995,182,90,1,0,0,0
2023_q3,2023,3,8095,Zone 4,Dartmouth General,Bladder Cancer Surgery,,,,279,1356,1077,182,90,1,1,0,0
2023_q4,2023,4,8096,Zone 4,Dartmouth General,Bladder Cancer Surgery,,,,80,1188,1108,182,90,1,0,0,0
2024_q1,2024,1,8097,Zone 4,Dartmouth General,Bladder Cancer Surgery,,,,56,590,534,182,90,1,0,0,0
2024_q2,2024,2,8098,Zone 4,Dartmouth General,Bladder Cancer Surgery,,,,84,344,260,182,90,1,0,0,0
2024_q3,2024,3,8099,Zone 4,Dartmouth General,Bladder Cancer Surgery,,,,44,72,28,182,90,1,0,0,0
2024_q4,2024,4,8100,Zone 4,Dartmouth General,Bladder Cancer Surgery,,,,54,124,70,182,90,1,0,0,0
2025_q1,2025,1,8101,Zone 4,Dartmouth General,Bladder Cancer Surgery,,,,40,111,71,182,90,1,0,0,0
2025_q2,2025,2,8102,Zone 4,Dartmouth General,Bladder Cancer Surgery,,,,33,95,62,182,90,1,0,0,0
2023_q2,2023,2,8094,Zone 4,Dartmouth General,Bowel Resection,17,52,35,25,66,41,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 4,Dartmouth General,Bowel Resection,15,48,33,50,146,96,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 4,Dartmouth General,Bowel Resection,17,154,137,24,52,28,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 4,Dartmouth General,Bowel Resection,9,23,14,27,48,21,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 4,Dartmouth General,Bowel Resection,15,392,377,35,45,10,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 4,Dartmouth General,Bowel Resection,21,230,209,32,73,41,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 4,Dartmouth General,Bowel Resection,20,288,268,36,53,17,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 4,Dartmouth General,Bowel Resection,25,79,54,35,123,88,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 4,Dartmouth General,Bowel Resection,18,172,154,28,80,52,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 4,Dartmouth General,Bowel Resection - Laparoscopic,16,52,36,24,55,31,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 4,Dartmouth General,Bowel Resection - Laparoscopic,12,44,32,45,120,75,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 4,Dartmouth General,Bowel Resection - Laparoscopic,15,104,89,24,45,21,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 4,Dartmouth General,Bowel Resection - Laparoscopic,9,23,14,26,48,22,182,90,1,0,1,0
