period,year,quarter,year_quarter_index,zone,facility,procedure,consult_median,consult_90th,consult_tail_gap,surgery_median,surgery_90th,surgery_tail_gap,surgery_target_days,consult_target_days,surgery_measured,surgery_breach,consult_measured,consult_breach
2023_q2,2023,2,8094,Zone 4,QE2,Hip Replacement Revision,,,,51,143,92,182,90,1,0,0,0
2023_q4,2023,4,8096,Zone 4,QE2,Hip Replacement Revision,,,,61,139,78,182,90,1,0,0,0
2024_q1,2024,1,8097,Zone 4,QE2,Hip Replacement Revision,,,,37,148,111,182,90,1,0,0,0
2024_q2,2024,2,8098,Zone 4,QE2,Hip Replacement Revision,,,,75,507,432,182,90,1,0,0,0
2024_q3,2024,3,8099,Zone 4,QE2,Hip Replacement Revision,,,,95,295,200,182,90,1,0,0,0
2024_q4,2024,4,8100,Zone 4,QE2,Hip Replacement Revision,,,,88,500,412,182,90,1,0,0,0
2025_q1,2025,1,8101,Zone 4,QE2,Hip Replacement Revision,,,,65,215,150,182,90,1,0,0,0
2025_q2,2025,2,8102,Zone 4,QE2,Hip Replacement Revision,,,,218,455,237,182,90,1,1,0,0
2023_q2,2023,2,8094,Zone 4,QE2,Hysterectomy (Cancer Not Suspected),10,42,32,41,65,24,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 4,QE2,Hysterectomy (Cancer Not Suspected),15,21,6,37,91,54,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 4,QE2,Hysterectomy (Cancer Not Suspected),15,24,9,37,44,7,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 4,QE2,Hysterectomy (Cancer Not Suspected),,,,39,58,19,182,90,1,0,0,0
2024_q2,2024,2,8098,Zone 4,QE2,Hysterectomy (Cancer Not Suspected),14,37,23,29,48,19,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 4,QE2,Hysterectomy (Cancer Not Suspected),28,31,3,41,55,14,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 4,QE2,Hysterectomy (Cancer Not Suspected),15,18,3,24,77,53,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 4,QE2,Hysterectomy (Cancer Not Suspected),10,26,16,30,42,12,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 4,QE2,Hysterectomy (Cancer Not Suspected),15,20,5,28,98,70,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 4,QE2,Hysterectomy (Cancer Suspected or Proven),9,51,42,49,72,23,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 4,QE2,Hysterectomy (Cancer Suspected or Proven),13,21,8,55,76,21,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 4,QE2,Hysterectomy (Cancer Suspected or Proven),14,33,19,41,65,24,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 4,QE2,Hysterectomy (Cancer Suspected or Proven),11,30,19,33,49,16,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 4,QE2,Hysterectomy (Cancer Suspected or Proven),9,38,29,41,99,58,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 4,QE2,Hysterectomy (Cancer Suspected or Proven),14,32,18,34,72,38,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 4,QE2,Hysterectomy (Cancer Suspected or Proven),14,29,15,25,46,21,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 4,QE2,Hysterectomy (Cancer Suspected or Proven),11,24,13,27,39,12,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 4,QE2,Hysterectomy (Cancer Suspected or Proven),21,37,16,21,36,15,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 4,QE2,Kidney / Upper Urinary Tract,,,,57,267,210,182,90,1,0,0,0
2023_q3,2023,3,8095,Zone 4,QE2,Kidney / Upper Urinary Tract,99,104,5,30,42,12,182,90,1,0,1,1
2023_q4,2023,4,8096,Zone 4,QE2,Kidney / Upper Urinary Tract,33,152,119,48,106,58,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 4,QE2,Kidney / Upper Urinary Tract,35,104,69,51,123,72,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 4,QE2,Kidney / Upper Urinary Tract,16,77,61,36,126,90,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 4,QE2,Kidney / Upper Urinary Tract,41,111,70,44,175,131,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 4,QE2,Kidney / Upper Urinary Tract,28,57,29,48,167,119,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 4,QE2,Kidney / Upper Urinary Tract,70,193,123,43,170,127,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 4,QE2,Kidney / Upper Urinary Tract,70,245,175,33,117,84,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 4,QE2,Kidney Removal,19,28,9,67,137,70,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 4,QE2,Kidney Removal,17,45,28,67,117,50,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 4,QE2,Kidney Removal,18,63,45,51,105,54,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 4,QE2,Kidney Removal,16,38,22,65,145,80,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 4,QE2,Kidney Removal,11,25,14,56,185,129,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 4,QE2,Kidney Removal,13,54,41,87,182,95,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 4,QE2,Kidney Removal,16,68,52,69,182,113,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 4,QE2,Kidney Removal,15,48,33,80,145,65,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 4,QE2,Kidney Removal,15,47,32,71,107,36,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 4,QE2,Kidney Stone Surgery,31,78,47,45,91,46,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 4,QE2,Kidney Stone Surgery,45,90,45,35,88,53,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 4,QE2,Kidney Stone Surgery,33,71,38,41,117,76,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 4,QE2,Kidney Stone Surgery,20,81,61,45,99,54,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 4,QE2,Kidney Stone Surgery,31,112,81,54,126,72,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 4,QE2,Kidney Stone Surgery,39,73,34,47,138,91,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 4,QE2,Kidney Stone Surgery,38,103,65,55,130,75,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 4,QE2,Kidney Stone Surgery,49,91,42,44,118,74,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 4,QE2,Kidney Stone Surgery,27,55,28,35,136,101,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 4,QE2,Knee Replacement,137,329,192,359,1227,868,182,90,1,1,1,1
2023_q3,2023,3,8095,Zone 4,QE2,Knee Replacement,91,224,133,281,1392,1111,182,90,1,1,1,1
2023_q4,2023,4,8096,Zone 4,QE2,Knee Replacement,135,392,257,438,1355,917,182,90,1,1,1,1
2024_q1,2024,1,8097,Zone 4,QE2,Knee Replacement,101,316,215,417,1342,925,182,90,1,1,1,1
2024_q2,2024,2,8098,Zone 4,QE2,Knee Replacement,115,335,220,342,1226,884,182,90,1,1,1,1
2024_q3,2024,3,8099,Zone 4,QE2,Knee Replacement,116,287,171,360,1111,751,182,90,1,1,1,1
2024_q4,2024,4,8100,Zone 4,QE2,Knee Replacement,87,315,228,335,1156,821,182,90,1,1,1,0
2025_q1,2025,1,8101,Zone 4,QE2,Knee Replacement,136,362,226,357,1051,694,182,90,1,1,1,1
2025_q2,2025,2,8102,Zone 4,QE2,Knee Replacement,104,364,260,300,1061,761,182,90,1,1,1,1
2023_q2,2023,2,8094,Zone 4,QE2,Knee Replacement - Partial,381,420,39,365,531,166,182,90,1,1,1,1
2023_q3,2023,3,8095,Zone 4,QE2,Knee Replacement - Partial,332,378,46,270,293,23,182,90,1,1,1,1
2023_q4,2023,4,8096,Zone 4,QE2,Knee Replacement - Partial,,,,325,373,48,182,90,1,1,0,0
2024_q1,2024,1,8097,Zone 4,QE2,Knee Replacement - Partial,136,182,46,204,323,119,182,90,1,1,1,1
2024_q2,2024,2,8098,Zone 4,QE2,Knee Replacement - Partial,157,195,38,60,69,9,182,90,1,0,1,1
2024_q3,2024,3,8099,Zone 4,QE2,Knee Replacement - Partial,182,217,35,58,100,42,182,90,1,0,1,1
2024_q4,2024,4,8100,Zone 4,QE2,Knee Replacement - Partial,301,435,134,69,104,35,182,90,1,0,1,1
2025_q1,2025,1,8101,Zone 4,QE2,Knee Replacement - Partial,356,364,8,58,71,13,182,90,1,0,1,1
2025_q2,2025,2,8102,Zone 4,QE2,Knee Replacement - Partial,238,362,124,69,120,51,182,90,1,0,1,1
2023_q2,2023,2,8094,Zone 4,QE2,Knee Replacement Revision,,,,66,127,61,182,90,1,0,0,0
2023_q3,2023,3,8095,Zone 4,QE2,Knee Replacement Revision,,,,81,131,50,182,90,1,0,0,0
2023_q4,2023,4,8096,Zone 4,QE2,Knee Replacement Revision,,,,89,129,40,182,90,1,0,0,0
2024_q1,2024,1,8097,Zone 4,QE2,Knee Replacement Revision,,,,166,488,322,182,90,1,0,0,0
2024_q2,2024,2,8098,Zone 4,QE2,Knee Replacement Revision,,,,219,941,722,182,90,1,1,0,0
2024_q3,2024,3,8099,Zone 4,QE2,Knee Replacement Revision,,,,89,144,55,182,90,1,0,0,0
2024_q4,2024,4,8100,Zone 4,QE2,Knee Replacement Revision,,,,76,474,398,182,90,1,0,0,0
2025_q1,2025,1,8101,Zone 4,QE2,Knee Replacement Revision,,,,84,334,250,182,90,1,0,0,0
2025_q2,2025,2,8102,Zone 4,QE2,Knee Replacement Revision,,,,112,416,304,182,90,1,0,0,0
2023_q2,2023,2,8094,Zone 4,QE2,Knee Scope,96,125,29,128,347,219,182,90,1,0,1,1
2023_q3,2023,3,8095,Zone 4,QE2,Knee Scope,123,322,199,151,274,123,182,90,1,0,1,1
2023_q4,2023,4,8096,Zone 4,QE2,Knee Scope,90,108,18,327,667,340,182,90,1,1,1,0
2024_q1,2024,1,8097,Zone 4,QE2,Knee Scope,62,141,79,114,220,106,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 4,QE2,Knee Scope,111,658,547,102,340,238,182,90,1,0,1,1
2024_q3,2024,3,8099,Zone 4,QE2,Knee Scope,58,203,145,93,164,71,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 4,QE2,Knee Scope,173,315,142,87,520,433,182,90,1,0,1,1
2025_q1,2025,1,8101,Zone 4,QE2,Knee Scope,39,146,107,101,238,137,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 4,QE2,Knee Scope,,,,143,374,231,182,90,1,0,0,0
2023_q2,2023,2,8094,Zone 4,QE2,Knee Scope with ACL Repair,134,204,70,130,278,148,182,90,1,0,1,1
2023_q3,2023,3,8095,Zone 4,QE2,Knee Scope with ACL Repair,62,200,138,119,271,152,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 4,QE2,Knee Scope with ACL Repair,53,95,42,119,326,207,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 4,QE2,Knee Scope with ACL Repair,61,174,113,115,179,64,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 4,QE2,Knee Scope with ACL Repair,39,193,154,131,207,76,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 4,QE2,Knee Scope with ACL Repair,64,112,48,120,284,164,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 4,QE2,Knee Scope with ACL Repair,72,133,61,98,239,141,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 4,QE2,Knee Scope with ACL Repair,45,68,23,124,257,133,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 4,QE2,Knee Scope with ACL Repair,238,277,39,243,375,132,182,90,1,1,1,1
2023_q2,2023,2,8094,Zone 4,QE2,Lacrimal Duct Probing,,,,128,318,190,182,90,1,0,0,0
2023_q3,2023,3,8095,Zone 4,QE2,Lacrimal Duct Probing,,,,77,195,118,182,90,1,0,0,0
2023_q4,2023,4,8096,Zone 4,QE2,Lacrimal Duct Probing,,,,57,752,695,182,90,1,0,0,0
2024_q1,2024,1,8097,Zone 4,QE2,Lacrimal Duct Probing,,,,48,119,71,182,90,1,0,0,0
2024_q2,2024,2,8098,Zone 4,QE2,Lacrimal Duct Probing,,,,39,188,149,182,90,1,0,0,0
2024_q3,2024,3,8099,Zone 4,QE2,Lacrimal Duct Probing,,,,64,122,58,182,90,1,0,0,0
2024_q4,2024,4,8100,Zone 4,QE2,Lacrimal Duct Probing,,,,98,250,152,182,90,1,0,0,0
2025_q1,2025,1,8101,Zone 4,QE2,Lacrimal Duct Probing,,,,115,475,360,182,90,1,0,0,0
2025_q2,2025,2,8102,Zone 4,QE2,Lacrimal Duct Probing,,,,146,264,118,182,90,1,0,0,0
