county,waterbody,waterbody_type,species,stocking_year,stocking_events,fish_released,avg_length_cm,avg_weight_g
Hants,UNNAMED,Lake,Brook Trout,1993,1,750,20.0,101.0
Hants,UNNAMED,Lake,Brook Trout,1994,1,1000,21.0,125.0
Hants,UNNAMED,Lake,Brook Trout,1995,1,616,22.0,111.0
Hants,UNNAMED,Lake,Brook Trout,1996,2,1109,23.5,168.5
Hants,UNNAMED,Lake,Brook Trout,1997,1,640,22.0,125.0
Hants,UNNAMED,Lake,Brook Trout,1998,1,840,22.0,100.0
Hants,UNNAMED,Lake,Brook Trout,1999,2,1550,22.0,112.5
Hants,UNNAMED,Lake,Brook Trout,2001,1,490,24.0,143.0
Hants,UNNAMED,Lake,Brook Trout,2002,1,560,22.0,125.0
Hants,VALLEY,Lake,Brook Trout,1977,2,1500,15.65,54.0
Hants,VALLEY,Lake,Brook Trout,1978,1,200,22.8,166.0
Hants,VALLEY,Lake,Brook Trout,1986,2,2010,19.0,95.0
Hants,VALLEY,Lake,Brook Trout,1990,1,2000,9.0,9.0
Hants,VALLEY,Lake,Brook Trout,1996,1,2720,17.5,59.0
Hants,VALLEY,Lake,Brook Trout,1999,1,3000,12.5,20.0
Hants,VALLEY,Lake,Brook Trout,2001,2,3341,17.05,93.4
Hants,VALLEY,Lake,Brook Trout,2003,2,3285,20.5,105.0
Hants,VALLEY,Lake,Brook Trout,2004,1,938,25.0,150.0
Hants,VALLEY,Lake,Brook Trout,2005,1,1050,25.0,200.0
Hants,VALLEY,Lake,Brook Trout,2006,1,2000,20.0,100.0
Hants,VALLEY,Lake,Brook Trout,2008,1,1000,20.0,100.0
Hants,VALLEY,Lake,Brook Trout,2010,1,1000,20.0,100.0
Hants,VALLEY,Lake,Brook Trout,2011,1,1000,20.0,100.0
Hants,VALLEY,Lake,Brook Trout,2019,1,1200,28.5,290.0
Hants,VALLEY,Lake,Brook Trout,2024,1,400,26.0,220.0
Hants,VALLEY,Lake,Brook Trout,2025,1,400,30.0,226.0
Hants,WALTON,River,Brook Trout,1990,1,3000,18.0,71.0
Hants,WALTON,River,Brook Trout,1994,1,40000,3.0,
Hants,WALTON,River,Brook Trout,1995,1,6000,6.5,
Hants,WALTON,River,Brook Trout,1996,1,10000,4.0,
Hants,WEST,Lake,Brook Trout,1992,1,4000,11.0,15.0
Hants,WEST,Lake,Brook Trout,1993,1,2224,15.0,45.0
Hants,WEST,Lake,Brook Trout,1994,1,3920,14.0,36.0
Hants,WEST,Lake,Brook Trout,1995,1,3880,14.0,35.0
Hants,WEST,Lake,Brook Trout,1996,1,1800,17.0,56.0
Hants,WEST,Lake,Brook Trout,1997,1,5400,13.5,27.0
Hants,WEST,Lake,Brook Trout,1998,1,2100,20.0,66.7
Hants,WEST,Lake,Brook Trout,1999,1,5000,10.0,10.0
Hants,WEST,Lake,Brook Trout,2001,1,5241,10.1,11.8
Hants,WEST,Lake,Brook Trout,2003,1,2333,16.0,60.0
Hants,WEST,Lake,Brook Trout,2005,1,3733,20.0,50.0
Hants,WEST,Lake,Brook Trout,2006,1,2800,15.0,50.0
Hants,WITHROW,Lake,Brook Trout,1976,1,799,17.9,61.0
Hants,WITHROW,Lake,Brook Trout,1977,1,904,17.1,63.0
Hants,WITHROW,Lake,Brook Trout,1978,1,228,23.5,175.0
Hants,WITHROW,Lake,Brook Trout,1980,1,1000,16.0,58.0
Hants,ZWICKER,Lake,Brook Trout,1977,2,1799,15.5,51.5
Hants,ZWICKER,Lake,Brook Trout,1978,2,524,22.1,141.0
Hants,ZWICKER,Lake,Brook Trout,1980,1,1500,15.5,45.0
Hants,ZWICKER,Lake,Brook Trout,1991,2,3500,13.0,21.5
Hants,ZWICKER,Lake,Brook Trout,1993,1,4510,16.0,45.0
Hants,ZWICKER,Lake,Brook Trout,1994,1,3920,14.0,36.0
Hants,ZWICKER,Lake,Brook Trout,1995,1,3880,35.0,35.0
Hants,ZWICKER,Lake,Brook Trout,1997,1,3040,12.5,26.0
Hants,ZWICKER,Lake,Brook Trout,1998,1,4200,17.5,50.0
Hants,ZWICKER,Lake,Brook Trout,1999,1,5000,10.0,10.0
Hants,ZWICKER,Lake,Brook Trout,2000,1,2000,17.6,80.0
Hants,ZWICKER,Lake,Brook Trout,2002,1,2800,18.0,50.0
Hants,ZWICKER,Lake,Brook Trout,2003,1,2333,16.0,60.0
Hants,ZWICKER,Lake,Brook Trout,2010,1,2000,12.5,30.0
Hants,ZWICKER,Lake,Brook Trout,2011,1,1500,12.5,30.0
Hants,ZWICKER,Lake,Brook Trout,2019,1,400,25.4,175.0
Hants,ZWICKER,Lake,Brook Trout,2020,1,675,26.0,180.0
Hants,ZWICKER,Lake,Brook Trout,2021,1,400,25.0,176.1
Hants,ZWICKER,Lake,Brook Trout,2023,1,400,25.0,165.0
Hants,ZWICKER,Lake,Brook Trout,2024,1,350,26.0,220.0
Hants,ZWICKER,Lake,Brook Trout,2025,1,300,30.0,226.0
Inverness,AINSLIE,Lake,Brook Trout,1976,1,2794,18.0,64.0
Inverness,AINSLIE,Lake,Brook Trout,1977,1,1001,16.0,37.0
Inverness,AINSLIE,Lake,Brook Trout,1981,1,3995,4.0,11.0
Inverness,AINSLIE,Lake,Brook Trout,1987,1,5435,11.2,16.0
Inverness,AINSLIE,Lake,Brook Trout,1988,1,5000,14.0,26.0
Inverness,AINSLIE,Lake,Brook Trout,1989,1,5000,11.5,16.0
Inverness,AINSLIE,Lake,Brook Trout,1990,1,6000,12.0,20.0
Inverness,AINSLIE,Lake,Brook Trout,1991,1,5000,14.2,32.0
Inverness,AINSLIE,Lake,Brook Trout,1993,1,5000,12.3,21.0
Inverness,AINSLIE,Lake,Brook Trout,1994,2,14860,13.3,26.5
Inverness,AINSLIE,Lake,Brook Trout,1995,1,3360,18.4,71.0
Inverness,AINSLIE,Lake,Brook Trout,1997,1,3960,14.0,30.0
Inverness,AINSLIE,Lake,Brook Trout,1998,1,2400,13.0,25.0
Inverness,AINSLIE,Lake,Brook Trout,2004,5,12415,27.0,448.8
Inverness,AINSLIE,Lake,Brook Trout,2005,4,3030,30.35,549.25
Inverness,AINSLIE,Lake,Brook Trout,2006,4,2026,32.0,570.5
Inverness,AINSLIE,Lake,Brook Trout,2007,4,2400,32.0,574.25
Inverness,AINSLIE,Lake,Brook Trout,2008,4,1511,32.25,584.0
Inverness,AINSLIE,Lake,Brook Trout,2020,1,743,23.0,168.0
Inverness,AINSLIE,Lake,Brook Trout,2021,3,1330,22.83,154.8
Inverness,AINSLIE,Lake,Brook Trout,2022,4,1084,32.3,384.5
Inverness,AINSLIE,Lake,Brook Trout,2023,6,1634,35.07,561.5
Inverness,AINSLIE,Lake,Brook Trout,2024,7,2969,30.37,346.3
Inverness,AINSLIE,Lake,Brook Trout,2025,9,55081,24.13,227.37
Inverness,AINSLIE Glen,Brook,Brook Trout,1983,1,2526,4.6,
Inverness,AUCOIN,Brook,Brook Trout,1982,1,12300,3.0,
Inverness,AUCOIN,Brook,Brook Trout,1983,1,2100,6.3,3.0
Inverness,AUCOIN,Brook,Brook Trout,1985,1,6034,5.7,2.0
Inverness,AUCOIN,Brook,Brook Trout,2006,1,114,13.2,26.3
Inverness,AUCOIN,Brook,Brook Trout,2007,1,3165,5.2,1.58
Inverness,AUCOIN,Brook,Brook Trout,2008,2,1941,40.5,57.0
Inverness,BEATONS,Brook,Brook Trout,1983,1,3789,4.6,
Inverness,BIG,Brook,Brook Trout,1976,2,1706,18.25,69.5
Inverness,BIG,Brook,Brook Trout,1982,2,12300,3.0,
Inverness,BIG,Brook,Brook Trout,1983,2,35185,3.8,
Inverness,BIG,Brook,Brook Trout,1997,1,1050,7.5,4.0
Inverness,BIG,Brook,Brook Trout,1998,1,1120,8.5,8.0
Inverness,BIG,Brook,Brook Trout,1999,1,1983,8.6,7.6
Inverness,BIG,Brook,Brook Trout,2000,1,7600,8.4,6.6
Inverness,BIG,Brook,Brook Trout,2001,1,3979,9.5,10.8
Inverness,BIG,Brook,Brook Trout,2002,1,2059,8.0,6.7
Inverness,BIG,Brook,Brook Trout,2003,1,2998,8.7,8.3
Inverness,BIG,Brook,Brook Trout,2020,1,1025,15.0,30.0
Inverness,BIG,Brook,Brook Trout,2021,2,250,27.1,221.0
Inverness,BIG,Brook,Brook Trout,2025,1,6600,5.0,0.78
Inverness,BLACK,River,Brook Trout,2004,1,3767,8.7,7.2
Inverness,BLACKSTONE,Brook,Brook Trout,1983,1,1263,4.6,
Inverness,BLACKSTONE,Brook,Brook Trout,1985,2,17679,8.15,19.0
Inverness,BLACKSTONE,Brook,Brook Trout,1998,1,7100,8.0,6.0
Inverness,BLACKSTONE,Brook,Brook Trout,1999,1,4319,8.5,8.1
Inverness,BLACKSTONE,Brook,Brook Trout,2000,1,3840,8.7,7.8
Inverness,BLACKSTONE,Brook,Brook Trout,2001,1,10162,8.6,7.6
Inverness,BLACKSTONE,Brook,Brook Trout,2002,1,9120,6.2,5.7
Inverness,BLACKSTONE,Brook,Brook Trout,2003,1,5421,7.7,6.3
Inverness,BLACKSTONE,Brook,Brook Trout,2004,1,2511,8.7,7.2
Inverness,BLUES,Brook,Brook Trout,1976,1,496,18.0,64.0
Inverness,BLUES,Brook,Brook Trout,1979,1,2999,11.0,8.0
Inverness,BLUES,Brook,Brook Trout,1980,1,1485,12.0,18.0
Inverness,BLUES,Brook,Rainbow Trout,1985,1,3000,19.3,83.0
Inverness,BRAS D'OR LITTLE NARROWS,Pond,Brook Trout,1996,1,760,13.3,26.0
Inverness,BRAS D'OR LITTLE NARROWS,Pond,Rainbow Trout,1985,1,3000,19.3,83.0
Inverness,BRAS D'OR LITTLE NARROWS,Pond,Rainbow Trout,1987,1,1700,23.7,149.0
Inverness,BRAS D'OR LITTLE NARROWS,Pond,Rainbow Trout,1991,2,3300,25.0,160.5
Inverness,BRAS D'OR LITTLE NARROWS,Pond,Rainbow Trout,1992,1,6000,15.3,40.0
Inverness,BRAS D'OR LITTLE NARROWS,Pond,Rainbow Trout,1993,1,1456,25.3,179.0
Inverness,BRAS D'OR LITTLE NARROWS,Pond,Rainbow Trout,1994,2,4610,26.65,209.0
Inverness,BRAS D'OR LITTLE NARROWS,Pond,Rainbow Trout,1996,1,2000,27.0,285.0
Inverness,BRAS D'OR LITTLE NARROWS,Pond,Rainbow Trout,1999,1,2336,23.0,137.0
Inverness,BRAS D'OR LITTLE NARROWS,Pond,Rainbow Trout,2000,1,1640,25.0,244.0
Inverness,BRAS D'OR LITTLE NARROWS,Pond,Rainbow Trout,2003,1,1728,24.0,185.0
Inverness,BRAS D'OR LITTLE NARROWS,Pond,Rainbow Trout,2005,1,3510,19.3,82.2
Inverness,BRAS D'OR LITTLE NARROWS,Pond,Rainbow Trout,2006,2,7464,18.0,63.5
Inverness,BRAS D'OR LITTLE NARROWS,Pond,Rainbow Trout,2007,1,2600,11.0,69.0
Inverness,BRAS D'OR LITTLE NARROWS,Pond,Rainbow Trout,2008,2,2875,21.0,107.0
Inverness,BRAS D'OR LITTLE NARROWS,Pond,Rainbow Trout,2010,1,1080,32.0,333.0
Inverness,BRAS D'OR LITTLE NARROWS,Pond,Rainbow Trout,2012,1,1184,25.7,270.3
Inverness,BRAS D'OR LITTLE NARROWS,Pond,Rainbow Trout,2015,1,2300,25.0,130.0
Inverness,BRAS D'OR WHYCOCOMAGH BAY,Lake,Rainbow Trout,1991,1,1500,25.0,192.0
Inverness,BRAS D'OR WHYCOCOMAGH BAY,Lake,Rainbow Trout,1992,3,6515,23.6,181.67
Inverness,BRAS D'OR WHYCOCOMAGH BAY,Lake,Rainbow Trout,1998,1,1782,22.0,123.5
Inverness,BRAS D'OR WHYCOCOMAGH BAY,Lake,Rainbow Trout,2010,1,1200,32.0,333.0
Inverness,BRIDGEND,Brook,Brook Trout,1976,1,1285,17.5,50.0
Inverness,BRIDGEND,Brook,Brook Trout,1979,1,2999,11.0,8.0
Inverness,BRIDGEND,Brook,Brook Trout,1980,1,2497,12.0,18.0
Inverness,BRIDGEND,Brook,Brook Trout,1981,1,2001,3.0,8.0
Inverness,BRIDGEND,Brook,Brook Trout,1986,1,11550,1.5,
Inverness,BRIDGEND,Brook,Rainbow Trout,1991,2,1000,17.0,65.0
Inverness,BROAD COVE,River,Brook Trout,1976,1,999,18.0,64.0
Inverness,BROAD COVE,River,Brook Trout,1979,1,3995,10.0,5.0
Inverness,BROAD COVE,River,Brook Trout,1980,1,454,23.0,113.0
Inverness,BROAD COVE,River,Brook Trout,1991,1,7500,6.5,3.0
Inverness,BROAD COVE,River,Brook Trout,2005,1,8448,4.4,0.94
Inverness,BROAD COVE,River,Brook Trout,2025,2,862,21.3,191.0
Inverness,CAMERON,Brook,Brook Trout,1983,1,1040,3.9,
Inverness,CAMERON,Brook,Brook Trout,1984,1,6930,1.4,
Inverness,CAMERON,Brook,Brook Trout,1985,1,13853,4.4,
Inverness,CAMERON,Brook,Brook Trout,1997,1,1050,7.5,4.0
Inverness,CAMERON,Brook,Brook Trout,1999,1,1322,8.6,7.6
Inverness,CAMERON,Brook,Brook Trout,2000,1,1269,8.4,7.1
Inverness,CAMERON,Brook,Brook Trout,2001,2,6880,9.05,9.4
Inverness,CAMERON,Brook,Brook Trout,2002,1,2729,8.1,7.0
Inverness,CAMERON,Brook,Brook Trout,2003,1,4860,7.5,5.6
Inverness,CAPTAIN ALLANS,Brook,Brook Trout,1983,1,5200,3.9,
Inverness,CAPTAIN ALLANS,Brook,Brook Trout,1984,1,6500,1.4,
Inverness,CAPTAIN ALLANS,Brook,Brook Trout,1985,1,10301,4.4,
Inverness,CAPTAIN ALLANS,Brook,Brook Trout,1998,1,1400,8.5,8.0
Inverness,CAPTAIN ALLANS,Brook,Brook Trout,1999,1,1322,8.6,7.6
Inverness,CAPTAIN ALLANS,Brook,Brook Trout,2000,1,705,8.4,7.1
Inverness,CAPTAIN ALLANS,Brook,Brook Trout,2001,1,1750,9.5,10.8
Inverness,CAPTAIN ALLANS,Brook,Brook Trout,2002,1,1300,8.1,7.0
Inverness,CAPTAIN ALLANS,Brook,Brook Trout,2003,1,1125,9.0,10.1
Inverness,CAPTAIN ALLANS,Brook,Brook Trout,2021,1,174,26.8,214.0
Inverness,CAPTAIN ALLANS,Brook,Brook Trout,2025,1,7500,8.9,1.5
Inverness,CAPTAINS,Brook,Brook Trout,1976,1,504,18.0,64.0
Inverness,CAPTAINS,Brook,Brook Trout,2007,1,27000,3.8,0.56
Inverness,CHETICAMP,River,Brook Trout,1976,1,999,18.0,64.0
Inverness,CHETICAMP,River,Brook Trout,1977,1,1001,16.0,37.0
Inverness,CHETICAMP,River,Brook Trout,1979,1,3608,10.0,5.0
Inverness,CHETICAMP,River,Brook Trout,1982,1,12300,3.0,
Inverness,CHETICAMP,River,Brook Trout,1983,1,3000,6.3,3.0
Inverness,CHETICAMP,River,Brook Trout,1985,1,5992,5.7,2.0
Inverness,CHETICAMP,River,Brook Trout,2007,1,3165,5.2,1.58
Inverness,CHETICAMP,River,Brook Trout,2008,3,31941,28.47,38.33
Inverness,CHETICAMP,River,Brook Trout,2021,1,704,26.8,213.8
Inverness,CHETICAMP,River,Brook Trout,2022,2,1747,24.75,182.5
Inverness,CHETICAMP,River,Brook Trout,2023,1,568,27.2,222.0
Inverness,CHETICAMP,River,Brook Trout,2024,3,883,31.17,344.67
Inverness,CHETICAMP,River,Brook Trout,2025,6,3587,24.23,203.0
Inverness,CHISHOLMS,Brook,Brook Trout,1976,1,999,18.0,64.0
Inverness,CHISHOLMS,Brook,Brook Trout,1977,1,1001,16.0,33.0
Inverness,CHISHOLMS,Brook,Brook Trout,1979,1,1999,11.0,8.0
Inverness,CHISHOLMS,Brook,Brook Trout,1980,1,2495,12.0,15.0
Inverness,CHISHOLMS,Brook,Brook Trout,1986,1,6930,1.5,
Inverness,CLAVERHOUSE,Brook,Brook Trout,1982,1,1014,12.0,12.0
Inverness,CLAVERHOUSE,Brook,Brook Trout,1983,1,2526,4.6,
Inverness,CLAVERHOUSE,Brook,Brook Trout,1985,1,4973,4.4,
Inverness,CLAVERHOUSE,Brook,Brook Trout,1999,1,1234,8.5,8.1
Inverness,CLAVERHOUSE,Brook,Brook Trout,2001,1,1805,9.0,10.1
Inverness,CLAVERHOUSE,Brook,Brook Trout,2002,1,1366,8.6,8.1
Inverness,CLAVERHOUSE,Brook,Brook Trout,2003,1,724,7.7,6.3
Inverness,CLAVERHOUSE,Brook,Brook Trout,2004,1,1256,8.7,7.2
Inverness,COADY,Brook,Brook Trout,2003,1,225,9.0,10.1
Inverness,COBB,Brook,Brook Trout,1984,1,6500,1.4,
Inverness,COBB,Brook,Brook Trout,1991,1,15000,6.5,3.0
Inverness,COLLINS,Brook,Brook Trout,2003,1,2609,9.0,10.1
Inverness,COLLINS,Brook,Brook Trout,2021,1,174,26.8,214.0
Inverness,CORMIER,Lake,Brook Trout,1994,1,780,18.8,77.0
Inverness,CORMIER,Lake,Brook Trout,2002,1,2000,9.6,12.5
Inverness,DENAS,Pond,Rainbow Trout,1989,1,1580,30.0,207.0
Inverness,DENAS,Pond,Rainbow Trout,1990,3,2590,28.67,309.0
Inverness,DENAS,Pond,Rainbow Trout,1993,1,1568,26.0,185.0
Inverness,DENYS,River,Brook Trout,1976,1,1262,18.0,56.0
Inverness,DENYS,River,Brook Trout,1980,1,3025,12.0,18.0
Inverness,DENYS,River,Brook Trout,1999,1,1170,19.6,85.5
Inverness,DENYS,River,Rainbow Trout,1992,1,14400,9.1,8.0
Inverness,DOMINIC,Lake,Brook Trout,1983,1,222,28.0,294.0
Inverness,DOMINIC,Lake,Brook Trout,1985,1,2445,12.0,20.0
Inverness,EASTLAKE,Brook,Brook Trout,1983,1,2830,3.8,
Inverness,EASTLAKE,Brook,Brook Trout,2001,1,7092,8.6,7.7
Inverness,ETANG A JOHNNY A EUSEBE,Lake,Brook Trout,1989,2,1135,26.5,537.5
Inverness,ETANG A JOHNNY A EUSEBE,Lake,Brook Trout,1998,2,1660,29.5,538.5
Inverness,ETANG A JOHNNY A EUSEBE,Lake,Brook Trout,1999,2,3030,29.25,541.5
Inverness,ETANG A JOHNNY A EUSEBE,Lake,Brook Trout,2002,2,730,32.5,600.0
Inverness,ETANG A JOHNNY A EUSEBE,Lake,Brook Trout,2003,2,1580,31.5,566.5
Inverness,ETANG A JOHNNY A EUSEBE,Lake,Brook Trout,2004,2,1924,31.5,565.5
Inverness,ETANG A JOHNNY A EUSEBE,Lake,Brook Trout,2006,2,1585,32.0,566.5
Inverness,ETANG A JOHNNY A EUSEBE,Lake,Brook Trout,2007,2,2330,31.5,566.5
Inverness,ETANG A JOHNNY A EUSEBE,Lake,Brook Trout,2008,4,3130,24.75,326.0
Inverness,ETANG A JOHNNY A EUSEBE,Lake,Brook Trout,2010,2,2375,30.5,554.0
Inverness,ETANG A JOHNNY A EUSEBE,Lake,Brook Trout,2020,1,1281,15.0,29.0
Inverness,FARIBAULT,River,Brook Trout,1980,1,1995,12.0,17.0
Inverness,FARM,Brook,Brook Trout,1976,1,999,18.0,64.0
Inverness,FARM,Brook,Brook Trout,1977,1,500,16.0,37.0
Inverness,FARM,Brook,Brook Trout,1979,1,3608,10.0,5.0
Inverness,FARM,Brook,Brook Trout,1981,1,1001,3.0,8.0
Inverness,FARM,Brook,Brook Trout,1982,1,12300,3.0,
Inverness,FARM,Brook,Brook Trout,1983,1,3000,6.3,3.0
Inverness,FARM,Brook,Brook Trout,1985,1,4986,5.7,2.0
Inverness,FARM,Brook,Brook Trout,1986,1,266,13.0,33.0
Inverness,FARM,Brook,Brook Trout,2002,1,2000,9.6,12.5
Inverness,FARM,Brook,Brook Trout,2007,1,2500,13.0,24.0
Inverness,FARM,Brook,Brook Trout,2008,2,1441,40.5,57.0
Inverness,FARM,Brook,Brook Trout,2020,1,1281,15.0,29.0
Inverness,FISET,Brook,Brook Trout,2006,1,1140,13.2,26.3
Inverness,FISET,Brook,Brook Trout,2020,1,1281,15.0,29.0
Inverness,FOREST GLEN,Brook,Brook Trout,1976,1,994,18.5,75.0
Inverness,FOREST GLEN,Brook,Brook Trout,1977,1,1001,16.0,37.0
Inverness,FOREST GLEN,Brook,Brook Trout,1980,1,1980,12.0,18.0
Inverness,FOREST GLEN,Brook,Brook Trout,1982,1,42000,5.0,
Inverness,FOREST GLEN,Brook,Brook Trout,2020,2,2220,26.5,695.0
Inverness,FOREST GLEN,Brook,Brook Trout,2023,1,152,32.1,950.0
Inverness,FOREST GLEN,Brook,Brook Trout,2025,1,7500,8.9,1.5
Inverness,FORKS,Brook,Brook Trout,1983,1,5200,3.9,
Inverness,GALLANT,Brook,Brook Trout,1976,1,1000,18.0,64.0
Inverness,GALLANT,Brook,Brook Trout,1977,1,1001,16.0,37.0
Inverness,GALLANT,Brook,Brook Trout,1980,1,1170,12.0,22.0
Inverness,GALLANT,Brook,Brook Trout,1982,2,14094,7.5,12.0
Inverness,GALLANT,Brook,Brook Trout,1983,4,52610,4.5,
Inverness,GALLANT,Brook,Brook Trout,1985,2,7459,5.7,2.0
Inverness,GALLANT,Brook,Brook Trout,1999,3,3172,8.6,7.6
Inverness,GALLANT,Brook,Brook Trout,2000,3,4779,8.6,7.53
Inverness,GALLANT,Brook,Brook Trout,2002,2,1930,17.75,127.75
Inverness,GALLANT,Brook,Brook Trout,2003,3,6593,8.83,9.47
Inverness,GALLANT,Brook,Brook Trout,2020,1,1700,14.0,29.0
Inverness,GALLANT,Brook,Brook Trout,2021,1,309,26.8,214.0
Inverness,GILLISDALE,Brook,Brook Trout,1983,1,2600,3.9,
Inverness,GILLISDALE,Brook,Brook Trout,1984,1,5200,1.4,
Inverness,GILLISDALE,Brook,Brook Trout,1998,1,3550,8.0,6.0
Inverness,GILLISDALE,Brook,Brook Trout,2002,1,781,8.8,9.1
Inverness,GILLISDALE,Brook,Brook Trout,2003,1,675,9.0,10.1
Inverness,GLENDALE,Brook,Brook Trout,1986,1,6930,1.5,
Inverness,GLENMORE,Brook,Brook Trout,1982,1,1014,12.0,12.0
Inverness,GLENMORE,Brook,Brook Trout,1983,1,7924,3.8,
Inverness,GLENMORE,Brook,Brook Trout,1984,1,9750,1.4,
Inverness,GLENMORE,Brook,Brook Trout,1985,1,6038,4.4,
Inverness,GLENMORE,Brook,Brook Trout,1997,1,1050,7.5,4.0
Inverness,GLENMORE,Brook,Brook Trout,1998,1,5396,8.0,6.0
Inverness,GLENMORE,Brook,Brook Trout,1999,1,3702,8.5,8.1
Inverness,GLENMORE,Brook,Brook Trout,2000,2,4979,8.3,6.7
Inverness,GLENMORE,Brook,Brook Trout,2001,1,6096,8.8,9.5
Inverness,GLENMORE,Brook,Brook Trout,2002,1,5900,8.8,9.1
Inverness,GLENMORE,Brook,Brook Trout,2003,1,8588,8.0,6.7
Inverness,GLENMORE,Brook,Brook Trout,2005,1,7740,8.9,7.8
Inverness,GRAND LAC,Brook,Brook Trout,1979,1,2487,11.0,8.0
Inverness,GRAND LAC,Brook,Brook Trout,1982,1,12300,3.0,
Inverness,GRAND LAC,Brook,Brook Trout,1990,2,1145,27.0,540.5
Inverness,GRAND LAC,Brook,Brook Trout,1994,2,2420,29.4,538.5
Inverness,GRAND LAC,Brook,Brook Trout,1995,2,1470,29.5,541.5
Inverness,GRAND LAC,Brook,Brook Trout,1996,2,2080,30.0,545.5
Inverness,GRAND LAC,Brook,Brook Trout,2000,2,2315,30.2,546.5
Inverness,GRAND LAC,Brook,Brook Trout,2001,2,1660,30.0,545.5
Inverness,GRAND LAC,Brook,Brook Trout,2004,2,960,31.5,566.0
Inverness,GRAND LAC,Brook,Brook Trout,2008,1,650,23.0,139.0
Inverness,GRAND LAC,Lake,Brook Trout,1976,1,999,18.0,64.0
Inverness,GRAND LAC,Lake,Brook Trout,1977,1,1001,16.0,37.0
Inverness,GRAND LAC,Lake,Brook Trout,1978,2,7698,13.5,37.0
Inverness,GRAND LAC,Lake,Brook Trout,1981,1,1001,3.0,8.0
Inverness,GRAND LAC,Lake,Brook Trout,1985,1,2761,11.9,19.0
Inverness,GRAND LAC,Lake,Brook Trout,1988,1,1500,14.0,26.0
Inverness,GRAND LAC,Lake,Brook Trout,1989,1,1500,11.5,16.0
Inverness,GRAND LAC,Lake,Brook Trout,1990,3,2493,22.0,367.0
Inverness,GRAND LAC,Lake,Brook Trout,1991,2,1550,20.5,282.5
Inverness,GRAND LAC,Lake,Brook Trout,1992,2,2545,31.5,782.5
Inverness,GRAND LAC,Lake,Brook Trout,1993,2,1560,29.25,534.0
Inverness,GRAND LAC,Lake,Brook Trout,1997,2,1476,31.0,558.0
Inverness,GRAND LAC,Lake,Brook Trout,2007,1,5625,14.0,32.0
Inverness,GRAND LAC,Lake,Brook Trout,2010,1,704,21.0,119.0
Inverness,HAYS,River,Brook Trout,1976,1,1495,18.0,64.0
Inverness,HAYS,River,Brook Trout,1981,1,3995,4.0,11.0
Inverness,HAYS,River,Brook Trout,1982,1,1248,12.0,12.0
Inverness,HAYS,River,Brook Trout,1983,1,6315,4.6,
Inverness,HAYS,River,Brook Trout,1985,1,9946,4.4,
Inverness,HAYS,River,Brook Trout,1998,1,5325,8.0,6.0
Inverness,HAYS,River,Brook Trout,1999,1,4319,8.5,8.1
Inverness,HAYS,River,Brook Trout,2000,1,3328,8.7,7.8
Inverness,HAYS,River,Brook Trout,2001,2,11040,8.6,8.1
Inverness,HAYS,River,Brook Trout,2002,1,7102,8.1,6.8
Inverness,HAYS,River,Brook Trout,2003,1,4337,7.7,6.3
Inverness,HAYS,River,Brook Trout,2004,1,1884,8.7,7.2
Inverness,HECTOR,Lake,Brook Trout,1976,1,1495,18.0,64.0
Inverness,HECTOR,Lake,Brook Trout,1978,1,350,18.0,64.0
Inverness,HECTOR,Lake,Brook Trout,1979,1,2487,11.0,8.0
Inverness,HECTOR,Lake,Brook Trout,1980,1,2495,12.0,15.0
Inverness,HECTOR,Lake,Brook Trout,1987,1,1500,15.4,65.0
Inverness,HECTOR,Lake,Brook Trout,1991,1,1000,18.0,91.0
Inverness,HECTOR,Lake,Brook Trout,1992,1,1006,18.7,74.0
Inverness,HECTOR,Lake,Brook Trout,1993,2,2728,16.95,55.0
Inverness,HECTOR,Lake,Brook Trout,1994,1,1500,14.7,36.0
Inverness,HECTOR,Lake,Brook Trout,1995,1,1656,13.0,24.0
Inverness,HECTOR,Lake,Brook Trout,1996,1,1200,15.5,42.0
Inverness,HECTOR,Lake,Brook Trout,1997,1,1320,14.0,30.0
Inverness,HECTOR,Lake,Brook Trout,1998,2,4040,17.5,56.65
Inverness,HECTOR,Lake,Brook Trout,1999,1,1200,20.7,100.0
Inverness,HECTOR,Lake,Brook Trout,2000,1,624,20.4,96.0
Inverness,HECTOR,Lake,Brook Trout,2001,2,763,31.0,548.0
Inverness,HECTOR,Lake,Brook Trout,2002,1,520,24.0,154.0
Inverness,HECTOR,Lake,Brook Trout,2003,1,1056,22.0,114.0
Inverness,HECTOR,Lake,Brook Trout,2004,2,2067,21.5,116.0
Inverness,HECTOR,Lake,Brook Trout,2005,1,1008,21.9,119.0
Inverness,HECTOR,Lake,Brook Trout,2006,2,1184,23.5,135.0
Inverness,HECTOR,Lake,Brook Trout,2007,1,880,21.0,102.0
Inverness,HECTOR,Lake,Brook Trout,2008,1,522,22.0,115.0
Inverness,HECTOR,Lake,Brook Trout,2010,1,750,23.0,133.0
Inverness,HECTOR,Lake,Brook Trout,2012,1,816,23.6,147.0
Inverness,HECTOR,Lake,Brook Trout,2015,1,600,18.3,66.6
Inverness,HECTOR,Lake,Brook Trout,2019,2,975,31.4,550.0
Inverness,HECTOR,Lake,Brook Trout,2020,1,2016,15.0,50.0
Inverness,HECTOR,Lake,Brook Trout,2021,2,501,35.85,607.0
