area,area_type,year_label,year_start,residential_rate,commercial_rate,spread,rank_in_year,yoy_spread_change,is_outlier
TRENTON,Town,2009/2010,2009,1.99,5.49,3.5,1,,false
CLARK'S HARBOR,Town,2009/2010,2009,1.65,5.14,3.49,2,,false
MULGRAVE,Town,2009/2010,2009,1.37,4.5,3.13,3,,false
SPRINGHILL,Town,2009/2010,2009,2.25,5.38,3.13,3,,false
CITY OF SYDNEY,Cape Breton Regional,2009/2010,2009,2.19,5.31,3.12,5,,false
LOCKEPORT,Town,2009/2010,2009,2.21,5.28,3.07,6,,false
OXFORD,Town,2009/2010,2009,1.56,4.55,2.99,7,,false
CAPE BRETON MUN-Suburban,Cape Breton Regional,2009/2010,2009,1.61,4.49,2.88,8,,false
SYDNEY MINES,Cape Breton Regional,2009/2010,2009,1.91,4.67,2.76,9,,false
LOUISBOURG,Cape Breton Regional,2009/2010,2009,1.94,4.67,2.73,10,,false
DOMINION,Cape Breton Regional,2009/2010,2009,1.99,4.67,2.68,11,,false
NEW WATERFORD,Cape Breton Regional,2009/2010,2009,2.0,4.67,2.67,12,,false
GLACE BAY,Cape Breton Regional,2009/2010,2009,2.01,4.67,2.66,13,,false
AMHERST,Town,2009/2010,2009,1.67,4.31,2.64,14,,false
NORTH SYDNEY,Cape Breton Regional,2009/2010,2009,2.03,4.67,2.64,14,,false
PORT HAWKESBURY,Town,2009/2010,2009,1.8,4.26,2.46,16,,false
YARMOUTH,Town,2009/2010,2009,1.75,4.21,2.46,16,,false
BEDFORD,Halifax Regional,2009/2010,2009,1.28,3.71,2.43,18,,false
COUNTY SUBURBAN,Halifax Regional,2009/2010,2009,1.25,3.67,2.42,19,,false
DARTMOUTH,Halifax Regional,2009/2010,2009,1.29,3.71,2.42,19,,false
HALIFAX,Halifax Regional,2009/2010,2009,1.27,3.69,2.42,19,,false
HALIFAX URBAN CORE,Halifax Regional,2009/2010,2009,1.29,3.71,2.42,19,,false
COUNTY URBAN,Halifax Regional,2009/2010,2009,1.28,3.69,2.41,23,,false
TRURO,Town,2009/2010,2009,1.73,4.11,2.38,24,,false
MIDDLETON,Town,2009/2010,2009,1.8,4.17,2.37,25,,false
PICTOU,Town,2009/2010,2009,2.06,4.4,2.34,26,,false
NEW GLASGOW,Town,2009/2010,2009,1.77,4.02,2.25,27,,false
BRIDGEWATER,Town,2009/2010,2009,1.63,3.72,2.09,28,,false
WOLFVILLE,Town,2009/2010,2009,1.4,3.49,2.09,28,,false
BERWICK,Town,2009/2010,2009,1.59,3.62,2.03,30,,false
LUNENBURG,Town,2009/2010,2009,1.3,3.3,2.0,31,,false
WINDSOR,Town,2009/2010,2009,1.9,3.9,2.0,31,,false
COUNTY RURAL,Halifax Regional,2009/2010,2009,1.23,3.22,1.99,33,,false
DIGBY,Town,2009/2010,2009,1.92,3.89,1.97,34,,false
KENTVILLE,Town,2009/2010,2009,1.29,3.23,1.94,35,,false
PARRSBORO,Town,2009/2010,2009,2.04,3.93,1.89,36,,false
EAST HANTS,Rural Municipality,2009/2010,2009,0.87,2.67,1.8,37,,false
BRIDGETOWN,Town,2009/2010,2009,1.85,3.63,1.78,38,,false
SHELBURNE,Town,2009/2010,2009,2.04,3.81,1.77,39,,false
GUYSBOROUGH,Rural Municipality,2009/2010,2009,0.59,2.35,1.76,40,,false
CANSO,Town,2009/2010,2009,2.35,4.08,1.73,41,,false
STELLARTON,Town,2009/2010,2009,1.82,3.55,1.73,41,,false
HANTSPORT,Town,2009/2010,2009,1.63,3.35,1.72,43,,false
MAHONE BAY,Town,2009/2010,2009,1.18,2.83,1.65,44,,false
WESTVILLE,Town,2009/2010,2009,2.13,3.75,1.62,45,,false
BARRINGTON,Rural Municipality,2009/2010,2009,1.06,2.63,1.57,46,,false
STEWIACKE,Town,2009/2010,2009,1.7,3.24,1.54,47,,false
ANTIGONISH,Town,2009/2010,2009,0.9,2.36,1.46,48,,false
CUMBERLAND,Rural Municipality,2009/2010,2009,1.04,2.47,1.43,49,,false
ANNAPOLIS ROYAL,Town,2009/2010,2009,1.65,3.05,1.4,50,,false
COLCHESTER,Rural Municipality,2009/2010,2009,0.79,2.1,1.31,51,,false
KINGS,Rural Municipality,2009/2010,2009,0.85,2.16,1.31,51,,false
ST. MARY'S,Rural Municipality,2009/2010,2009,0.81,2.12,1.31,51,,false
RICHMOND,Rural Municipality,2009/2010,2009,0.72,1.9,1.18,54,,false
ARGYLE,Rural Municipality,2009/2010,2009,1.07,2.2,1.13,55,,false
LUNENBURG,Rural Municipality,2009/2010,2009,0.79,1.92,1.13,55,,false
LIVERPOOL,Region of Queens,2009/2010,2009,1.85,2.96,1.11,57,,false
QUEENS COUNTY,Region of Queens,2009/2010,2009,0.88,1.99,1.11,57,,false
YARMOUTH,Rural Municipality,2009/2010,2009,1.15,2.15,1.0,59,,false
VICTORIA,Rural Municipality,2009/2010,2009,1.22,2.19,0.97,60,,false
CLARE,Rural Municipality,2009/2010,2009,1.02,1.96,0.94,61,,false
CHESTER,Rural Municipality,2009/2010,2009,0.61,1.51,0.9,62,,false
PICTOU,Rural Municipality,2009/2010,2009,0.81,1.71,0.9,62,,false
INVERNESS,Rural Municipality,2009/2010,2009,1.02,1.85,0.83,64,,false
ANNAPOLIS,Rural Municipality,2009/2010,2009,0.98,1.8,0.82,65,,false
WEST HANTS,Rural Municipality,2009/2010,2009,0.89,1.57,0.68,66,,false
ANTIGONISH,Rural Municipality,2009/2010,2009,0.88,1.48,0.6,67,,false
DIGBY,Rural Municipality,2009/2010,2009,1.3,1.85,0.55,68,,false
SHELBURNE,Rural Municipality,2009/2010,2009,1.3,1.82,0.52,69,,false
CLARK'S HARBOR,Town,2010/2011,2010,1.66,5.58,3.92,1,0.43,false
TRENTON,Town,2010/2011,2010,1.99,5.49,3.5,2,0.0,false
OXFORD,Town,2010/2011,2010,1.56,4.95,3.39,3,0.4,false
CITY OF SYDNEY,Cape Breton Regional,2010/2011,2010,2.19,5.56,3.37,4,0.25,false
SPRINGHILL,Town,2010/2011,2010,2.25,5.53,3.28,5,0.15,false
MULGRAVE,Town,2010/2011,2010,1.27,4.4,3.13,6,0.0,false
CAPE BRETON MUN-Suburban,Cape Breton Regional,2010/2011,2010,1.61,4.7,3.09,7,0.21,false
LOCKEPORT,Town,2010/2011,2010,2.23,5.31,3.08,8,0.01,false
SYDNEY MINES,Cape Breton Regional,2010/2011,2010,1.91,4.89,2.98,9,0.22,false
LOUISBOURG,Cape Breton Regional,2010/2011,2010,1.94,4.89,2.95,10,0.22,false
AMHERST,Town,2010/2011,2010,1.67,4.6,2.93,11,0.29,false
DOMINION,Cape Breton Regional,2010/2011,2010,1.99,4.89,2.9,12,0.22,false
NEW WATERFORD,Cape Breton Regional,2010/2011,2010,2.0,4.89,2.89,13,0.22,false
GLACE BAY,Cape Breton Regional,2010/2011,2010,2.01,4.89,2.88,14,0.22,false
NORTH SYDNEY,Cape Breton Regional,2010/2011,2010,2.03,4.89,2.86,15,0.22,false
YARMOUTH,Town,2010/2011,2010,1.75,4.52,2.77,16,0.31,false
TRURO,Town,2010/2011,2010,1.75,4.44,2.69,17,0.31,false
PORT HAWKESBURY,Town,2010/2011,2010,1.78,4.38,2.6,18,0.14,false
COUNTY SUBURBAN,Halifax Regional,2010/2011,2010,1.27,3.83,2.56,19,0.14,false
HALIFAX,Halifax Regional,2010/2011,2010,1.29,3.83,2.54,20,0.12,false
BEDFORD,Halifax Regional,2010/2011,2010,1.31,3.84,2.53,21,0.1,false
COUNTY URBAN,Halifax Regional,2010/2011,2010,1.31,3.84,2.53,21,0.12,false
DARTMOUTH,Halifax Regional,2010/2011,2010,1.31,3.84,2.53,21,0.11,false
HALIFAX URBAN CORE,Halifax Regional,2010/2011,2010,1.31,3.84,2.53,21,0.11,false
MIDDLETON,Town,2010/2011,2010,1.8,4.3,2.5,25,0.13,false
PICTOU,Town,2010/2011,2010,1.99,4.4,2.41,26,0.07,false
BRIDGEWATER,Town,2010/2011,2010,1.67,4.06,2.39,27,0.3,false
NEW GLASGOW,Town,2010/2011,2010,1.8,4.15,2.35,28,0.1,false
STELLARTON,Town,2010/2011,2010,1.82,4.15,2.33,29,0.6,false
BERWICK,Town,2010/2011,2010,1.61,3.88,2.27,30,0.24,false
COUNTY RURAL,Halifax Regional,2010/2011,2010,1.24,3.39,2.15,31,0.16,false
WOLFVILLE,Town,2010/2011,2010,1.43,3.57,2.14,32,0.05,false
PARRSBORO,Town,2010/2011,2010,2.04,4.17,2.13,33,0.24,false
WINDSOR,Town,2010/2011,2010,1.96,4.08,2.12,34,0.12,false
KENTVILLE,Town,2010/2011,2010,1.36,3.46,2.1,35,0.16,false
LUNENBURG,Town,2010/2011,2010,1.3,3.3,2.0,36,0.0,false
DIGBY,Town,2010/2011,2010,1.92,3.89,1.97,37,0.0,false
GUYSBOROUGH,Rural Municipality,2010/2011,2010,0.59,2.56,1.97,37,0.21,false
HANTSPORT,Town,2010/2011,2010,1.66,3.55,1.89,39,0.17,false
EAST HANTS,Rural Municipality,2010/2011,2010,0.9,2.7,1.8,40,0.0,false
BRIDGETOWN,Town,2010/2011,2010,1.85,3.63,1.78,41,0.0,false
MAHONE BAY,Town,2010/2011,2010,1.19,2.94,1.75,42,0.1,false
SHELBURNE,Town,2010/2011,2010,2.06,3.81,1.75,42,-0.02,false
CANSO,Town,2010/2011,2010,2.35,4.08,1.73,44,0.0,false
STEWIACKE,Town,2010/2011,2010,1.7,3.41,1.71,45,0.17,false
WESTVILLE,Town,2010/2011,2010,2.13,3.75,1.62,46,0.0,false
CUMBERLAND,Rural Municipality,2010/2011,2010,1.04,2.63,1.59,47,0.16,false
BARRINGTON,Rural Municipality,2010/2011,2010,1.06,2.63,1.57,48,0.0,false
ANTIGONISH,Town,2010/2011,2010,0.93,2.47,1.54,49,0.08,false
ANNAPOLIS ROYAL,Town,2010/2011,2010,1.7,3.15,1.45,50,0.05,false
KINGS,Rural Municipality,2010/2011,2010,0.85,2.29,1.44,51,0.13,false
COLCHESTER,Rural Municipality,2010/2011,2010,0.82,2.25,1.43,52,0.12,false
ST. MARY'S,Rural Municipality,2010/2011,2010,0.84,2.15,1.31,53,0.0,false
RICHMOND,Rural Municipality,2010/2011,2010,0.75,2.01,1.26,54,0.08,false
LUNENBURG,Rural Municipality,2010/2011,2010,0.81,2.06,1.25,55,0.12,false
ARGYLE,Rural Municipality,2010/2011,2010,1.07,2.25,1.18,56,0.05,false
LIVERPOOL,Region of Queens,2010/2011,2010,1.87,3.01,1.14,57,0.03,false
QUEENS COUNTY,Region of Queens,2010/2011,2010,0.9,2.04,1.14,57,0.03,false
CLARE,Rural Municipality,2010/2011,2010,1.02,2.07,1.05,59,0.11,false
PICTOU,Rural Municipality,2010/2011,2010,0.81,1.82,1.01,60,0.11,false
YARMOUTH,Rural Municipality,2010/2011,2010,1.15,2.15,1.0,61,0.0,false
VICTORIA,Rural Municipality,2010/2011,2010,1.22,2.19,0.97,62,0.0,false
CHESTER,Rural Municipality,2010/2011,2010,0.63,1.53,0.9,63,0.0,false
INVERNESS,Rural Municipality,2010/2011,2010,1.02,1.85,0.83,64,0.0,false
ANNAPOLIS,Rural Municipality,2010/2011,2010,0.98,1.8,0.82,65,0.0,false
WEST HANTS,Rural Municipality,2010/2011,2010,0.9,1.59,0.69,66,0.01,false
ANTIGONISH,Rural Municipality,2010/2011,2010,0.88,1.48,0.6,67,0.0,false
DIGBY,Rural Municipality,2010/2011,2010,1.3,1.85,0.55,68,0.0,false
SHELBURNE,Rural Municipality,2010/2011,2010,1.3,1.82,0.52,69,0.0,false
CLARK'S HARBOR,Town,2011/2012,2011,1.65,5.58,3.93,1,0.01,false
TRENTON,Town,2011/2012,2011,1.99,5.49,3.5,2,0.0,false
OXFORD,Town,2011/2012,2011,1.59,4.98,3.39,3,0.0,false
CITY OF SYDNEY,Cape Breton Regional,2011/2012,2011,2.22,5.59,3.37,4,0.0,false
SPRINGHILL,Town,2011/2012,2011,2.25,5.53,3.28,5,0.0,false
MULGRAVE,Town,2011/2012,2011,1.3,4.43,3.13,6,0.0,false
CAPE BRETON MUN-Suburban,Cape Breton Regional,2011/2012,2011,1.62,4.72,3.1,7,0.01,false
LOCKEPORT,Town,2011/2012,2011,2.28,5.36,3.08,8,0.0,false
SYDNEY MINES,Cape Breton Regional,2011/2012,2011,1.94,4.92,2.98,9,0.0,false
LOUISBOURG,Cape Breton Regional,2011/2012,2011,1.97,4.92,2.95,10,0.0,false
AMHERST,Town,2011/2012,2011,1.67,4.6,2.93,11,0.0,false
DOMINION,Cape Breton Regional,2011/2012,2011,2.02,4.92,2.9,12,0.0,false
NEW WATERFORD,Cape Breton Regional,2011/2012,2011,2.03,4.92,2.89,13,0.0,false
GLACE BAY,Cape Breton Regional,2011/2012,2011,2.04,4.92,2.88,14,0.0,false
NORTH SYDNEY,Cape Breton Regional,2011/2012,2011,2.06,4.92,2.86,15,0.0,false
YARMOUTH,Town,2011/2012,2011,1.75,4.52,2.77,16,0.0,false
TRURO,Town,2011/2012,2011,1.76,4.44,2.68,17,-0.01,false
PORT HAWKESBURY,Town,2011/2012,2011,1.62,4.25,2.63,18,0.03,false
NEW GLASGOW,Town,2011/2012,2011,1.82,4.4,2.58,19,0.23,false
COUNTY SUBURBAN,Halifax Regional,2011/2012,2011,1.25,3.78,2.53,20,-0.03,false
BEDFORD,Halifax Regional,2011/2012,2011,1.28,3.8,2.52,21,-0.01,false
COUNTY URBAN,Halifax Regional,2011/2012,2011,1.28,3.8,2.52,21,-0.01,false
DARTMOUTH,Halifax Regional,2011/2012,2011,1.28,3.8,2.52,21,-0.01,false
HALIFAX URBAN CORE,Halifax Regional,2011/2012,2011,1.28,3.8,2.52,21,-0.01,false
PICTOU,Town,2011/2012,2011,1.88,4.4,2.52,21,0.11,false
HALIFAX,Halifax Regional,2011/2012,2011,1.27,3.78,2.51,26,-0.03,false
MIDDLETON,Town,2011/2012,2011,1.8,4.3,2.5,27,0.0,false
BRIDGEWATER,Town,2011/2012,2011,1.67,4.06,2.39,28,0.0,false
STELLARTON,Town,2011/2012,2011,1.82,4.15,2.33,29,0.0,false
BERWICK,Town,2011/2012,2011,1.62,3.91,2.29,30,0.02,false
COUNTY RURAL,Halifax Regional,2011/2012,2011,1.22,3.37,2.15,31,0.0,false
PARRSBORO,Town,2011/2012,2011,2.04,4.17,2.13,32,0.0,false
KENTVILLE,Town,2011/2012,2011,1.36,3.48,2.12,33,0.02,false
WINDSOR,Town,2011/2012,2011,1.96,4.08,2.12,33,0.0,false
WOLFVILLE,Town,2011/2012,2011,1.43,3.55,2.12,33,-0.02,false
HANTSPORT,Town,2011/2012,2011,1.66,3.69,2.03,36,0.14,false
LUNENBURG,Town,2011/2012,2011,1.28,3.26,1.98,37,-0.02,false
DIGBY,Town,2011/2012,2011,1.92,3.89,1.97,38,0.0,false
GUYSBOROUGH,Rural Municipality,2011/2012,2011,0.61,2.58,1.97,38,0.0,false
EAST HANTS,Rural Municipality,2011/2012,2011,0.89,2.7,1.81,40,0.01,false
BRIDGETOWN,Town,2011/2012,2011,2.01,3.79,1.78,41,0.0,false
SHELBURNE,Town,2011/2012,2011,2.06,3.81,1.75,42,0.0,false
CANSO,Town,2011/2012,2011,2.35,4.08,1.73,43,0.0,false
MAHONE BAY,Town,2011/2012,2011,1.18,2.9,1.72,44,-0.03,false
STEWIACKE,Town,2011/2012,2011,1.7,3.41,1.71,45,0.0,false
WESTVILLE,Town,2011/2012,2011,2.13,3.8,1.67,46,0.05,false
CUMBERLAND,Rural Municipality,2011/2012,2011,1.04,2.63,1.59,47,0.0,false
BARRINGTON,Rural Municipality,2011/2012,2011,1.06,2.63,1.57,48,0.0,false
ANTIGONISH,Town,2011/2012,2011,0.97,2.5,1.53,49,-0.01,false
ANNAPOLIS ROYAL,Town,2011/2012,2011,1.7,3.15,1.45,50,0.0,false
KINGS,Rural Municipality,2011/2012,2011,0.85,2.29,1.44,51,0.0,false
COLCHESTER,Rural Municipality,2011/2012,2011,0.83,2.25,1.42,52,-0.01,false
ST. MARY'S,Rural Municipality,2011/2012,2011,0.82,2.13,1.31,53,0.0,false
RICHMOND,Rural Municipality,2011/2012,2011,0.75,2.01,1.26,54,0.0,false
LUNENBURG,Rural Municipality,2011/2012,2011,0.84,2.08,1.24,55,-0.01,false
ARGYLE,Rural Municipality,2011/2012,2011,1.07,2.25,1.18,56,0.0,false
LIVERPOOL,Region of Queens,2011/2012,2011,1.81,2.95,1.14,57,0.0,false
QUEENS COUNTY,Region of Queens,2011/2012,2011,0.9,2.04,1.14,57,0.0,false
CLARE,Rural Municipality,2011/2012,2011,1.02,2.07,1.05,59,0.0,false
PICTOU,Rural Municipality,2011/2012,2011,0.81,1.82,1.01,60,0.0,false
YARMOUTH,Rural Municipality,2011/2012,2011,1.15,2.15,1.0,61,0.0,false
VICTORIA,Rural Municipality,2011/2012,2011,1.22,2.19,0.97,62,0.0,false
CHESTER,Rural Municipality,2011/2012,2011,0.64,1.54,0.9,63,0.0,false
INVERNESS,Rural Municipality,2011/2012,2011,1.02,1.85,0.83,64,0.0,false
ANNAPOLIS,Rural Municipality,2011/2012,2011,0.98,1.8,0.82,65,0.0,false
WEST HANTS,Rural Municipality,2011/2012,2011,0.91,1.6,0.69,66,0.0,false
ANTIGONISH,Rural Municipality,2011/2012,2011,0.88,1.48,0.6,67,0.0,false
DIGBY,Rural Municipality,2011/2012,2011,1.3,1.85,0.55,68,0.0,false
SHELBURNE,Rural Municipality,2011/2012,2011,1.28,1.82,0.54,69,0.02,false
CLARK'S HARBOR,Town,2012/2013,2012,1.65,5.58,3.93,1,0.0,false
TRENTON,Town,2012/2013,2012,1.99,5.49,3.5,2,0.0,false
OXFORD,Town,2012/2013,2012,1.59,4.98,3.39,3,0.0,false
CITY OF SYDNEY,Cape Breton Regional,2012/2013,2012,2.25,5.62,3.37,4,0.0,false
SPRINGHILL,Town,2012/2013,2012,2.25,5.53,3.28,5,0.0,false
MULGRAVE,Town,2012/2013,2012,1.28,4.42,3.14,6,0.01,false
CAPE BRETON MUN-Suburban,Cape Breton Regional,2012/2013,2012,1.64,4.74,3.1,7,0.0,false
LOCKEPORT,Town,2012/2013,2012,2.28,5.36,3.08,8,0.0,false
SYDNEY MINES,Cape Breton Regional,2012/2013,2012,1.97,4.95,2.98,9,0.0,false
LOUISBOURG,Cape Breton Regional,2012/2013,2012,2.0,4.95,2.95,10,0.0,false
DOMINION,Cape Breton Regional,2012/2013,2012,2.05,4.95,2.9,11,0.0,false
AMHERST,Town,2012/2013,2012,1.66,4.55,2.89,12,-0.04,false
NEW WATERFORD,Cape Breton Regional,2012/2013,2012,2.06,4.95,2.89,12,0.0,false
GLACE BAY,Cape Breton Regional,2012/2013,2012,2.08,4.95,2.87,14,-0.01,false
NORTH SYDNEY,Cape Breton Regional,2012/2013,2012,2.09,4.95,2.86,15,0.0,false
YARMOUTH,Town,2012/2013,2012,1.75,4.52,2.77,16,0.0,false
TRURO,Town,2012/2013,2012,1.76,4.44,2.68,17,0.0,false
PORT HAWKESBURY,Town,2012/2013,2012,1.62,4.27,2.65,18,0.02,false
NEW GLASGOW,Town,2012/2013,2012,1.82,4.4,2.58,19,0.0,false
PICTOU,Town,2012/2013,2012,1.86,4.39,2.53,20,0.01,false
MIDDLETON,Town,2012/2013,2012,1.78,4.26,2.48,21,-0.02,false
COUNTY SUBURBAN,Halifax Regional,2012/2013,2012,1.21,3.6,2.39,22,-0.14,false
HALIFAX,Halifax Regional,2012/2013,2012,1.22,3.6,2.38,23,-0.13,false
BEDFORD,Halifax Regional,2012/2013,2012,1.24,3.61,2.37,24,-0.15,false
COUNTY URBAN,Halifax Regional,2012/2013,2012,1.24,3.61,2.37,24,-0.15,false
DARTMOUTH,Halifax Regional,2012/2013,2012,1.24,3.61,2.37,24,-0.15,false
HALIFAX URBAN CORE,Halifax Regional,2012/2013,2012,1.24,3.61,2.37,24,-0.15,false
BRIDGEWATER,Town,2012/2013,2012,1.65,3.99,2.34,28,-0.05,false
STELLARTON,Town,2012/2013,2012,1.82,4.15,2.33,29,0.0,false
BERWICK,Town,2012/2013,2012,1.59,3.88,2.29,30,0.0,false
HANTSPORT,Town,2012/2013,2012,1.69,3.85,2.16,31,0.13,false
PARRSBORO,Town,2012/2013,2012,2.0,4.15,2.15,32,0.02,false
WINDSOR,Town,2012/2013,2012,1.96,4.08,2.12,33,0.0,false
WOLFVILLE,Town,2012/2013,2012,1.43,3.55,2.12,33,0.0,false
KENTVILLE,Town,2012/2013,2012,1.36,3.47,2.11,35,-0.01,false
DIGBY,Town,2012/2013,2012,1.94,3.99,2.05,36,0.08,false
COUNTY RURAL,Halifax Regional,2012/2013,2012,1.17,3.17,2.0,37,-0.15,false
LUNENBURG,Town,2012/2013,2012,1.21,3.19,1.98,38,0.0,false
GUYSBOROUGH,Rural Municipality,2012/2013,2012,0.61,2.58,1.97,39,0.0,false
EAST HANTS,Rural Municipality,2012/2013,2012,0.88,2.71,1.83,40,0.02,false
BRIDGETOWN,Town,2012/2013,2012,2.1,3.9,1.8,41,0.02,false
SHELBURNE,Town,2012/2013,2012,2.06,3.81,1.75,42,0.0,false
CANSO,Town,2012/2013,2012,2.35,4.08,1.73,43,0.0,false
MAHONE BAY,Town,2012/2013,2012,1.15,2.88,1.73,43,0.01,false
STEWIACKE,Town,2012/2013,2012,1.7,3.41,1.71,45,0.0,false
WESTVILLE,Town,2012/2013,2012,2.09,3.8,1.71,45,0.04,false
CUMBERLAND,Rural Municipality,2012/2013,2012,1.04,2.63,1.59,47,0.0,false
BARRINGTON,Rural Municipality,2012/2013,2012,1.06,2.63,1.57,48,0.0,false
ANTIGONISH,Town,2012/2013,2012,1.0,2.53,1.53,49,0.0,false
ANNAPOLIS ROYAL,Town,2012/2013,2012,1.7,3.15,1.45,50,0.0,false
KINGS,Rural Municipality,2012/2013,2012,0.85,2.29,1.44,51,0.0,false
COLCHESTER,Rural Municipality,2012/2013,2012,0.84,2.25,1.41,52,-0.01,false
ST. MARY'S,Rural Municipality,2012/2013,2012,0.82,2.13,1.31,53,0.0,false
RICHMOND,Rural Municipality,2012/2013,2012,0.75,2.01,1.26,54,0.0,false
ARGYLE,Rural Municipality,2012/2013,2012,1.07,2.25,1.18,55,0.0,false
LIVERPOOL,Region of Queens,2012/2013,2012,1.84,2.98,1.14,56,0.0,false
LUNENBURG,Rural Municipality,2012/2013,2012,0.84,1.98,1.14,56,-0.1,false
QUEENS COUNTY,Region of Queens,2012/2013,2012,0.93,2.07,1.14,56,0.0,false
CLARE,Rural Municipality,2012/2013,2012,1.02,2.07,1.05,59,0.0,false
PICTOU,Rural Municipality,2012/2013,2012,0.81,1.82,1.01,60,0.0,false
YARMOUTH,Rural Municipality,2012/2013,2012,1.15,2.15,1.0,61,0.0,false
VICTORIA,Rural Municipality,2012/2013,2012,1.2,2.15,0.95,62,-0.02,false
CHESTER,Rural Municipality,2012/2013,2012,0.64,1.54,0.9,63,0.0,false
INVERNESS,Rural Municipality,2012/2013,2012,1.02,1.85,0.83,64,0.0,false
ANNAPOLIS,Rural Municipality,2012/2013,2012,0.98,1.8,0.82,65,0.0,false
WEST HANTS,Rural Municipality,2012/2013,2012,0.94,1.68,0.74,66,0.05,false
ANTIGONISH,Rural Municipality,2012/2013,2012,0.88,1.48,0.6,67,0.0,false
DIGBY,Rural Municipality,2012/2013,2012,1.3,1.85,0.55,68,0.0,false
SHELBURNE,Rural Municipality,2012/2013,2012,1.28,1.82,0.54,69,0.0,false
CLARK'S HARBOR,Town,2013/2014,2013,1.65,5.58,3.93,1,0.0,false
TRENTON,Town,2013/2014,2013,1.99,5.49,3.5,2,0.0,false
OXFORD,Town,2013/2014,2013,1.59,4.98,3.39,3,0.0,false
CITY OF SYDNEY,Cape Breton Regional,2013/2014,2013,2.28,5.65,3.37,4,0.0,false
SPRINGHILL,Town,2013/2014,2013,2.25,5.53,3.28,5,0.0,false
MULGRAVE,Town,2013/2014,2013,1.29,4.43,3.14,6,0.0,false
CAPE BRETON MUN-Suburban,Cape Breton Regional,2013/2014,2013,1.66,4.76,3.1,7,0.0,false
LOCKEPORT,Town,2013/2014,2013,2.28,5.36,3.08,8,0.0,false
SYDNEY MINES,Cape Breton Regional,2013/2014,2013,2.0,4.98,2.98,9,0.0,false
LOUISBOURG,Cape Breton Regional,2013/2014,2013,2.03,4.98,2.95,10,0.0,false
DOMINION,Cape Breton Regional,2013/2014,2013,2.08,4.98,2.9,11,0.0,false
NEW WATERFORD,Cape Breton Regional,2013/2014,2013,2.09,4.98,2.89,12,0.0,false
GLACE BAY,Cape Breton Regional,2013/2014,2013,2.1,4.98,2.88,13,0.01,false
NORTH SYDNEY,Cape Breton Regional,2013/2014,2013,2.12,4.98,2.86,14,0.0,false
AMHERST,Town,2013/2014,2013,1.63,4.45,2.82,15,-0.07,false
YARMOUTH,Town,2013/2014,2013,1.74,4.51,2.77,16,0.0,false
TRURO,Town,2013/2014,2013,1.77,4.45,2.68,17,0.0,false
PORT HAWKESBURY,Town,2013/2014,2013,1.78,4.38,2.6,18,-0.05,false
NEW GLASGOW,Town,2013/2014,2013,1.82,4.4,2.58,19,0.0,false
PICTOU,Town,2013/2014,2013,1.86,4.39,2.53,20,0.0,false
MIDDLETON,Town,2013/2014,2013,1.78,4.26,2.48,21,0.0,false
BEDFORD,Halifax Regional,2013/2014,2013,1.21,3.55,2.34,22,-0.03,false
BRIDGEWATER,Town,2013/2014,2013,1.65,3.99,2.34,22,0.0,false
COUNTY URBAN,Halifax Regional,2013/2014,2013,1.21,3.55,2.34,22,-0.03,false
DARTMOUTH,Halifax Regional,2013/2014,2013,1.21,3.55,2.34,22,-0.03,false
HALIFAX URBAN CORE,Halifax Regional,2013/2014,2013,1.21,3.55,2.34,22,-0.03,false
STELLARTON,Town,2013/2014,2013,1.82,4.15,2.33,27,0.0,false
BERWICK,Town,2013/2014,2013,1.51,3.8,2.29,28,0.0,false
DIGBY,Town,2013/2014,2013,1.99,4.18,2.19,29,0.14,false
HANTSPORT,Town,2013/2014,2013,1.69,3.85,2.16,30,0.0,false
PARRSBORO,Town,2013/2014,2013,1.99,4.13,2.14,31,-0.01,false
WINDSOR,Town,2013/2014,2013,1.96,4.08,2.12,32,0.0,false
WOLFVILLE,Town,2013/2014,2013,1.43,3.55,2.12,32,0.0,false
COUNTY RURAL,Halifax Regional,2013/2014,2013,1.16,3.2,2.04,34,0.04,false
KENTVILLE,Town,2013/2014,2013,1.37,3.38,2.01,35,-0.1,false
LUNENBURG,Town,2013/2014,2013,1.28,3.26,1.98,36,0.0,false
GUYSBOROUGH,Rural Municipality,2013/2014,2013,0.61,2.58,1.97,37,0.0,false
EAST HANTS,Rural Municipality,2013/2014,2013,0.87,2.7,1.83,38,0.0,false
SHELBURNE,Town,2013/2014,2013,2.04,3.86,1.82,39,0.07,false
BRIDGETOWN,Town,2013/2014,2013,2.13,3.93,1.8,40,0.0,false
MAHONE BAY,Town,2013/2014,2013,1.15,2.91,1.76,41,0.03,false
STEWIACKE,Town,2013/2014,2013,1.7,3.41,1.71,42,0.0,false
WESTVILLE,Town,2013/2014,2013,2.08,3.69,1.61,43,-0.1,false
CUMBERLAND,Rural Municipality,2013/2014,2013,1.04,2.63,1.59,44,0.0,false
BARRINGTON,Rural Municipality,2013/2014,2013,1.06,2.62,1.56,45,-0.01,false
ANTIGONISH,Town,2013/2014,2013,1.0,2.53,1.53,46,0.0,false
ANNAPOLIS ROYAL,Town,2013/2014,2013,1.65,3.15,1.5,47,0.05,false
KINGS,Rural Municipality,2013/2014,2013,0.85,2.29,1.44,48,0.0,false
COLCHESTER,Rural Municipality,2013/2014,2013,0.84,2.25,1.41,49,0.0,false
