"partial_postal_code","total_dc_capacity_kw","year_installed"
"B2V","12.15","2022"
"B2V","12.42","2022"
"B2V","12.92","2022"
"B2V","14.85","2022"
"B2V","16.2","2022"
"B2W","2.68","2022"
"B2W","3.6","2022"
"B2W","4.895","2022"
"B2W","5.34","2022"
"B2W","5.4","2022"
"B2W","6.02","2022"
"B2W","6.02","2022"
"B2W","6.23","2022"
"B2W","6.3","2022"
"B2W","6.46","2022"
"B2W","7.12","2022"
"B2W","7.65","2022"
"B2W","8.1","2022"
"B2W","8.455","2022"
"B2W","8.455","2022"
"B2W","8.6","2022"
"B2W","8.9","2022"
"B2W","8.9","2022"
"B2W","8.9","2022"
"B2W","9.085","2022"
"B2W","9.12","2022"
"B2W","9.345","2022"
"B2W","9.45","2022"
"B2W","9.48","2022"
"B2W","9.765","2022"
"B2W","9.79","2022"
"B2W","10.125","2022"
"B2W","10.235","2022"
"B2W","10.235","2022"
"B2W","10.235","2022"
"B2W","10.235","2022"
"B2W","10.235","2022"
"B2W","10.235","2022"
"B2W","10.235","2022"
"B2W","10.35","2022"
"B2W","10.35","2022"
"B2W","10.44","2022"
"B2W","10.8","2022"
"B2W","11.61","2022"
"B2W","11.7","2022"
"B2W","11.7","2022"
"B2W","12","2022"
"B2W","12.015","2022"
"B2W","12.15","2022"
"B2W","12.4","2022"
"B2W","14.4","2022"
"B2W","14.615","2022"
"B2W","14.85","2022"
"B2W","17.5","2022"
"B2W","18.24","2022"
"B2W","19.58","2022"
"B2W","26.35","2022"
"B2X","6.88","2022"
"B2X","7.65","2022"
"B2X","8.5","2022"
"B2X","9","2022"
"B2X","9.345","2022"
"B2X","9.79","2022"
"B2X","10.235","2022"
"B2X","10.235","2022"
"B2X","11.25","2022"
"B2X","11.57","2022"
"B2X","11.7","2022"
"B2X","12","2022"
"B2X","12.15","2022"
"B2Y","4.895","2022"
"B2Y","7.12","2022"
"B2Y","7.565","2022"
"B2Y","8.01","2022"
"B2Y","8.02","2022"
"B2Y","9.79","2022"
"B2Y","10.2","2022"
"B2Y","10.235","2022"
"B2Y","10.8","2022"
"B2Y","10.8","2022"
"B2Y","12.74","2022"
"B2Z","4.32","2022"
"B2Z","6.6","2022"
"B2Z","6.675","2022"
"B2Z","8.455","2022"
"B2Z","8.6","2022"
"B2Z","8.9","2022"
"B2Z","8.9","2022"
"B2Z","9.625","2022"
"B2Z","9.89","2022"
"B2Z","10.235","2022"
"B2Z","12.64","2022"
"B2Z","13.68","2022"
"B2Z","13.76","2022"
"B3A","4.69","2022"
"B3A","5.85","2022"
"B3A","5.85","2022"
"B3A","6.23","2022"
"B3A","7.12","2022"
"B3A","7.2","2022"
"B3A","8.25","2022"
"B3A","8.64","2022"
"B3A","9","2022"
"B3A","9.12","2022"
"B3A","9.45","2022"
"B3A","9.79","2022"
"B3A","10.235","2022"
"B3A","10.625","2022"
"B3A","12.15","2022"
"B3A","14.62","2022"
"B3E","5.785","2022"
"B3E","7.65","2022"
"B3E","9","2022"
"B3E","9.35","2022"
"B3E","10.235","2022"
"B3E","10.235","2022"
"B3E","10.235","2022"
"B3E","10.35","2022"
"B3E","10.35","2022"
"B3E","10.75","2022"
"B3E","11.61","2022"
"B3E","12.015","2022"
"B3E","12.015","2022"
"B3E","12.015","2022"
"B3E","12.42","2022"
"B3E","12.75","2022"
"B3E","12.84","2022"
"B3E","13.86","2022"
"B3E","16.34","2022"
"B3E","17.48","2022"
"B3G","5.1","2022"
"B3G","5.785","2022"
"B3G","6.3","2022"
"B3G","7.12","2022"
"B3G","7.565","2022"
"B3G","7.565","2022"
"B3G","7.565","2022"
"B3G","8.1","2022"
"B3G","8.1","2022"
"B3G","9.35","2022"
"B3G","10.235","2022"
"B3G","10.235","2022"
"B3G","10.235","2022"
"B3G","10.35","2022"
"B3G","10.35","2022"
"B3G","11.34","2022"
"B3G","12.42","2022"
"B3G","14.025","2022"
"B3H","6.375","2022"
"B3H","6.675","2022"
"B3H","8.19","2022"
"B3H","9.9","2022"
"B3H","10.125","2022"
"B3H","12.375","2022"
"B3H","14.19","2022"
"B3H","15.3","2022"
"B3H","15.54","2022"
"B3H","20.25","2022"
"B3K","5.34","2022"
"B3K","5.4","2022"
"B3K","6.3","2022"
"B3K","6.3","2022"
"B3K","8.925","2022"
"B3K","11.25","2022"
"B3L","5.34","2022"
"B3L","6.37","2022"
"B3L","8.645","2022"
"B3L","10.56","2022"
"B3L","10.68","2022"
"B3L","20.16","2022"
"B3M","5.785","2022"
"B3M","5.95","2022"
"B3M","7.565","2022"
"B3M","8.9","2022"
"B3M","9.555","2022"
"B3M","10.08","2022"
"B3M","10.235","2022"
"B3M","10.235","2022"
"B3M","10.235","2022"
"B3M","11.125","2022"
"B3M","11.61","2022"
"B3M","11.9","2022"
"B3M","14.52","2022"
"B3M","14.62","2022"
"B3N","4.62","2022"
"B3N","5.34","2022"
"B3N","5.95","2022"
"B3N","6.3","2022"
"B3N","6.72","2022"
"B3N","8.455","2022"
"B3N","8.9","2022"
"B3N","9.79","2022"
"B3N","9.79","2022"
"B3N","10.2","2022"
"B3N","10.235","2022"
"B3N","10.35","2022"
"B3N","10.875","2022"
"B3N","12.15","2022"
"B3N","12.905","2022"
"B3N","14.7","2022"
"B3N","15.75","2022"
"B3N","17.16","2022"
"B3P","5.4","2022"
"B3P","6.23","2022"
"B3P","6.23","2022"
"B3P","6.675","2022"
"B3P","6.675","2022"
"B3P","6.675","2022"
"B3P","6.75","2022"
"B3P","7.98","2022"
"B3P","8.1","2022"
"B3P","8.55","2022"
"B3P","8.71","2022"
"B3P","8.9","2022"
"B3P","9.36","2022"
"B3P","9.45","2022"
"B3P","9.555","2022"
"B3P","9.6","2022"
"B3P","10.235","2022"
"B3P","10.235","2022"
"B3P","10.235","2022"
"B3P","12.46","2022"
"B3R","5.4","2022"
"B3R","6.23","2022"
"B3R","7.12","2022"
"B3R","9.86","2022"
"B3R","10.235","2022"
"B3S","5.785","2022"
"B3S","8.455","2022"
"B3S","9.9","2022"
"B3S","10.235","2022"
"B3S","11.04","2022"
"B3T","5.34","2022"
"B3T","6.675","2022"
"B3T","6.675","2022"
"B3T","7.12","2022"
"B3T","7.2","2022"
"B3T","7.29","2022"
"B3T","7.31","2022"
"B3T","7.82","2022"
"B3T","8.01","2022"
"B3T","8.55","2022"
"B3T","10.08","2022"
"B3T","10.08","2022"
"B3T","10.14","2022"
"B3T","10.235","2022"
"B3T","10.235","2022"
"B3T","10.235","2022"
"B3T","10.235","2022"
"B3T","10.235","2022"
"B3T","10.4","2022"
"B3T","10.72","2022"
"B3T","11.125","2022"
"B3T","11.18","2022"
"B3T","11.25","2022"
"B3T","11.82","2022"
"B3T","11.83","2022"
"B3T","12.015","2022"
"B3T","12.015","2022"
"B3T","12.46","2022"
"B3T","13.05","2022"
"B3T","13.35","2022"
"B3T","13.44","2022"
"B3T","16.91","2022"
"B3T","17.2","2022"
"B3V","8.01","2022"
"B3V","8.01","2022"
"B3V","8.455","2022"
"B3V","8.82","2022"
"B3V","9.79","2022"
"B3V","9.89","2022"
"B3V","10.235","2022"
"B3V","10.235","2022"
"B3V","10.35","2022"
"B3V","10.35","2022"
"B3V","10.35","2022"
"B3V","10.465","2022"
"B3V","15.99","2022"
"B3V","17.2","2022"
"B3V","25.37","2022"
"B3Z","3.44","2022"
"B3Z","4.32","2022"
"B3Z","5.34","2022"
"B3Z","6.23","2022"
"B3Z","6.675","2022"
"B3Z","6.75","2022"
"B3Z","7.565","2022"
"B3Z","7.565","2022"
"B3Z","7.65","2022"
"B3Z","8.1","2022"
"B3Z","8.9","2022"
"B3Z","9.1","2022"
"B3Z","9.345","2022"
"B3Z","9.79","2022"
"B3Z","9.9","2022"
"B3Z","10.235","2022"
"B3Z","10.235","2022"
"B3Z","10.235","2022"
"B3Z","10.235","2022"
"B3Z","10.235","2022"
"B3Z","10.235","2022"
"B3Z","10.235","2022"
"B3Z","10.235","2022"
"B3Z","10.235","2022"
"B3Z","10.35","2022"
"B3Z","10.35","2022"
"B3Z","10.68","2022"
"B3Z","11.05","2022"
"B3Z","11.125","2022"
"B3Z","11.125","2022"
"B3Z","11.22","2022"
"B3Z","11.34","2022"
"B3Z","11.57","2022"
"B3Z","11.83","2022"
"B3Z","12.24","2022"
"B3Z","12.32","2022"
"B3Z","12.48","2022"
"B3Z","12.6","2022"
"B3Z","13.2","2022"
"B3Z","13.5","2022"
"B3Z","13.875","2022"
"B3Z","14.19","2022"
"B3Z","15.13","2022"
"B3Z","15.405","2022"
"B3Z","15.575","2022"
"B3Z","16.02","2022"
"B3Z","16.2","2022"
"B3Z","16.34","2022"
"B3Z","16.56","2022"
"B3Z","17.835","2022"
"B3Z","19.8","2022"
"B3Z","20.64","2022"
"B3Z","20.935","2022"
"B3Z","21.36","2022"
"B3Z","22.12","2022"
"B3Z","29.24","2022"
"B4A","3.55","2022"
"B4A","5.22","2022"
"B4A","5.78","2022"
"B4A","7.36","2022"
"B4A","8.455","2022"
"B4A","8.455","2022"
"B4A","8.9","2022"
"B4A","9.9","2022"
"B4A","10.235","2022"
"B4A","10.235","2022"
"B4A","10.235","2022"
"B4A","10.235","2022"
"B4A","10.235","2022"
"B4A","10.35","2022"
"B4A","10.35","2022"
"B4A","10.5","2022"
"B4A","11.05","2022"
"B4A","11.05","2022"
"B4A","12.78","2022"
"B4A","14.4","2022"
"B4A","18.92","2022"
"B4B","5.775","2022"
"B4B","7.565","2022"
"B4B","7.74","2022"
"B4B","8.455","2022"
"B4B","9.345","2022"
"B4B","9.6","2022"
"B4B","10.12","2022"
"B4B","10.235","2022"
"B4B","10.235","2022"
"B4B","10.235","2022"
"B4B","10.235","2022"
"B4B","10.35","2022"
"B4B","10.35","2022"
"B4B","10.35","2022"
"B4B","11.04","2022"
"B4B","11.25","2022"
"B4B","11.57","2022"
"B4B","11.57","2022"
"B4B","11.88","2022"
"B4B","12.04","2022"
"B4B","12.87","2022"
"B4B","12.9","2022"
"B4B","13.95","2022"
"B4B","14.4","2022"
"B4B","15.3","2022"
"B4B","16.415","2022"
"B4B","16.91","2022"
"B4B","19.58","2022"
"B4B","20.445","2022"
"B4B","22.1","2022"
"B4B","25.74","2022"
"B4B","42","2022"
"B4C","5.785","2022"
"B4C","5.785","2022"
"B4C","7.035","2022"
"B4C","7.12","2022"
"B4C","8.455","2022"
"B4C","9.345","2022"
"B4C","9.555","2022"
"B4C","9.79","2022"
"B4C","9.9","2022"
"B4C","10.235","2022"
"B4C","10.32","2022"
"B4C","10.35","2022"
"B4C","11.04","2022"
"B4C","11.25","2022"
"B4C","15.13","2022"
"B4C","16.02","2022"
"B4E","5.34","2022"
"B4E","6.23","2022"
"B4E","6.72","2022"
"B4E","7.12","2022"
"B4E","7.565","2022"
"B4E","7.565","2022"
"B4E","7.65","2022"
"B4E","8.01","2022"
"B4E","8.1","2022"
"B4E","8.36","2022"
"B4E","8.55","2022"
"B4E","8.82","2022"
"B4E","8.9","2022"
"B4E","9.345","2022"
"B4E","9.9","2022"
"B4E","10.08","2022"
"B4E","10.12","2022"
"B4E","10.14","2022"
"B4E","10.235","2022"
"B4E","10.235","2022"
"B4E","10.235","2022"
"B4E","10.235","2022"
"B4E","10.235","2022"
"B4E","10.235","2022"
"B4E","10.235","2022"
"B4E","10.35","2022"
"B4E","10.35","2022"
"B4E","10.35","2022"
"B4E","10.5","2022"
"B4E","10.68","2022"
"B4E","10.8","2022"
"B4E","10.8","2022"
"B4E","11.34","2022"
"B4E","11.7","2022"
"B4E","12","2022"
"B4E","12.15","2022"
"B4E","12.35","2022"
"B4E","14.56","2022"
"B4E","14.88","2022"
"B4E","15.36","2022"
"B4E","16.59","2022"
"B4E","19.32","2022"
"B4G","8.01","2022"
"B4G","8.9","2022"
"B4G","9.9","2022"
"B4G","10.2","2022"
"B4G","10.235","2022"
"B4G","12.9","2022"
"B4G","13.68","2022"
"B4G","15.2","2022"
"B4H","7.92","2022"
"B4H","9.345","2022"
"B4H","9.9","2022"
"B4H","10.235","2022"
"B4H","10.68","2022"
"B4M","10.235","2022"
"B4N","6.225","2022"
"B4N","6.675","2022"
"B4N","6.675","2022"
"B4N","7.12","2022"
"B4N","7.7","2022"
"B4N","8.9","2022"
"B4N","8.9","2022"
"B4N","10.125","2022"
"B4N","10.235","2022"
"B4N","10.235","2022"
"B4N","10.235","2022"
"B4N","10.235","2022"
"B4N","10.235","2022"
"B4N","10.235","2022"
"B4N","10.35","2022"
"B4N","10.35","2022"
"B4N","10.35","2022"
"B4N","10.56","2022"
"B4N","11.9","2022"
"B4N","12.015","2022"
"B4N","12.06","2022"
"B4N","12.42","2022"
"B4N","13.33","2022"
"B4N","14.4","2022"
"B4N","14.52","2022"
"B4N","14.625","2022"
"B4N","14.76","2022"
"B4N","15.015","2022"
"B4N","15.18","2022"
"B4N","21.36","2022"
"B4N","22.5","2022"
"B4P","6.4","2022"
"B4P","7.68","2022"
"B4P","7.695","2022"
"B4P","8.01","2022"
"B4P","8.01","2022"
"B4P","8.1","2022"
"B4P","8.36","2022"
"B4P","8.455","2022"
"B4P","9.24","2022"
"B4P","9.6","2022"
"B4P","9.6","2022"
"B4P","10.12","2022"
"B4P","10.2","2022"
"B4P","10.235","2022"
"B4P","10.235","2022"
"B4P","10.32","2022"
"B4P","10.68","2022"
"B4P","10.8","2022"
"B4P","11.125","2022"
"B4P","11.34","2022"
"B4P","11.57","2022"
"B4P","11.57","2022"
"B4P","12","2022"
"B4P","12.015","2022"
"B4P","12.015","2022"
"B4P","12.42","2022"
"B4P","12.46","2022"
"B4P","13.05","2022"
"B4P","13.8","2022"
"B4P","14","2022"
"B4P","14.685","2022"
"B4P","14.685","2022"
"B4P","19.58","2022"
"B4P","19.58","2022"
"B4V","5.34","2022"
"B4V","5.76","2022"
"B4V","6.16","2022"
"B4V","6.23","2022"
"B4V","6.23","2022"
"B4V","7.12","2022"
"B4V","7.2","2022"
"B4V","7.2","2022"
"B4V","7.65","2022"
"B4V","8.01","2022"
"B4V","8.01","2022"
"B4V","8.1","2022"
"B4V","8.1","2022"
"B4V","9.79","2022"
"B4V","9.79","2022"
"B4V","9.79","2022"
"B4V","9.9","2022"
"B4V","10.01","2022"
"B4V","10.235","2022"
"B4V","10.235","2022"
"B4V","10.235","2022"
"B4V","10.235","2022"
"B4V","10.235","2022"
"B4V","10.35","2022"
"B4V","10.35","2022"
"B4V","10.35","2022"
"B4V","10.35","2022"
"B4V","10.35","2022"
"B4V","10.68","2022"
"B4V","10.8","2022"
"B4V","11.88","2022"
"B4V","12","2022"
"B4V","12.04","2022"
"B4V","12.8","2022"
"B4V","13.795","2022"
"B4V","14.4","2022"
"B4V","15.3","2022"
"B4V","16.02","2022"
"B4V","16.02","2022"
"B4V","16.2","2022"
"B4V","23.76","2022"
"B5A","7.12","2022"
"B5A","8.9","2022"
"B5A","9.345","2022"
"B5A","10.235","2022"
"B5A","10.235","2022"
"B5A","10.235","2022"
"B5A","10.235","2022"
"B5A","10.235","2022"
"B5A","10.235","2022"
"B5A","10.35","2022"
"B5A","10.68","2022"
"B5A","10.68","2022"
"B5A","14.685","2022"
"B5A","17.355","2022"
"B6L","3.56","2022"
"B6L","6.88","2022"
"B6L","7.565","2022"
"B6L","7.74","2022"
"B6L","8.01","2022"
"B6L","8.16","2022"
"B6L","9.79","2022"
"B6L","10.235","2022"
"B6L","10.32","2022"
"B6L","10.35","2022"
"B6L","10.35","2022"
"B6L","10.35","2022"
"B6L","11.18","2022"
"B6L","11.61","2022"
"B6L","12.04","2022"
"B6L","12.47","2022"
"B6L","12.75","2022"
"B6L","12.9","2022"
"B6L","12.9","2022"
"B6L","12.9","2022"
"B6L","13.33","2022"
"B6L","13.6","2022"
"B6L","13.76","2022"
"B6L","14.4","2022"
"B6L","15.015","2022"
"B6L","17.1","2022"
"B6L","19.78","2022"
"B9A","12.285","2022"
"B9A","15.015","2022"
"NS","11.475","2022"
"B0E","12.15","2023"
"B0H","6.16","2023"
"B0H","9.1","2023"
"B0H","10.32","2023"
"B0H","11.96","2023"
"B0J","3.3","2023"
"B0J","6.37","2023"
"B0J","6.37","2023"
"B0J","7.6","2023"
"B0J","8.72","2023"
"B0J","9","2023"
"B0J","9.48","2023"
"B0J","9.66","2023"
"B0J","9.72","2023"
"B0J","10.125","2023"
"B0J","10.27","2023"
"B0J","10.58","2023"
"B0J","10.92","2023"
"B0J","10.935","2023"
"B0J","11.7","2023"
"B0J","12.245","2023"
"B0J","12.285","2023"
"B0J","12.74","2023"
"B0J","12.825","2023"
"B0J","13.695","2023"
"B0J","14.4","2023"
"B0J","14.82","2023"
"B0J","17.38","2023"
"B0J","19.44","2023"
"B0J","30.81","2023"
"B0J","31.995","2023"
"B0K","5.46","2023"
"B0K","6.675","2023"
"B0K","17.28","2023"
"B0M","10.125","2023"
"B0M","10.56","2023"
"B0M","10.665","2023"
"B0M","10.92","2023"
"B0M","11.57","2023"
"B0M","12.48","2023"
"B0N","3.06","2023"
"B0N","7.2","2023"
"B0N","7.28","2023"
"B0N","9.085","2023"
"B0N","9.79","2023"
"B0N","10.12","2023"
"B0N","10.2","2023"
"B0N","10.235","2023"
"B0N","10.92","2023"
"B0N","11.83","2023"
"B0N","12","2023"
"B0N","12.6","2023"
"B0N","14.4","2023"
"B0N","16.56","2023"
"B0N","18.86","2023"
"B0P","2.49","2023"
"B0P","4.45","2023"
"B0P","6.075","2023"
"B0P","7.2","2023"
"B0P","10.125","2023"
"B0P","10.53","2023"
"B0P","10.53","2023"
"B0P","10.92","2023"
"B0P","11.34","2023"
"B0P","12.42","2023"
"B0P","15.3","2023"
"B0P","16.1","2023"
"B0P","17.2","2023"
"B0P","24.84","2023"
"B0R","10.01","2023"
"B0S","10.235","2023"
"B0S","10.235","2023"
"B0S","10.8","2023"
"B0S","10.935","2023"
"B0S","11.04","2023"
"B0S","13.365","2023"
"B0S","15.64","2023"
"B0T","6.37","2023"
"B0T","9","2023"
"B0T","11.04","2023"
"B0V","5.67","2023"
"B0V","8.19","2023"
"B0V","8.28","2023"
"B0W","9.2","2023"
"B0W","10.01","2023"
"B0W","12.42","2023"
"B0W","15.26","2023"
"B1H","8.8","2023"
"B1J","12.285","2023"
"B1K","12.285","2023"
"B1K","34.5","2023"
"B1L","12.285","2023"
"B1L","19.92","2023"
"B1N","12.15","2023"
"B1R","12.285","2023"
"B1S","12.15","2023"
"B1S","12.285","2023"
"B1S","14.56","2023"
"B1S","29.575","2023"
"B1T","15.015","2023"
"B1V","9.2","2023"
"B1X","12.285","2023"
"B1Y","12.15","2023"
"B1Y","12.285","2023"
"B2G","6.23","2023"
"B2G","10.35","2023"
"B2G","12.285","2023"
"B2G","12.285","2023"
"B2H","5.925","2023"
"B2H","16.34","2023"
"B2J","13.92","2023"
"B2N","5.4","2023"
"B2N","6.3","2023"
"B2N","10.01","2023"
"B2N","12.285","2023"
"B2N","13.92","2023"
"B2R","13.035","2023"
"B2S","10.075","2023"
"B2S","15.8","2023"
"B2S","16.465","2023"
"B2T","4.8","2023"
"B2T","12.96","2023"
"B2T","12.96","2023"
"B2T","13.28","2023"
"B2T","13.32","2023"
"B2T","14.25","2023"
"B2T","14.85","2023"
"B2T","15.8","2023"
"B2V","7.735","2023"
"B2V","8.19","2023"
"B2V","9.555","2023"
"B2V","9.72","2023"
"B2V","10.68","2023"
"B2V","11.7","2023"
"B2V","13.5","2023"
"B2V","14.22","2023"
"B2V","21.385","2023"
"B2W","8.075","2023"
"B2W","8.295","2023"
"B2W","9.085","2023"
"B2W","10.01","2023"
"B2W","11.04","2023"
"B2W","11.7","2023"
"B2W","12.15","2023"
"B2W","12.285","2023"
"B2W","12.96","2023"
"B2W","16.54","2023"
"B2W","17.29","2023"
"B2X","11.57","2023"
"B2X","12.285","2023"
"B2X","13.365","2023"
"B2X","13.65","2023"
"B2X","17.38","2023"
"B2Y","7.11","2023"
"B2Y","8.28","2023"
"B2Y","11.25","2023"
"B2Y","11.85","2023"
"B2Y","17.415","2023"
"B2Z","7.65","2023"
"B2Z","10.32","2023"
"B3A","5.395","2023"
"B3A","6.64","2023"
"B3A","10.56","2023"
"B3A","12.04","2023"
"B3A","12.64","2023"
"B3A","13.76","2023"
"B3E","8.645","2023"
"B3E","9.66","2023"
"B3G","5.67","2023"
"B3G","9.94","2023"
"B3G","11.06","2023"
"B3G","15.01","2023"
"B3G","21.995","2023"
"B3H","5.34","2023"
"B3H","9.03","2023"
"B3H","9.45","2023"
"B3H","12.905","2023"
"B3H","13.35","2023"
"B3H","13.875","2023"
"B3H","15.8","2023"
"B3H","16.92","2023"
"B3K","4.86","2023"
"B3K","8.28","2023"
"B3K","9.48","2023"
"B3L","5.5","2023"
"B3L","8.28","2023"
"B3L","8.69","2023"
"B3L","9","2023"
"B3M","8.91","2023"
"B3M","10.12","2023"
"B3M","10.125","2023"
"B3M","10.58","2023"
"B3N","9.2","2023"
"B3N","9.545","2023"
"B3N","10.235","2023"
"B3N","11.96","2023"
"B3N","12.15","2023"
"B3N","12.99","2023"
"B3P","7.2","2023"
"B3P","8.715","2023"
"B3P","8.8","2023"
"B3P","10.29","2023"
"B3P","15.3","2023"
"B3R","7.47","2023"
"B3R","9","2023"
"B3R","13.035","2023"
"B3R","13.035","2023"
"B3S","7.735","2023"
"B3T","6.23","2023"
"B3T","10.92","2023"
"B3T","11.06","2023"
"B3T","12.1","2023"
"B3T","12.6","2023"
"B3T","14.4","2023"
"B3T","15.575","2023"
"B3T","17.1","2023"
"B3T","19.55","2023"
"B3V","5.005","2023"
"B3V","10.32","2023"
"B3V","17.745","2023"
"B3Z","6.64","2023"
"B3Z","6.675","2023"
"B3Z","8.295","2023"
"B3Z","8.69","2023"
"B3Z","10.465","2023"
"B3Z","11.06","2023"
"B3Z","11.57","2023"
"B3Z","11.83","2023"
"B3Z","12","2023"
"B3Z","12.15","2023"
"B3Z","15.01","2023"
"B3Z","15.77","2023"
"B3Z","16.35","2023"
"B3Z","21.165","2023"
"B4A","5.265","2023"
"B4A","8.1","2023"
"B4A","8.64","2023"
"B4A","10.92","2023"
"B4A","13.035","2023"
"B4B","7.695","2023"
"B4B","10.01","2023"
"B4B","13.43","2023"
"B4B","16.6","2023"
"B4B","18.9","2023"
"B4C","9.875","2023"
"B4C","10.27","2023"
"B4E","9.66","2023"
"B4E","10.01","2023"
"B4E","10.235","2023"
"B4E","10.35","2023"
"B4E","10.58","2023"
"B4E","16.32","2023"
"B4E","18","2023"
"B4G","12.035","2023"
"B4G","19.09","2023"
"B4H","13.44","2023"
"B4H","15.13","2023"
"B4N","7.565","2023"
"B4N","9.72","2023"
"B4N","10.125","2023"
"B4N","10.125","2023"
"B4N","10.44","2023"
"B4N","10.79","2023"
"B4N","10.925","2023"
"B4N","14.85","2023"
"B4P","10.58","2023"
"B4P","12.285","2023"
"B4P","12.42","2023"
"B4P","19.8","2023"
"B4P","21.33","2023"
"B4V","6.97","2023"
"B4V","8.01","2023"
"B4V","8.925","2023"
"B4V","9.79","2023"
"B4V","9.79","2023"
"B4V","9.79","2023"
"B4V","9.79","2023"
"B4V","9.79","2023"
"B4V","9.79","2023"
"B4V","9.79","2023"
"B4V","9.79","2023"
"B4V","9.79","2023"
"B4V","9.79","2023"
"B4V","9.79","2023"
"B4V","9.79","2023"
"B4V","9.79","2023"
"B4V","9.79","2023"
"B4V","9.79","2023"
"B4V","9.79","2023"
"B4V","10.12","2023"
"B4V","10.235","2023"
"B4V","10.235","2023"
"B4V","10.235","2023"
"B4V","10.235","2023"
"B4V","10.235","2023"
"B4V","10.235","2023"
"B4V","10.235","2023"
"B4V","13.26","2023"
"B4V","15.64","2023"
"B4V","21.25","2023"
"B5A","6.44","2023"
"B5A","8.645","2023"
"B5A","10.01","2023"
"B5A","10.14","2023"
"B5A","12.42","2023"
"B6L","5.265","2023"
"B6L","8.1","2023"
"B6L","9","2023"
"B6L","12.04","2023"
"B6L","12.6","2023"
"B6L","13.035","2023"
"B6L","21.84","2023"
"B9A","12.15","2023"
"B9A","12.285","2023"
"NS","7.2","2023"
,"4.97","2023"
,"5.85","2023"
,"6.675","2023"
,"6.9","2023"
,"9.79","2023"
,"11.34","2023"
,"11.375","2023"
,"12","2023"
,"12.15","2023"
,"12.285","2023"
,"12.42","2023"
,"14.4","2023"
,"16.985","2023"
,"17.28","2023"
"B0C","12.285","2024"
"B0E","6.37","2024"
"B0E","6.37","2024"
"B0E","7.28","2024"
"B0E","11.25","2024"
"B0E","12","2024"
"B0E","13.5","2024"
"B0E","13.5","2024"
"B0E","22","2024"
"B0E","24","2024"
"B0H","11","2024"
"B0H","12.5","2024"
"B0J","4.92","2024"
"B0J","5.005","2024"
"B0J","5.2","2024"
"B0J","5.4","2024"
"B0J","5.785","2024"
"B0J","5.915","2024"
"B0J","6.675","2024"
"B0J","7.29","2024"
"B0J","7.6","2024"
"B0J","8.01","2024"
"B0J","8.55","2024"
"B0J","8.8","2024"
"B0J","8.9","2024"
"B0J","8.9","2024"
"B0J","9","2024"
"B0J","9.2","2024"
"B0J","9.72","2024"
"B0J","10","2024"
"B0J","10.01","2024"
"B0J","10.01","2024"
"B0J","10.2","2024"
"B0J","10.4","2024"
"B0J","10.53","2024"
"B0J","10.9","2024"
"B0J","11.34","2024"
"B0J","11.5","2024"
"B0J","11.6","2024"
"B0J","12.15","2024"
"B0J","12.15","2024"
"B0J","12.46","2024"
"B0J","12.5","2024"
"B0J","12.555","2024"
"B0J","13.08","2024"
"B0J","13.2","2024"
"B0J","14.58","2024"
"B0J","14.985","2024"
"B0J","16.2","2024"
"B0J","17","2024"
"B0J","17.6","2024"
"B0K","4.005","2024"
"B0K","5.6","2024"
"B0K","6.23","2024"
"B0K","8","2024"
"B0K","8.1","2024"
"B0K","9.345","2024"
"B0K","10","2024"
"B0K","10.125","2024"
"B0K","10.235","2024"
"B0K","10.8","2024"
"B0K","11.125","2024"
"B0K","11.2","2024"
"B0K","12","2024"
"B0K","13","2024"
"B0K","13.2","2024"
"B0K","13.365","2024"
"B0K","14.98","2024"
"B0K","15.925","2024"
"B0M","4","2024"
"B0M","4.8","2024"
"B0M","6.75","2024"
"B0M","7.2","2024"
"B0M","8.4","2024"
"B0M","8.8","2024"
"B0M","13","2024"
"B0N","5.265","2024"
"B0N","6","2024"
"B0N","6","2024"
"B0N","6.4","2024"
"B0N","6.88","2024"
"B0N","7.92","2024"
"B0N","9.1","2024"
"B0N","9.6","2024"
"B0N","10","2024"
"B0N","10","2024"
"B0N","10.235","2024"
"B0N","10.53","2024"
"B0N","10.53","2024"
"B0N","10.8","2024"
"B0N","10.9","2024"
"B0N","11.445","2024"
"B0N","12.42","2024"
"B0N","12.42","2024"
"B0N","12.96","2024"
"B0N","13.33","2024"
"B0N","15.36","2024"
"B0N","16.38","2024"
"B0N","17.48","2024"
"B0N","21.675","2024"
"B0P","7.29","2024"
"B0P","7.56","2024"
"B0P","9","2024"
"B0P","10","2024"
"B0P","10","2024"
"B0P","10.01","2024"
"B0P","10.08","2024"
"B0P","10.125","2024"
"B0P","10.35","2024"
"B0P","10.9","2024"
"B0P","11.5","2024"
"B0P","12","2024"
"B0P","12.5","2024"
"B0P","12.5","2024"
"B0P","13.65","2024"
"B0P","15.12","2024"
"B0P","15.91","2024"
"B0P","16.4","2024"
"B0P","18.48","2024"
"B0P","20","2024"
"B0P","20.54","2024"
"B0P","21.87","2024"
"B0P","25.2","2024"
"B0R","8.1","2024"
"B0R","10","2024"
"B0R","12.5","2024"
"B0R","12.96","2024"
"B0S","4","2024"
"B0S","6","2024"
"B0S","8.1","2024"
"B0S","9.66","2024"
"B0S","10","2024"
"B0S","10.125","2024"
"B0S","10.35","2024"
"B0S","12.5","2024"
"B0S","20","2024"
"B0S","20","2024"
