"datasetname","monitoringlocationid","monitoringlocationname","monitoringlocationtype","activitytype","activitymedianame","activitystartdate","activitystarttime","activitydepthheightmeasure","activitydepthheightunit","samplecollectionequipmentname","characteristicname","methodspeciation","resultsamplefraction","resultvalue","resultunit","resultvaluetype","resultdetectioncondition","resultdetectionquantitationlimitmeasure","resultdetectionquantitationlimitunit","resultdetectionquantitationlimittype","resultstatusid","resultcomment","laboratoryname","laboratorysampleid","monitoringlocationwaterbody"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DP0003","EASTRIVER-0M","River/Stream","Sample-Routine","Surface Water","2022-04-26T00:00:00.000","14:30","-0.3","m","Water Bottle","Lead",,"Dissolved","0.5","ug/l","Actual","Below Detection Limit/Quantification Limit","0.5","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8000933951","East River at Plymouth Park Road"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DP0003","EASTRIVER-0M","River/Stream","Sample-Routine","Surface Water","2022-04-26T00:00:00.000","14:30","-0.3","m","Water Bottle","Magnesium",,"Dissolved","0.7","mg/l","Actual",,,,,"Preliminary",,"NS Health Authority","8000933951","East River at Plymouth Park Road"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DP0003","EASTRIVER-0M","River/Stream","Sample-Routine","Surface Water","2022-04-26T00:00:00.000","14:30","-0.3","m","Water Bottle","Manganese",,"Dissolved","13","ug/l","Actual",,,,,"Preliminary",,"NS Health Authority","8000933951","East River at Plymouth Park Road"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DP0003","EASTRIVER-0M","River/Stream","Sample-Routine","Surface Water","2022-04-26T00:00:00.000","14:30","-0.3","m","Water Bottle","Molybdenum",,"Dissolved","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8000933951","East River at Plymouth Park Road"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DP0003","EASTRIVER-0M","River/Stream","Sample-Routine","Surface Water","2022-04-26T00:00:00.000","14:30","-0.3","m","Water Bottle","Nickel",,"Dissolved","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8000933951","East River at Plymouth Park Road"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DP0003","EASTRIVER-0M","River/Stream","Sample-Routine","Surface Water","2022-04-26T00:00:00.000","14:30","-0.3","m","Water Bottle","Potassium",,"Dissolved","0.5","mg/l","Actual","Below Detection Limit/Quantification Limit","0.5","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8000933951","East River at Plymouth Park Road"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DP0003","EASTRIVER-0M","River/Stream","Sample-Routine","Surface Water","2022-04-26T00:00:00.000","14:30","-0.3","m","Water Bottle","Selenium",,"Dissolved","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8000933951","East River at Plymouth Park Road"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DP0003","EASTRIVER-0M","River/Stream","Sample-Routine","Surface Water","2022-04-26T00:00:00.000","14:30","-0.3","m","Water Bottle","Silver",,"Dissolved","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8000933951","East River at Plymouth Park Road"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DP0003","EASTRIVER-0M","River/Stream","Sample-Routine","Surface Water","2022-04-26T00:00:00.000","14:30","-0.3","m","Water Bottle","Sodium",,"Dissolved","3.4","mg/l","Actual",,,,,"Preliminary",,"NS Health Authority","8000933951","East River at Plymouth Park Road"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DP0003","EASTRIVER-0M","River/Stream","Sample-Routine","Surface Water","2022-04-26T00:00:00.000","14:30","-0.3","m","Water Bottle","Strontium",,"Dissolved","25","ug/l","Actual",,,,,"Preliminary",,"NS Health Authority","8000933951","East River at Plymouth Park Road"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DP0003","EASTRIVER-0M","River/Stream","Sample-Routine","Surface Water","2022-04-26T00:00:00.000","14:30","-0.3","m","Water Bottle","Thallium",,"Dissolved","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8000933951","East River at Plymouth Park Road"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DP0003","EASTRIVER-0M","River/Stream","Sample-Routine","Surface Water","2022-04-26T00:00:00.000","14:30","-0.3","m","Water Bottle","Tin",,"Dissolved","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8000933951","East River at Plymouth Park Road"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DP0003","EASTRIVER-0M","River/Stream","Sample-Routine","Surface Water","2022-04-26T00:00:00.000","14:30","-0.3","m","Water Bottle","Titanium",,"Dissolved","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8000933951","East River at Plymouth Park Road"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DP0003","EASTRIVER-0M","River/Stream","Sample-Routine","Surface Water","2022-04-26T00:00:00.000","14:30","-0.3","m","Water Bottle","Uranium",,"Dissolved","0.5","ug/l","Actual","Below Detection Limit/Quantification Limit","0.5","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8000933951","East River at Plymouth Park Road"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DP0003","EASTRIVER-0M","River/Stream","Sample-Routine","Surface Water","2022-04-26T00:00:00.000","14:30","-0.3","m","Water Bottle","Vanadium",,"Dissolved","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8000933951","East River at Plymouth Park Road"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DP0003","EASTRIVER-0M","River/Stream","Sample-Routine","Surface Water","2022-04-26T00:00:00.000","14:30","-0.3","m","Water Bottle","Zinc",,"Dissolved","5","ug/l","Actual","Below Detection Limit/Quantification Limit","5","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8000933951","East River at Plymouth Park Road"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DP0003","EASTRIVER-0M","River/Stream","Sample-Routine","Surface Water","2022-04-26T00:00:00.000","14:30","-0.3","m","Water Bottle","Total Hardness","as CaCO3",,"14.1","mg/l","Calculated",,,,,"Preliminary",,"NS Health Authority","8000933951","East River at Plymouth Park Road"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Field Msr/Obs-Portable Data Logger","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Probe/Sensor","Temperature, water",,,"0.14","deg C","Actual",,,,,"Preliminary",,,,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Field Msr/Obs-Portable Data Logger","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Probe/Sensor","Dissolved oxygen (DO)",,,"13.71","mg/l","Actual",,,,,"Preliminary",,,,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Field Msr/Obs-Portable Data Logger","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Probe/Sensor","Dissolved oxygen saturation",,,"94.1","%","Actual",,,,,"Preliminary",,,,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Field Msr/Obs-Portable Data Logger","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Probe/Sensor","pH",,,"5.28","none","Actual",,,,,"Preliminary",,,,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Field Msr/Obs-Portable Data Logger","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Probe/Sensor","Conductivity",,,"16.9","umhos/cm","Actual",,,,,"Preliminary",,,,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Field Msr/Obs-Portable Data Logger","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Probe/Sensor","Turbidity",,,"0.2","NTU","Actual",,,,,"Preliminary",,,,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Aluminium",,"Total","164","ug/l","Actual",,,,,"Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Antimony",,"Total","3","ug/l","Actual","Below Detection Limit/Quantification Limit","3","ug/l","Lower Reporting Unit","Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Arsenic",,"Total","3","ug/l","Actual","Below Detection Limit/Quantification Limit","3","ug/l","Lower Reporting Unit","Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Barium",,"Total","9.4","ug/l","Actual",,,,,"Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Beryllium",,"Total","0.5","ug/l","Actual","Below Detection Limit/Quantification Limit","0.5","ug/l","Lower Reporting Unit","Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Bismuth",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Boron",,"Total","10","ug/l","Actual","Below Detection Limit/Quantification Limit","10","ug/l","Lower Reporting Unit","Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Cadmium",,"Total","0.1","ug/l","Actual","Below Detection Limit/Quantification Limit","0.1","ug/l","Lower Reporting Unit","Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Calcium",,"Total","0.13","mg/l","Actual",,,,,"Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Chromium",,"Total","3","ug/l","Actual","Below Detection Limit/Quantification Limit","3","ug/l","Lower Reporting Unit","Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Cobalt",,"Total","0.5","ug/l","Actual","Below Detection Limit/Quantification Limit","0.5","ug/l","Lower Reporting Unit","Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Copper",,"Total","1","ug/l","Actual","Below Detection Limit/Quantification Limit","1","ug/l","Lower Reporting Unit","Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Iron",,"Total","283","ug/l","Actual",,,,,"Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Lead",,"Total","1","ug/l","Actual","Below Detection Limit/Quantification Limit","1","ug/l","Lower Reporting Unit","Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Magnesium",,"Total","0.1","mg/l","Actual","Below Detection Limit/Quantification Limit","0.1","mg/l","Lower Reporting Unit","Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Manganese",,"Total","90.6","ug/l","Actual",,,,,"Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Molybdenum",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Nickel",,"Total","3.6","ug/l","Actual",,,,,"Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Potassium",,"Total","0.5","mg/l","Actual","Below Detection Limit/Quantification Limit","0.5","mg/l","Lower Reporting Unit","Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Selenium",,"Total","1","ug/l","Actual","Below Detection Limit/Quantification Limit","1","ug/l","Lower Reporting Unit","Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Silver",,"Total","0.1","ug/l","Actual","Below Detection Limit/Quantification Limit","0.1","ug/l","Lower Reporting Unit","Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Sodium",,"Total","0.26","mg/l","Actual",,,,,"Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Strontium",,"Total","5","ug/l","Actual","Below Detection Limit/Quantification Limit","5","ug/l","Lower Reporting Unit","Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Thallium",,"Total","0.3","ug/l","Actual","Below Detection Limit/Quantification Limit","0.3","ug/l","Lower Reporting Unit","Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Tin",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Titanium",,"Total","10","ug/l","Actual","Below Detection Limit/Quantification Limit","10","ug/l","Lower Reporting Unit","Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Uranium",,"Total","0.5","ug/l","Actual","Below Detection Limit/Quantification Limit","0.5","ug/l","Lower Reporting Unit","Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Vanadium",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Zinc",,"Total","24","ug/l","Actual",,,,,"Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Total Hardness","as CaCO3",,"0.5","mg/l","Calculated","Below Detection Limit/Quantification Limit","0.5","mg/l","Lower Reporting Unit","Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Conductivity",,,"21","umho/cm","Actual",,,,,"Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","pH",,,"5.62","none","Actual",,,,,"Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Turbidity",,,"1.6","NTU","Actual",,,,,"Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Alkalinity","as CaCO3",,"5","mg/L","Actual","Below Detection Limit/Quantification Limit","5","mg/L","Lower Reporting Unit","Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DP0003","EASTRIVER-0M","River/Stream","Field Msr/Obs-Portable Data Logger","Surface Water","2019-12-19T00:00:00.000","11:21","-0.3","m","Probe/Sensor","Dissolved oxygen saturation",,,"99","%","Actual",,,,,"Preliminary",,,,"East River at Plymouth Park Road"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Chloride",,"Dissolved","3","mg/L","Actual",,,,,"Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Fluoride",,"Dissolved","0.12","mg/l","Actual","Below Detection Limit/Quantification Limit","0.12","mg/L","Lower Reporting Unit","Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","True Color",,,"85.5","TCU","Actual",,,,,"Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Silica",,"Dissolved","4.9","mg/L","Actual",,,,,"Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Sulfate",,"Dissolved","2","mg/L","Actual","Below Detection Limit/Quantification Limit","2","mg/L","Lower Reporting Unit","Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Inorganic Nitrogen (nitrate and nitrite)","as N",,"0.05","mg/L","Actual","Below Detection Limit/Quantification Limit","0.05","mg/L","Lower Reporting Unit","Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Ammonia","as N",,"0.03","mg/L","Actual","Below Detection Limit/Quantification Limit","0.03","mg/L","Lower Reporting Unit","Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Orthophosphate","as P",,"0.01","mg/L","Actual","Below Detection Limit/Quantification Limit","0.01","mg/L","Lower Reporting Unit","Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Total Phosphorus, mixed forms","as P",,"0.006","mg/L","Actual","Below Detection Limit/Quantification Limit","0.006","mg/L","Lower Reporting Unit","Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Total Suspended Solids",,,"5","mg/L","Actual","Below Detection Limit/Quantification Limit","5","mg/L","Lower Reporting Unit","Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-15T00:00:00.000","12:30","-0.3","m","Water Bottle","Organic Carbon",,"Total","10","mg/L","Actual",,,,,"Preliminary",,"AGAT Laboratories",,"Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Field Msr/Obs-Portable Data Logger","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Probe/Sensor","Temperature, water",,,"3.88","deg C","Actual",,,,,"Preliminary",,,,"Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Field Msr/Obs-Portable Data Logger","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Probe/Sensor","Dissolved oxygen (DO)",,,"12.46","mg/l","Actual",,,,,"Preliminary","No Value",,,"Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Field Msr/Obs-Portable Data Logger","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Probe/Sensor","Dissolved oxygen saturation",,,"94.8","%","Actual",,,,,"Preliminary","No Value",,,"Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Field Msr/Obs-Portable Data Logger","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Probe/Sensor","pH",,,"5.92","none","Actual",,,,,"Preliminary",,,,"Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Field Msr/Obs-Portable Data Logger","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Probe/Sensor","Conductivity",,,"38.1","umhos/cm","Actual",,,,,"Preliminary",,,,"Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Field Msr/Obs-Portable Data Logger","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Probe/Sensor","Turbidity",,,"1.9","NTU","Actual",,,,,"Preliminary","No Value",,,"Salmon River at Murray"
