"datasetname","monitoringlocationid","monitoringlocationname","monitoringlocationtype","activitytype","activitymedianame","activitystartdate","activitystarttime","activitydepthheightmeasure","activitydepthheightunit","samplecollectionequipmentname","characteristicname","methodspeciation","resultsamplefraction","resultvalue","resultunit","resultvaluetype","resultdetectioncondition","resultdetectionquantitationlimitmeasure","resultdetectionquantitationlimitunit","resultdetectionquantitationlimittype","resultstatusid","resultcomment","laboratoryname","laboratorysampleid","monitoringlocationwaterbody"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHELBURNE-0M","River/Stream","Sample-Routine","Surface Water","2023-09-21T00:00:00.000","12:00","-0.3","m","Water Bottle","Total Nitrogen, Mixed Forms","as N","Unfiltered","0.47","mg/L","Actual",,,,,"Preliminary",,"NS Health Authority","8001007423","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHELBURNE-0M","River/Stream","Sample-Routine","Surface Water","2023-09-21T00:00:00.000","12:00","-0.3","m","Water Bottle","Inorganic Nitrogen (nitrate and nitrite)","as N","Unfiltered","0.02","mg/L","Actual","Below Detection Limit/Quantification Limit","0.02","mg/L","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001007423","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHELBURNE-0M","River/Stream","Sample-Routine","Surface Water","2023-09-21T00:00:00.000","12:00","-0.3","m","Water Bottle","Ammonia","as N","Unfiltered","0.04","mg/L","Actual",,,,,"Preliminary",,"NS Health Authority","8001007423","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHELBURNE-0M","River/Stream","Sample-Routine","Surface Water","2023-09-21T00:00:00.000","12:00","-0.3","m","Water Bottle","Orthophosphate","as P","Unfiltered","0.008","mg/L","Actual",,,,,"Preliminary",,"NS Health Authority","8001007423","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHELBURNE-0M","River/Stream","Sample-Routine","Surface Water","2023-09-21T00:00:00.000","12:00","-0.3","m","Water Bottle","Total Phosphorus, mixed forms","as P","Unfiltered","0.011","mg/L","Actual",,,,,"Preliminary",,"NS Health Authority","8001007423","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHELBURNE-0M","River/Stream","Sample-Routine","Surface Water","2023-09-21T00:00:00.000","12:00","-0.3","m","Water Bottle","Total Suspended Solids",,,"5","mg/L","Actual","Below Detection Limit/Quantification Limit","5","mg/L","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001007423","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHELBURNE-0M","River/Stream","Sample-Routine","Surface Water","2023-09-21T00:00:00.000","12:00","-0.3","m","Water Bottle","Chlorophyll A",,"Total","0.36","mg/m3","Actual",,,,,"Preliminary",,"NS Health Authority","8001007423","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHELBURNE-0M","River/Stream","Sample-Routine","Surface Water","2023-09-21T00:00:00.000","12:00","-0.3","m","Water Bottle","Pheophytin",,"Total","0.68","ug/L","Actual",,,,,"Preliminary",,"NS Health Authority","8001007423","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHELBURNE-0M","River/Stream","Sample-Routine","Surface Water","2023-09-21T00:00:00.000","12:00","-0.3","m","Water Bottle","Aluminium",,"Dissolved","440","ug/l","Actual",,,,,"Preliminary",,"NS Health Authority","8001007433","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHELBURNE-0M","River/Stream","Sample-Routine","Surface Water","2023-09-21T00:00:00.000","12:00","-0.3","m","Water Bottle","Antimony",,"Dissolved","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001007433","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHELBURNE-0M","River/Stream","Sample-Routine","Surface Water","2023-09-21T00:00:00.000","12:00","-0.3","m","Water Bottle","Arsenic",,"Dissolved","0.5","ug/l","Actual","Below Detection Limit/Quantification Limit","0.5","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001007433","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHELBURNE-0M","River/Stream","Sample-Routine","Surface Water","2023-09-21T00:00:00.000","12:00","-0.3","m","Water Bottle","Barium",,"Dissolved","4","ug/l","Actual",,,,,"Preliminary",,"NS Health Authority","8001007433","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHELBURNE-0M","River/Stream","Sample-Routine","Surface Water","2023-09-21T00:00:00.000","12:00","-0.3","m","Water Bottle","Beryllium",,"Dissolved",,"ug/l","Actual","Below Detection Limit/Quantification Limit","0.4","ug/l","Lower Reporting Unit","Preliminary","Unable to report due to matrix interferences","NS Health Authority","8001007433","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHELBURNE-0M","River/Stream","Sample-Routine","Surface Water","2023-09-21T00:00:00.000","12:00","-0.3","m","Water Bottle","Boron",,"Dissolved","20","ug/l","Actual","Below Detection Limit/Quantification Limit","20","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001007433","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHELBURNE-0M","River/Stream","Sample-Routine","Surface Water","2023-09-21T00:00:00.000","12:00","-0.3","m","Water Bottle","Cadmium",,"Dissolved","1","ug/l","Actual","Below Detection Limit/Quantification Limit","1","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001007433","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHELBURNE-0M","River/Stream","Sample-Routine","Surface Water","2023-09-21T00:00:00.000","12:00","-0.3","m","Water Bottle","Calcium",,"Dissolved","0.5","mg/l","Actual","Below Detection Limit/Quantification Limit","0.5","mg/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001007433","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHELBURNE-0M","River/Stream","Sample-Routine","Surface Water","2023-09-21T00:00:00.000","12:00","-0.3","m","Water Bottle","Chromium",,"Dissolved","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001007433","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHELBURNE-0M","River/Stream","Sample-Routine","Surface Water","2023-09-21T00:00:00.000","12:00","-0.3","m","Water Bottle","Cobalt",,"Dissolved","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001007433","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHELBURNE-0M","River/Stream","Sample-Routine","Surface Water","2023-09-21T00:00:00.000","12:00","-0.3","m","Water Bottle","Copper",,"Dissolved","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001007433","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHELBURNE-0M","River/Stream","Sample-Routine","Surface Water","2023-09-21T00:00:00.000","12:00","-0.3","m","Water Bottle","Iron",,"Dissolved","448","ug/l","Actual",,,,,"Preliminary",,"NS Health Authority","8001007433","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHELBURNE-0M","River/Stream","Sample-Routine","Surface Water","2023-09-21T00:00:00.000","12:00","-0.3","m","Water Bottle","Lead",,"Dissolved","0.9","ug/l","Actual",,,,,"Preliminary",,"NS Health Authority","8001007433","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHELBURNE-0M","River/Stream","Sample-Routine","Surface Water","2023-09-21T00:00:00.000","12:00","-0.3","m","Water Bottle","Magnesium",,"Dissolved","0.5","mg/l","Actual","Below Detection Limit/Quantification Limit","0.5","mg/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001007433","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHELBURNE-0M","River/Stream","Sample-Routine","Surface Water","2023-09-21T00:00:00.000","12:00","-0.3","m","Water Bottle","Manganese",,"Dissolved","11","ug/l","Actual",,,,,"Preliminary",,"NS Health Authority","8001007433","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHELBURNE-0M","River/Stream","Sample-Routine","Surface Water","2023-09-21T00:00:00.000","12:00","-0.3","m","Water Bottle","Molybdenum",,"Dissolved","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001007433","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHELBURNE-0M","River/Stream","Sample-Routine","Surface Water","2023-09-21T00:00:00.000","12:00","-0.3","m","Water Bottle","Nickel",,"Dissolved","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001007433","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHELBURNE-0M","River/Stream","Sample-Routine","Surface Water","2023-09-21T00:00:00.000","12:00","-0.3","m","Water Bottle","Potassium",,"Dissolved","0.5","mg/l","Actual","Below Detection Limit/Quantification Limit","0.5","mg/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001007433","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHELBURNE-0M","River/Stream","Sample-Routine","Surface Water","2023-09-21T00:00:00.000","12:00","-0.3","m","Water Bottle","Selenium",,"Dissolved","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001007433","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHELBURNE-0M","River/Stream","Sample-Routine","Surface Water","2023-09-21T00:00:00.000","12:00","-0.3","m","Water Bottle","Silver",,"Dissolved","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001007433","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHELBURNE-0M","River/Stream","Sample-Routine","Surface Water","2023-09-21T00:00:00.000","12:00","-0.3","m","Water Bottle","Sodium",,"Dissolved","2.7","mg/l","Actual",,,,,"Preliminary",,"NS Health Authority","8001007433","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHELBURNE-0M","River/Stream","Sample-Routine","Surface Water","2023-09-21T00:00:00.000","12:00","-0.3","m","Water Bottle","Strontium",,"Dissolved","4","ug/l","Actual",,,,,"Preliminary",,"NS Health Authority","8001007433","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHELBURNE-0M","River/Stream","Sample-Routine","Surface Water","2023-09-21T00:00:00.000","12:00","-0.3","m","Water Bottle","Thallium",,"Dissolved","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001007433","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHELBURNE-0M","River/Stream","Sample-Routine","Surface Water","2023-09-21T00:00:00.000","12:00","-0.3","m","Water Bottle","Tin",,"Dissolved","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001007433","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHELBURNE-0M","River/Stream","Sample-Routine","Surface Water","2023-09-21T00:00:00.000","12:00","-0.3","m","Water Bottle","Titanium",,"Dissolved","2","ug/l","Actual",,,,,"Preliminary",,"NS Health Authority","8001007433","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHELBURNE-0M","River/Stream","Sample-Routine","Surface Water","2023-09-21T00:00:00.000","12:00","-0.3","m","Water Bottle","Uranium",,"Dissolved","0.5","ug/l","Actual","Below Detection Limit/Quantification Limit","0.5","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001007433","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHELBURNE-0M","River/Stream","Sample-Routine","Surface Water","2023-09-21T00:00:00.000","12:00","-0.3","m","Water Bottle","Vanadium",,"Dissolved","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001007433","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHELBURNE-0M","River/Stream","Sample-Routine","Surface Water","2023-09-21T00:00:00.000","12:00","-0.3","m","Water Bottle","Zinc",,"Dissolved","5","ug/l","Actual","Below Detection Limit/Quantification Limit","5","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001007433","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHELBURNE-0M","River/Stream","Field Msr/Obs-Portable Data Logger","Surface Water","2023-11-21T00:00:00.000","13:00","-0.3","m","Probe/Sensor","Temperature, water",,,"4.82","deg C","Actual",,,,,"Preliminary",,,,"Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHELBURNE-0M","River/Stream","Field Msr/Obs-Portable Data Logger","Surface Water","2023-11-21T00:00:00.000","13:00","-0.3","m","Probe/Sensor","Dissolved oxygen (DO)",,,"10.79","mg/l","Actual",,,,,"Preliminary",,,,"Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHELBURNE-0M","River/Stream","Field Msr/Obs-Portable Data Logger","Surface Water","2023-11-21T00:00:00.000","13:00","-0.3","m","Probe/Sensor","Dissolved oxygen saturation",,,"84.1","%","Actual",,,,,"Preliminary",,,,"Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHELBURNE-0M","River/Stream","Field Msr/Obs-Portable Data Logger","Surface Water","2023-11-21T00:00:00.000","13:00","-0.3","m","Probe/Sensor","pH",,,"4.88","none","Actual",,,,,"Preliminary",,,,"Shelburne River at Pollard's Falls Bridge"
